PROVINCE / LGU,Distance (km),Distance (mi),2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Buenavista (ME),182.35,113.31,13.6632,13.2903,8.0136,6.8886,0,10.4831,9.6133,8.0137,6.5586,7.1394
Bugallon,172.85,107.4,-,12.6764,6.8185,8.8415,0,7.5108,7.0343,7.6063,6.1982,7.2873
Bugasong,410.58,255.12,-,4.8635,2.4755,3.7524,0,9.8923,8.5674,9.3012,7.6368,7.7311
Buguey,418.04,259.76,10.2822,16.5182,8.9588,11.1652,0,10.6921,10.2549,9.4415,8.7649,7.5561
Buguias,238.14,147.98,-,16.0305,10.8012,11.5685,0,11.8084,11.0196,10.4707,7.8513,7.6976
Buhi,302.56,188,8.7937,9.0659,9.5313,7.0556,0,6.2182,6.5335,6.6436,6.4416,6.4428
Bula,277.59,172.49,11.5765,12.9391,10.7975,10.0445,0,10.6163,8.8123,5.8653,7.2662,8.9386
Bulakan,961.85,597.66,10.3759,10.2522,7.4874,4.3842,0,6.381,8.8369,7.7528,6.2593,8.5901
Bulalacao,253.74,157.67,-,13.5725,4.008,8.5903,0,9.9025,10.3923,8.5595,8.6267,7.6514
Bulan,961.85,597.66,14.5034,16.2373,8.1101,7.1738,0,6.7019,5.8488,5.6036,4.0075,8.1732
Buldon,879.44,546.46,-,-,-,-,-,-,-,9.4525,6.6913,7.2522
Buluan,970.38,602.97,-,-,-,-,-,-,-,7.9521,5.4863,6.0324
Bulusan,397.47,246.98,6.0483,6.9097,4.6517,3.0816,0,7.7288,8.2278,7.3832,5.0325,6.0382
Bunawan,901.37,560.08,14.593,16.2415,6.4255,11.2833,0,9.5511,9.4925,9.2472,6.1175,8.1834
Burauen,584.28,363.06,11.1709,5.6033,3.9456,10.8685,0,10.3874,10.482,9.5683,8.0107,8.7411
Burdeos,110.12,68.42,-,-,7.2364,6.2905,0,8.3321,8.4136,6.3133,5.0984,5.3046
Burgos (IA),284.86,177,-,12.9774,8.2004,8.7752,0,9.0506,9.9381,9.5601,8.4942,8.1444
Burgos (IN),76.1,47.28,-,7.8015,11.5954,10.3184,0,10.4787,10.9032,10.8984,8.3858,8.3593
Burgos (IS),305.97,190.12,-,12.3761,11.1773,9.1436,0,9.8731,10.4448,8.9466,7.8197,6.9039
Burgos (LU),221.07,137.37,-,-,4.8406,9.4481,0,9.9944,10.5633,10.4406,8.1045,8.8995
Burgos (PS),201.92,125.47,-,-,3.619,9.4344,0,8.26,7.5837,9.0757,8.2011,7.3488
Burgos (SN),103.53,64.33,-,14.9885,9.4852,7.9734,0,8.7386,9.478,9.0583,5.6776,7.2374
Buruanga,320.15,198.93,-,5.549,2.4398,6.6042,0,9.9238,10.5756,10.1487,8.0089,8.4657
Bustos,41.53,25.81,-,10.4753,9.512,5.556,0,10.4027,10.5488,9.0924,7.4795,8.7866
Busuanga,294.7,183.12,-,7.263,8.7584,3.7225,0,3.961,10.0435,9.4765,5.4672,5.7831
Butig,839.76,521.8,-,-,-,-,-,-,-,8.0725,6.904,8.1326
Butuan,799.02,496.49,18.1829,23.0354,15.6932,12.1487,10.1015,8.3437,8.8924,8.7635,9.101,9.8512
Buug,795.31,494.18,9.5383,9.3487,4.8936,6.9592,0,10.774,11.3485,9.9861,9.0406,8.5924
Caba,216.35,134.43,-,-,3.5219,10.0431,0,11.1622,10.2886,9.4261,6.6913,8.5303
Cabadbaran,783.71,486.97,14.8287,17.4068,13.3774,10.5196,10.9294,9.0338,9.5463,7.9125,8.9695,8.6826
Cabagan,327.34,203.4,12.1277,14.6788,7.9678,8.9314,0,10.8431,9.9837,10.379,8.2252,10.2969
Cabanglasan,864,536.86,-,11.7081,11.1452,9.591,0,12.1237,11.6931,9.5748,8.8617,6.8662
Cabarroguis,223.98,139.17,-,13.126,11.9745,10.3935,0,11.3305,12.1109,10.372,7.803,8.5327
Cabatuan (IA),272.59,169.38,-,16.5112,11.701,12.3575,0,11.8197,11.7217,9.3698,7.6722,6.5758
Cabatuan (IO),444.11,275.96,-,16.3454,8.632,9.4825,0,10.6813,10.4506,9.5791,7.9797,9.6241
Cabiao,75.19,46.72,7.9952,7.4171,3.9444,10.4389,0,10.9018,10.6318,9.1125,8.1198,9.9175
Cabucgayan,521.12,323.81,-,-,5.568,7.4457,0,9.6278,10.9001,9.6563,4.9475,6.5247
Cabugao,361.45,224.6,6.2667,10.7734,12.6772,11.0132,0,9.5753,9.86,9.6803,7.3377,9.8373
Cabusao,249.51,155.04,-,-,4.6224,7.501,0,6.9358,7.2209,6.1424,4.4691,4.865
Cadiz,476.8,296.27,7.8931,13.8054,13.4814,12.6247,12.0333,9.3221,11.7433,9.744,9.7483,9.9935
Cagayan De Oro,789.64,490.66,20.3909,24.862,18.4791,12.1913,14.8639,12.7226,12.7239,11.5028,11.3863,11.4919
Cagayancillo,554.21,344.37,-,-,-,-,-,0.0195,5.7499,5.7563,7.6467,7.098
Cagdianao,727.14,451.83,-,14.6804,10.9597,10.9222,0,10.9803,10.9815,9.9322,8.7675,7.9983
Cagwait,856.09,531.95,-,16.1263,12.7584,11.3127,0,9.9608,10.0325,10.0749,6.5788,8.8612
Caibiran,514.33,319.59,-,-,7.6963,7.1795,0,6.6416,10.2337,9.8029,5.6813,6.6219
Cainta,15.73,9.78,10.7468,12.0071,16.1827,14.9463,0,17.1939,16.3646,13.7738,8.3089,10.7624
Cajidiocan,307.92,191.33,5.3094,7.9826,3.4576,6.8255,0,10.4378,8.1486,5.8915,5.2652,4.8221
Calabanga,259.67,161.35,6.3252,7.9896,5.558,7.4366,0,10.4603,9.564,8.4366,7.0696,7.8652
Calaca,74.81,46.48,10.1167,12.4371,8.0753,11.3028,0,12.7011,11.9399,9.2479,5.7001,6.723
Calamba (LA),47.13,29.29,17.5349,18.7411,16.0242,11.7102,11.679,14.0372,14.1366,10.0417,9.6627,10.1778
Calamba (MC),731.33,454.43,-,13.0783,13.0237,11.927,0,11.0401,11.2014,10.5751,8.5103,8.5096
Calanasan,408.44,253.79,16.5351,15.104,10.1961,10.4984,0,7.4678,7.8453,7.6625,8.8763,7.3578
Calanogas,831.45,516.64,-,-,-,-,-,-,-,10.2685,7.8413,8.0825
Calapan,131.89,81.95,15.9054,18.5748,13.8097,11.9136,12.5872,11.2366,11.1608,10.7023,11.4047,10.8669
Calape,609.3,378.6,-,5.9476,14.8621,10.4811,0,11.4447,11.4265,9.4735,8.802,7.3853
Calasiao,171.82,106.76,16.0818,17.1251,13.4421,12.2914,0,10.7084,11.2731,10.6644,8.1611,9.4747
Calatagan,91.14,56.63,-,9.2665,5.5474,5.4421,0,7.8404,7.9603,6.4658,5.5543,7.4195
Calatrava (NO),520.93,323.69,-,10.6169,12.2869,7.4127,0,9.9598,7.6559,7.926,5.3322,6.9945
Calatrava (RN),249.38,154.96,5.5944,13.2017,6.9715,7.4313,0,7.9377,7.8008,9.9275,8.4353,8.7637
Calauag,157.55,97.9,13.5385,15.5547,8.0423,7.6771,0,8.1348,8.0253,7.2463,6.9284,8.8827
Calauan,60.73,37.74,-,8.3644,7.5371,9.0329,0,8.65,8.2004,6.9171,7.5228,9.3283
Calayan,523.66,325.39,-,-,2.0677,4.6232,0,6.5736,4.952,6.6416,3.4808,6.0894
Calbayog,480.95,298.85,13.9866,7.8685,13.5122,9.0206,9.1533,8.3485,8.1793,9.0102,9.0479,10.5259
Calbiga,547.37,340.12,-,5.5668,7.7466,8.3506,0,10.2598,9.8617,8.5081,8.9768,8.0667
Calinog,420.25,261.13,12.0639,12.7356,9.0633,8.4056,0,10.5507,10.4489,9.4849,7.6029,9.7236
Calintaan,220.77,137.18,10.5914,12.2598,3.6852,6.4765,0,8.3705,5.5556,5.8595,6.0343,6.2256
Calubian,510.96,317.49,-,-,9.6218,6.7345,0,8.1982,7.1167,7.957,6.2443,5.6821
Calumpit,42.9,26.65,9.6519,14.4264,12.0226,5.1389,0,4.9403,5.735,4.4215,4.7938,7.1686
Caluya,308.01,191.39,5.3589,5.9634,0.1351,0.0514,0,0.638,0.1865,5.5113,4.1933,5.503
Camalaniugan,416.22,258.63,-,13.2112,13.6691,11.4606,0,12.223,10.6946,10.4763,9.6263,8.2367
Camalig,328.75,204.28,6.6194,8.835,8.4508,4.5558,0,10.1029,9.6222,8.7192,6.8041,7.9929
Camaligan,258.91,160.88,12.3194,14.4786,8.7748,8.1937,0,9.5751,10.6301,9.7592,8.1099,8.3032
Camiling,136.82,85.01,-,8.9232,10.0545,11.1364,0,8.5806,8.4095,8.3723,8.2542,9.599
Can-Avid,563,349.83,-,-,5.0714,5.7985,0,8.2348,8.7749,10.0533,10.3064,9.2688
Canaman,258.63,160.71,-,-,-,9.2299,0,11.2748,11.0346,9.7245,6.0267,7.9262
Candaba,58.84,36.56,-,13.2186,10.03,10.219,0,10.0064,9.8675,9.2827,7.8403,9.2381
Candelaria (QN),88.02,54.7,15.1455,15.1289,12.7663,12.0631,0,12.2011,12.2185,10.8884,8.0282,10.1877
Candelaria (ZA),160.8,99.92,-,-,7.4659,8.4873,0,10.7993,10.362,9.3382,5.8652,6.1533
Candijay,653.5,406.07,-,4.0692,8.1286,8.2714,0,12.0552,10.1272,6.9242,8.2324,6.2113
Candon,295.6,183.68,17.9359,20.2229,14.0667,11.9147,11.3245,9.6134,10.2639,9.8423,9.0976,9.9063
Candoni,558.59,347.09,-,-,-,5.8548,0,8.9953,6.4385,7.6506,7.6929,6.4584
Canlaon,526.24,326.99,7.3786,9.7689,8.7182,9.6558,10.3884,8.0653,7.2284,7.2373,8.1798,7.745
Cantilan,799.53,496.8,15.7335,14.3627,5.9742,6.8106,0,9.037,9.432,7.9298,5.2125,6.6846
Caoayan,335.71,208.6,-,15.776,11.5049,10.5247,0,10.4823,10.3659,10.1709,9.3075,8.3839
Capalonga,165.96,103.12,-,10.4941,1.8767,9.2367,0,10.4249,8.5033,7.6144,4.6616,8.3146
Capas,93.78,58.27,16.7716,15.4139,11.902,10.269,0,11.5196,11.1375,9.8078,7.7511,7.6038
Capoocan,540.13,335.62,-,0.1641,6.3593,6.4324,0,8.6568,7.7121,7.4632,4.21,4.7554
Capul,421.06,261.64,-,-,-,2.0854,0,8.1768,8.2007,7.9184,3.1609,6.4674
Caraga,1011.19,628.32,8.565,10.9583,5.8784,10.1044,0,10.2151,8.7823,9.0424,6.437,7.8456
Caramoan,324.2,201.45,5.7291,6.0139,3.8735,5.7923,0,7.5912,7.2578,6.9758,4.292,4.6493
Caramoran,348.42,216.5,-,6.8925,0,4.0332,0,6.9417,6.2076,8.7351,9.4507,7.3889
Carasi,403.32,250.61,-,16.1555,11.5796,11.1511,0,9.3672,9.7135,9.195,6.8684,8.966
Carcar,576.08,357.96,14.1889,13.0698,8.078,10.1123,10.5524,8.0208,8.3051,8.9104,7.4317,4.6825
Cardona,29.6,18.39,-,14.5404,7.0265,13.4744,0,13.0409,12.519,10.3604,9.1191,8.4372
Carigara,543.37,337.64,-,0.4187,11.2816,9.2239,0,9.5589,9.0161,8.7521,5.71,8.1291
Carles,416.88,259.04,-,12.5197,6.9506,7.0707,0,6.6439,9.1459,9.2958,6.0993,7.3085
Carmen (AN),780.41,484.92,-,15.6884,9.7038,10.2003,0,10.7834,10.3271,9.1658,7.8233,7.6636
Carmen (BL),635.36,394.79,-,7.0216,6.9555,8.3195,0,10.3734,10.852,9.4166,5.364,7.1903
Carmen (CU),554.42,344.5,-,-,10.2843,6.1677,0,12.3022,8.7026,6.0996,3.7685,6.7126
Carmen (DN),955.9,593.97,13.0316,14.0027,9.8386,9.1873,0,10.568,10.8421,11.2438,8.5825,10.4295
Carmen (NC),921.28,572.46,12.1607,16.7373,11.3857,9.9904,0,10.1887,10.3403,9.1445,6.7261,9.1809
Carmen (SS),809.83,503.21,-,7.4139,7.8339,7.6914,0,8.9007,9.7453,9.6075,5.4007,7.7685
Carmona,31.18,19.37,18.8532,18.7518,14.1548,12.2461,0,14.1024,13.0029,11.3744,8.7174,11.2303
Carranglan,153.25,95.23,9.8171,10.2651,5.4438,7.1974,0,8.2356,8.0947,7.3959,6.4435,7.0202
Carrascal,792.89,492.68,-,13.3145,11.8655,8.7505,0,9.7236,11.0098,8.3707,5.2104,6.4686
Casiguran (AU),212.07,131.78,-,9.0509,2.5254,6.3818,0,7.4648,7.505,7.8418,5.7061,10.5627
Casiguran (SO),379.24,235.65,10.9177,10.2352,0.2911,3.3173,0,4.9606,7.0028,6.2528,4.9944,4.3662
Castilla,352.72,219.17,-,10.2405,1.512,5.0194,0,11.7357,10.8993,10.26,8.2481,8.3108
Castillejos,90.55,56.27,-,-,5.4979,6.6284,0,12.2921,12.3072,10.0392,9.2929,8.5079
Cataingan,435.38,270.54,-,4.3143,0,7.5388,0,6.8278,9.1646,9.2254,7.5838,9.5108
Catanauan,182.21,113.22,11.0012,12.2387,6.938,5.2849,0,4.811,7,5.9046,6.2236,8.9913
Catarman (CM),724.38,450.11,-,15.843,10.1867,10.4839,0,9.9916,11.2402,11.8774,9.091,9.1585
Catarman (NS),458.97,285.19,12.0879,5.4401,8.0894,4.7849,0,5.7769,6.3055,4.5445,6.2189,8.6759
Catbalogan,525.79,326.71,14.4005,9.2929,16.2252,12.4583,12.059,10.2618,8.3206,9.2907,8.4596,10.5835
Cateel,962.86,598.29,-,6.9086,8.9634,10.5504,0,9.1145,9.2718,8.7703,6.4166,9.1786
Catigbian,619.66,385.04,-,10.5105,10.3804,8.9637,0,11.8568,11.5747,9.9788,9.6364,8.5146
Catmon,541.1,336.23,-,8.7311,7.3893,4.6381,0,11.1689,9.4724,5.8641,4.1739,7.7887
Catubig,502.83,312.44,-,-,4.9982,8.2806,0,6.7428,9.9324,5.8271,7.5351,8.7586
Cauayan (IA),273.85,170.16,18.1433,19.2543,15.5902,11.2222,11.5874,10.9706,10.7295,9.2419,9.5939,9.9386
Cauayan (NO),538.61,334.67,11.9242,11.6959,0.2923,1.0262,0,6.4664,8.9103,8.6081,4.694,8.242
Cavinti,68.43,42.52,-,9.9016,8.7552,11.6642,0,11.2276,11.1741,9.3129,8.8252,7.5064
Cavite,422.21,262.35,12.6946,17.4178,13.3762,11.6992,11.8925,9.4605,12.1178,8.3916,8.9275,8.8422
Cawayan,14.68,9.12,-,2.6717,0,0,0,6.3155,5.6052,6.5221,6.3424,6.7442
Cebu,572.23,355.57,16.2118,21.7062,15.2501,9.1437,12.0392,10.847,11.5931,11.7988,7.176,10.6502
Cervantes,268.94,167.11,-,17.9137,12.3332,10.6683,0,10.2867,10.2871,9.2947,7.7406,7.3261
Clarin (BL),612.2,380.4,-,8.0624,9.5457,10.2272,0,11.5567,10.9443,11.3622,4.608,5.0583
Clarin (MC),777.38,483.04,-,0.169,8.3078,11.9974,0,10.1576,10.2828,6.9038,6.7319,8.2636
Claver,760.03,472.26,13.5893,16.7717,11.8715,11.3026,0,10.249,10.1875,10.0862,8.5262,10.5478
Claveria (CG),446.49,277.43,-,16.2479,10.6062,12.2324,0,11.0443,10.3479,9.9753,6.9459,5.7384
Claveria (MO),790.04,490.91,16.7834,16.9045,11.1116,11.2743,0,9.4306,10.1857,8.4058,7.3329,9.2882
Claveria (MS),311.94,193.83,-,3.6583,0,0,0,6.2998,6.2704,6.2156,3.036,2.8748
Columbio,989.23,614.68,13.8883,16.4431,11.3056,10.5865,0,10.4611,10.1552,8.7374,6.7355,9.516
Compostela (CU),566.08,351.75,-,4.5934,5.7726,7.5646,0,12.8906,10.2463,7.8623,7.6796,7.3996
Compostela (DDO),950.49,590.6,-,-,-,-,-,-,-,-,7.9615,9.3531
Concepcion,743.51,461.99,-,-,-,9.7209,0,7.6089,7.4635,6.8646,8.0766,8.4635
Concepcion (IO),440.93,273.98,-,1.3952,8.5276,9.0441,0,9.3593,11.8879,10.084,8.7129,8.5761
Concepcion (RN),203.23,126.28,-,-,-,-,0,0.2088,4.7942,7.1277,3.1456,3.2614
Concepcion (TC),88.21,54.81,-,11.7127,11.8572,9.5593,0,10.6315,10.9843,9.7085,6.1736,8.555
Conner,359.3,223.26,-,6.6568,4.7469,7.7022,0,4.1027,4.1014,8.9098,6.7048,8.3999
Consolacion,569.07,353.6,15.1518,16.3149,11.49,10.2042,0,11.987,11.3435,6.5713,6.7709,8.7562
Corcuera,229.05,142.32,-,-,-,-,0,0.3185,4.8868,8.9437,6.9722,5.4359
Cordon,238.13,147.97,-,15.4892,10.0391,10.8198,0,10.6978,11.8253,9.6324,7.7443,6.8422
Cordova,579.9,360.33,-,15.8243,12.2497,11.8504,0,13.6472,12.3847,9.418,7.386,7.0635
Corella,631.7,392.52,-,9.3124,13.1246,9.9714,0,10.3643,10.4419,10.3907,8.2972,8.1756
Coron,299.29,185.97,-,11.4482,8.4574,3.27,0,5.6401,5.6299,8.1159,8.0102,9.4494
Cortes (BL),626.82,389.49,-,7.9529,4.6404,10.3108,0,10.2037,7.3565,9.6095,4.6447,5.6903
Cortes (SS),819.25,509.06,-,13.3215,7.1678,8.1732,0,7.888,9.1093,8.6754,6.5134,6.6433
Cotabato,893.19,555,15.9545,20.8137,19.2413,14.5997,14.0716,13.1551,12.647,12.0127,9.8222,9.4949
Cuartero,404.46,251.32,-,3.5646,0.6134,7.0183,0,10.8628,10.6849,9.024,8.3871,8.4799
Cuenca,76.39,47.46,-,-,7.9399,9.0864,0,9.2684,9.542,6.4285,5.6929,4.7558
Culaba,504.7,313.6,-,-,-,9.9265,0,8.2577,8.3621,6.5498,2.6288,3.0056
Culasi,370.02,229.92,11.4011,11.0151,4.7676,4.7561,0,11.0415,11.4245,9.209,4.7006,7.6273
Culion,323.5,201.02,-,9.7141,4.9617,4.3429,0,4.2686,8.1874,7.2824,6.1857,8.1872
Currimao,385.82,239.74,-,-,6.7897,9.4828,0,10.2234,9.6766,9.2207,6.5845,7.3942
Cuyapo,137.09,85.19,12.3592,17.7916,12.9908,5.3479,0,9.5115,9.5583,8.4941,7.2045,8.9082
Cuyo,416.97,259.1,-,-,-,-,0,9.9716,9.758,5.9634,5.3637,4.805
Daan Bantayan,497.59,309.19,16.9363,17.9673,12.7067,7.6747,0,11.2243,-,9.4934,7.3476,9.5493
Daet,218.9,136.02,17.5686,18.0386,11.0443,9.4904,0,10.1869,9.8811,8.961,7.0127,10.104
Dagami,574.06,356.71,-,6.1986,5.8487,10.408,0,11.9551,7.3752,6.815,5.2942,3.9934
Dagohoy,633.55,393.67,-,7.0511,9.1061,9.9738,0,11.4156,8.375,7.5367,5.7175,5.7111
Daguioman,319.91,198.79,-,-,-,3.4177,0,4.0457,3.9184,3.5092,7.3051,6.9087
Dagupan,176.4,109.61,17.3893,19.3079,16.437,12.9531,13.863,11.9038,12.0787,12.6885,9.8435,9.1349
Dalaguete,603.89,375.24,13.4293,13.5455,9.8963,9.6135,0,10.6411,10.57,9.4063,7.8014,8.6118
Damulog,899.36,558.84,-,5.3954,9.2632,11.1715,0,11.3414,11.3647,9.2879,8.4475,8.0491
Danao (BL),625.7,388.79,-,4.8127,8.6133,8.8008,0,11.2176,10.3926,8.6457,7.5328,6.6031
Danao (CU),560.68,348.39,7.3814,14.6784,11.3418,9.2565,11.0759,9.5854,9.3755,8.8334,8.4818,9.0145
Dangcagan,890.99,553.64,-,12.2317,9.5087,9.7346,0,11.0115,11.9162,9.3231,7.0134,8.321
Danglas,351.41,218.36,-,-,-,11.7059,0,9.3921,9.4842,9.3551,8.4453,7.2798
Dao,400.02,248.56,-,-,-,1.0154,0,12.0413,11.9787,9.7521,9.4204,7.8462
Dapa,769.55,478.18,-,11.9885,4.3756,7.2377,0,9.6695,9.0294,7.1909,5.2734,5.8871
Dapitan,710.94,441.76,11.0889,18.098,13.0922,9.7094,9.7407,8.4511,8.8146,8.0748,8.7254,7.2498
Daraga,338.74,210.48,11.3667,10.781,3.8127,6.5218,0,10.8079,11.3973,9.8264,6.6666,8.6382
Daram,520.35,323.33,-,-,6.0416,7.8143,0,10.7604,11.5421,8.7021,7.9183,8.0267
Dasmarinas,28.76,17.87,11.0033,14.551,11.0346,10.0479,11.0563,14.0375,14.3602,12.5895,9.977,9.878
Dasol,195.83,121.68,-,15.4216,10.9434,10.7817,0,8.5474,10.26,9.8906,9.4664,8.5898
Datu Abdullah Sangki,949.38,589.92,-,-,-,-,-,-,-,11.4246,8.5495,8.9027
Datu Anggal Midtimbang,919.05,571.07,-,-,-,-,-,-,-,8.4929,5.2149,7.7894
Datu Blah Sinsuat,910.93,566.02,-,-,-,-,-,-,-,2.8555,6.1661,7.735
Datu Hoffer Ampatuan,937.34,582.44,-,-,-,-,-,-,-,8.029,6.6167,8.1907
Datu Odin Sinsuat,916.16,569.28,-,-,-,-,-,-,-,8.7704,6.0218,9.2651
Datu Paglas,966.87,600.78,-,-,-,-,-,-,-,9.6629,8.9405,8.2613
Datu Piang,924.21,574.27,-,-,-,-,-,-,-,7.0856,7.0191,8.9282
Datu Salibo,928.62,577.02,-,-,-,-,-,-,-,6.4415,4.2832,5.7301
Datu Saudi-Ampatuan,930.02,577.89,-,-,-,-,-,-,-,6.8816,8.148,7.3312
Datu Unsay,932.92,579.69,-,-,-,-,-,-,-,7.6165,6.8809,8.0651
Dauin,649.18,403.38,-,14.7568,7.6705,10.9708,0,9.9725,10.0087,7.5526,7.8663,6.8815
Davao,977.46,607.37,18.9829,22.7168,18.7926,13.7078,13.648,15.224,16.8969,15.4591,11.3809,10.4872
Del Carmen,754.81,469.02,-,14.4626,11.1859,7.5638,0,9.1569,10.3227,10.6558,8.5183,8.0055
Del Gallego,189.48,117.74,-,-,-,7.4312,0,9.8995,9.6958,8.2527,6.7724,7.1456
Delfin Albano,314.71,195.55,-,16.8025,4.3521,10.2098,0,11.3033,11.3592,10.036,9.3541,8.4453
Diadi,234.89,145.95,-,-,5.808,10.2344,0,11.2783,10.1824,9.4977,8.2963,8.1544
Diffun,230.71,143.35,-,17.1761,10.6574,10.6978,0,10.1131,10.2263,9.2104,7.7613,8.9488
Digos,993.52,617.35,17.3667,18.8134,12.3688,9.0885,10.7269,9.7415,8.9699,8.8391,10.5243,11.1623
Dilasag,241.04,149.78,-,13.3792,8.4772,5.8946,0,7.5545,9.7172,8.9732,6.9531,7.3131
Dimasalang,409.74,254.6,-,4.5113,0.0685,8.2643,0,7.0267,5.8231,6.6245,5.562,7.5391
Dimataling,811.56,504.28,-,-,3.9297,5.6648,0,11.6422,11.5207,10.2228,8.294,7.3917
Dimiao,652.77,405.61,-,7.4087,12.479,10.9554,0,11.1064,10.0149,9.6404,9.0374,7.759
Dinagat,718.21,446.28,-,13.5532,9.0465,10.0704,0,9.7507,8.1588,9.7643,7.1175,8.7132
Dinalungan,202.93,126.09,-,14.4272,7.8944,6.2738,0,7.2403,7.3721,7.2992,9.7928,8.5399
Dinalupihan,63.38,39.38,10.7792,17.835,13.0774,7.6288,0,11.9139,11.1769,10.657,8.0659,9.3647
Dinapigue,256.37,159.3,9.0933,10.6615,2.506,10.2567,0,8.4937,7.7732,7.8148,6.8774,10.3093
Dinas,816.74,507.5,-,-,4.9686,4.9258,0,9.9433,10.2026,8.9018,6.1218,7.7642
Dingalan,100.11,62.21,-,10.7608,7.8492,9.9818,0,10.6203,11.2391,9.5324,9.3657,8.425
Dingle,437.98,272.15,-,6.7646,11.1807,8.8919,0,11.8328,11.9606,10.5114,7.6628,8.2311
Dingras,391.67,243.37,-,-,7.0704,9.5278,0,9.2507,9.1963,8.8977,7.9564,9.5912
Dipaculao,168.77,104.87,-,13.9368,8.5575,5.2002,0,10.8502,10.8037,9.2872,8.5775,7.4802
Diplahan,796.68,495.03,-,-,2.6166,0.4147,0,3.59,2.7649,9.1788,7.9546,4.8825
Dipolog,717.15,445.61,15.5929,17.9676,14.0811,10.7888,12.7595,11.6364,11.1771,9.9248,9.252,9.2237
Ditsaan-Ramain,819.42,509.16,-,-,-,-,-,-,-,8.9547,6.1976,1.3183
Divilacan,337.02,209.41,-,-,9.6188,11.3523,0,7.5057,8.9539,9.0784,6.935,9.9564
Dolores (AA),340.14,211.35,-,6.4494,6.7391,7.0733,0,9.2,9.5314,10.1589,6.5658,8.662
Dolores (ES),564.24,350.6,-,-,8.0452,4.8715,0,10.7354,10.1919,6.2847,7.139,7.0005
Dolores (QN),78.83,48.98,-,11.4119,7.6718,9.0276,0,8.9202,10.8691,8.6522,9.221,8.1218
Don Carlos,883.71,549.11,14.7255,13.4319,8.2187,11.166,0,10.5881,10.0944,8.7643,6.3186,9.635
Don Marcelino,1069.56,664.59,-,7.55,3.6126,7.1536,0,11.265,10.7888,9.5869,8.3572,7.0765
Don Victoriano Chiongbian,756.97,470.36,-,12.0666,5.0516,10.0512,0,8.6033,8.4359,8.0557,4.9951,5.2428
Dona Remedios Trinidad,44.28,27.51,16.9175,15.131,1.6483,6.0886,0,-,9.1297,8.6712,6.556,8.9444
Donsol,338.8,210.52,12.9836,11.7961,9.0113,3.2354,0,12.0296,9.8015,8.5292,7.4728,6.61
Duenas,430.05,267.22,-,10.5024,6.4307,7.6817,0,-,11.3481,8.6271,8.4094,7.638
Duero,657.67,408.66,-,6.2106,7.037,10.3722,0,11.3385,10.3233,8.4941,7.965,5.9775
Dulag,596.9,370.9,-,0.1667,6.6575,4.8172,0,10.6902,10.8619,8.9199,8.1176,6.5029
Dumaguete,639.71,397.49,9.2652,15.1693,13.6553,10.8199,14.0962,12.1963,12.4836,8.1588,10.7053,7.6793
Dumalag,405.99,252.27,-,-,-,7.233,0,10.2972,11.7089,9.1766,8.6049,2.6093
Dumalinao,774.49,481.24,-,-,11.0156,6.9056,0,11.4558,9.8177,8.246,8.5078,9.0307
Dumalneg,438.45,272.44,-,-,13.7051,8.1035,0,6.7057,9.8526,10.1691,7.4079,8.54
Dumangas,457.65,284.37,14.9716,14.0542,9.5957,7.5984,0,10.6436,10.8008,9.5653,6.9121,9.5399
Dumanjug,569.68,353.99,-,3.2184,6.0599,6.7636,0,12.9523,9.4839,7.3019,4.8569,5.709
Dumaran,469.79,291.92,-,-,-,-,0,6.0016,7.8759,7.3701,7.3176,6.8055
Dumarao,418.22,259.87,10.4206,10.0825,1.8744,8.4933,0,10.5875,10.4001,8.7212,6.2709,8.9395
Dumingag,759.95,472.21,-,11.5957,8.7804,9.8687,0,9.8312,10.1521,8.0056,9.8805,8.6981
Dupax Del Norte,192.07,119.34,-,-,7.1449,6.2228,0,7.9369,8.676,9.2035,8.0544,8.0967
Dupax Del Sur,192.57,119.66,-,12.7677,6.3291,8.2221,0,10.1155,9.9237,8.5382,4.635,8.3122
E. B. Magalona,465.63,289.33,-,7.5653,5.0084,0.1027,0,9.515,9.4427,9.0558,7.9023,9.3872
Echague,247.72,153.93,9.5312,17.0479,10.9833,11.8377,0,11.1096,9.5514,9.8756,7.5849,7.9604
El Nido,415.69,258.3,9.0338,13.3002,10.5931,10.2077,0,8.3296,9.0279,9.2902,7.2022,9.7925
El Salvador,773.16,480.42,16.4835,18.9343,13.5924,10.3603,12.7136,9.4482,9.7713,9.2348,8.9844,8.9663
Enrile,340.07,211.31,-,6.9854,9.8426,9.5695,0,7.6852,10.118,8.7577,6.7846,6.9944
Enrique Villanueva,657.84,408.76,-,5.261,8.1394,9.1493,0,9.5572,8.3396,9.123,7.7994,8.1115
Escalante,498.08,309.49,-,6.6684,8.9151,7.365,10.4161,9.4941,9.5299,8.5027,7.6271,7.4225
Esperanza (AS),831.26,516.52,15.3646,14.5269,8.6523,8.8381,0,9.7498,9.553,9.0265,7.2449,8.9921
Esperanza (MS),459.38,285.44,-,-,2.3694,0.093,0,0.7768,6.1366,8.6306,4.1849,5.7239
Esperanza (SK),957,594.65,17.7812,16.8379,11.9109,11.1322,0,11.1943,10.9298,9.5912,7.6298,9.8642
Estancia,420.31,261.17,-,1.2283,9.2708,9.8698,0,10.3558,10.0012,8.4806,7.7205,5.8746
