PROVINCE / LGU,Distance (km),Distance (mi),2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Bustos,41.53,25.81,-,-,-,12.6373,0,12.9223,16.7433,13.1368,11.5079,11.3947
Busuanga,294.7,183.12,-,-,-,0,0,0.0208,15.1468,13.5305,11.3919,11.3723
Butig,839.76,521.8,-,-,-,-,-,-,-,11.1911,9.8513,11.3886
Butuan,799.02,496.49,-,-,-,16.2401,18.0781,15.5754,16.8643,12.4966,10.6007,11.7349
Buug,795.31,494.18,-,-,-,4.466,0,13.1113,14.1722,13.4398,10.9269,11.5836
Caba,216.35,134.43,-,-,-,12.7489,0,16.9161,17.0107,13.6938,11.6804,11.6859
Cabadbaran,783.71,486.97,-,-,-,16.1313,16.9594,17.2118,16.6134,12.1833,11.1404,11.2727
Cabagan,327.34,203.4,-,-,-,16.0689,0,17.0517,16.997,13.3594,11.3756,11.4354
Cabanglasan,864,536.86,-,-,-,15.1385,0,17.1986,16.866,13.4103,11.4131,10.9024
Cabarroguis,223.98,139.17,-,-,-,16.2621,0,17.0168,16.8976,13.4175,11.3348,11.3119
Cabatuan (IA),272.59,169.38,-,-,-,14.8748,0,17.7494,16.877,13.4866,9.4338,11.2661
Cabatuan (IO),444.11,275.96,-,-,-,16.0968,0,17.3113,16.6382,13.7346,11.5988,11.491
Cabiao,75.19,46.72,-,-,-,16.0318,0,15.8338,16.2887,13.3535,10.9998,11.2586
Cabucgayan,521.12,323.81,-,-,-,13.9037,0,13.11,16.5204,12.9277,11.1086,10.9192
Cabugao,361.45,224.6,-,-,-,13.4203,0,16.7362,17.0473,13.5071,11.8796,11.6398
Cabusao,249.51,155.04,-,-,-,14.9532,0,15.6308,15.9073,12.6366,10.8798,10.7645
Cadiz,476.8,296.27,-,-,-,13.4365,17.1646,17.0106,16.672,11.7072,10.2658,11.3697
Cagayan De Oro,789.64,490.66,-,-,-,16.9939,21.0423,19.1488,18.3028,18.008,13.7502,15.3938
Cagayancillo,554.21,344.37,-,-,-,-,-,0,9.1333,11.3502,9.6649,10.8661
Cagdianao,727.14,451.83,-,-,-,15.9042,0,15.7811,16.0239,12.9669,11.3148,10.8651
Cagwait,856.09,531.95,-,-,-,15.9631,0,16.4287,16.7921,13.4305,11.3385,11.1386
Caibiran,514.33,319.59,-,-,-,11.3103,0,3.7523,14.7214,11.7348,9.9668,8.6013
Cainta,15.73,9.78,-,-,-,18.2252,0,18.4802,18.0325,14.1275,11.9814,12.104
Cajidiocan,307.92,191.33,-,-,-,12.9232,0,14.1817,13.5175,12.4431,10.3982,9.0979
Calabanga,259.67,161.35,-,-,-,15.5554,0,16.2489,16.2186,12.7174,10.8706,11.3013
Calaca,74.81,46.48,-,-,-,16.4102,0,17.1443,17.2897,13.259,11.3136,11.1969
Calamba (LA),47.13,29.29,-,-,-,15.4346,17.0095,18.4485,18.4523,14.0486,11.7069,11.8557
Calamba (MC),731.33,454.43,-,-,-,16.7413,0,16.705,15.8089,13.4118,11.2762,11.4504
Calanasan,408.44,253.79,-,-,-,0.757,0,15.7627,16.9609,12.0496,11.3308,11.2847
Calanogas,831.45,516.64,-,-,-,-,-,-,-,13.2976,11.319,11.2904
Calapan,131.89,81.95,-,-,-,18.5618,18.5844,19.271,20.139,18.3055,15.5503,16.1418
Calape,609.3,378.6,-,-,-,16.496,0,16.8077,16.0895,12.2185,10.395,11.394
Calasiao,171.82,106.76,-,-,-,15.7904,0,16.7484,17.7161,14.2672,12.0089,11.9697
Calatagan,91.14,56.63,-,-,-,15.5182,0,16.7473,16.9792,13.3483,11.3339,11.2992
Calatrava (NO),520.93,323.69,-,-,-,7.5007,0,15.779,14.5286,11.2144,8.3074,9.6806
Calatrava (RN),249.38,154.96,-,-,-,14.9641,0,3.6064,3.0069,12.9204,10.9621,10.8002
Calauag,157.55,97.9,-,-,-,13.2889,0,14.7588,15.7206,12.1531,11.616,11.7353
Calauan,60.73,37.74,-,-,-,15.9426,0,15.624,15.8986,13.134,11.4144,11.308
Calayan,523.66,325.39,-,-,-,9.6757,0,12.9231,12.1637,11.0364,6.8227,9.0968
Calbayog,480.95,298.85,-,-,-,16.3946,16.7912,17.2061,17.031,13.4905,11.4437,11.2519
Calbiga,547.37,340.12,-,-,-,16.356,0,15.3939,17.0645,13.4664,11.0695,11.0728
Calinog,420.25,261.13,-,-,-,14.29,0,16.6766,15.6614,13.3722,10.373,11.3835
Calintaan,220.77,137.18,-,-,-,15.6677,0,16.1474,15.4255,13.4033,11.3406,11.3723
Calubian,510.96,317.49,-,-,-,14.5585,0,16.8868,16.1066,11.5077,9.8641,10.8373
Calumpit,42.9,26.65,-,-,-,15.6591,0,13.8805,15.086,11.3109,11.384,11.2116
Caluya,308.01,191.39,-,-,-,0,0,1.0201,2.0077,12.5414,10.2169,9.1762
Camalaniugan,416.22,258.63,-,-,-,16.2477,0,17.018,17.0634,13.6835,11.4598,11.4192
Camalig,328.75,204.28,-,-,-,5.9937,0,15.5951,15.5314,12.1103,11.3543,10.9567
Camaligan,258.91,160.88,-,-,-,15.4703,0,13.2747,13.2684,10.9594,10.3614,11.034
Camiling,136.82,85.01,-,-,-,11.1336,0,15.055,16.4735,13.464,11.4649,11.3671
Can-Avid,563,349.83,-,-,-,15.0443,0,15.5444,15.8106,13.6937,11.651,12.3062
Canaman,258.63,160.71,-,-,-,13.4247,0,12.7979,12.6092,12.8684,10.7838,10.8693
Candaba,58.84,36.56,-,-,-,10.2962,0,16.2578,16.746,13.2319,11.3084,11.3121
Candelaria (QN),88.02,54.7,-,-,-,16.071,0,16.8654,16.9673,13.393,11.7467,12.2548
Candelaria (ZA),160.8,99.92,-,-,-,15.433,0,16.6617,16.5483,13.3273,11.4084,11.517
Candijay,653.5,406.07,-,-,-,16.1676,0,16.9036,16.801,13.7117,11.3685,11.3851
Candon,295.6,183.68,-,-,-,16.1589,16.1155,16.9388,17.0567,14.2922,12.9856,11.7501
Candoni,558.59,347.09,-,-,-,14.7073,0,17.3765,16.4717,13.3912,11.258,10.8727
Canlaon,526.24,326.99,-,-,-,15.802,15.4906,16.2063,16.3137,11.8859,9.8089,9.1998
Cantilan,799.53,496.8,-,-,-,14.8724,0,12.9911,16.8621,9.0639,9.7358,8.7365
Caoayan,335.71,208.6,-,-,-,15.5323,0,15.8488,17.066,14.266,11.7842,12.5222
Capalonga,165.96,103.12,-,-,-,16.1476,0,15.6497,13.5557,11.8033,9.8679,10.9761
Capas,93.78,58.27,-,-,-,5.5627,0,16.0378,17.0961,13.3097,11.3901,11.3646
Capoocan,540.13,335.62,-,-,-,5.427,0,13.0273,12.8749,10.5068,8.3973,8.9728
Capul,421.06,261.64,-,-,-,12.914,0,2.0618,7.4834,8.8039,8.0694,10.5675
Caraga,1011.19,628.32,-,-,-,12.4724,0,16.1337,16.8811,13.3379,11.1042,11.3883
Caramoan,324.2,201.45,-,-,-,15.9411,0,16.6198,14.2404,12.0839,9.8628,9.9273
Caramoran,348.42,216.5,-,-,-,13.6553,0,13.4641,12.812,10.1047,8.5731,7.4737
Carasi,403.32,250.61,-,-,-,12.6668,0,15.6502,15.885,12.7096,10.6929,10.9394
Carcar,576.08,357.96,-,-,-,16.9867,16.8994,16.3069,16.1101,13.4758,10.586,11.2214
Cardona,29.6,18.39,-,-,-,15.6376,0,17.6153,16.995,14.2755,11.4419,11.4925
Carigara,543.37,337.64,-,-,-,15.4804,0,13.2707,15.7706,11.8058,9.718,10.0241
Carles,416.88,259.04,-,-,-,5.1019,0,15.6544,14.8728,11.8878,11.2884,10.0353
Carmen (AN),780.41,484.92,-,-,-,15.8591,0,15.9694,16.272,12.9781,11.3876,11.1414
Carmen (BL),635.36,394.79,-,-,-,16.26,0,16.2348,15.9575,15.1789,10.9969,11.3311
Carmen (CU),554.42,344.5,-,-,-,11.184,0,16.7483,16.361,11.568,10.158,10.5447
Carmen (DN),955.9,593.97,-,-,-,15.5068,0,17.2258,17.7509,14.2125,12.2919,12.1099
Carmen (NC),921.28,572.46,-,-,-,15.5638,0,16.9348,17.2046,13.5009,11.5089,11.4851
Carmen (SS),809.83,503.21,-,-,-,7.875,0,12.5777,15.6851,12.2546,11.5993,11.3853
Carmona,31.18,19.37,-,-,-,17.6185,0,17.4637,16.7608,13.7066,11.7516,11.623
Carranglan,153.25,95.23,-,-,-,14.5253,0,15.8747,15.3993,13.397,11.3858,11.2813
Carrascal,792.89,492.68,-,-,-,14.2303,0,13.1621,16.8628,12.8249,11.4011,9.5133
Casiguran (AU),212.07,131.78,-,-,-,15.0617,0,15.4408,15.5509,11.249,11.387,11.3912
Casiguran (SO),379.24,235.65,-,-,-,15.3239,0,1.5941,15.8738,12.8134,10.3574,10.863
Castilla,352.72,219.17,-,-,-,15.0682,0,16.0627,16.2214,13.2994,11.4282,11.472
Castillejos,90.55,56.27,-,-,-,15.0886,0,17.1132,16.4525,13.6892,11.6537,11.5816
Cataingan,435.38,270.54,-,-,-,15.024,0,2.562,16.1041,13.3917,11.5583,11.4174
Catanauan,182.21,113.22,-,-,-,15.3629,0,13.0184,17.004,12.8718,11.487,11.5466
Catarman (CM),724.38,450.11,-,-,-,16.509,0,16.5119,17.7228,14.5602,12.3843,12.4631
Catarman (NS),458.97,285.19,-,-,-,16.0144,0,16.6433,16.3517,13.0351,11.4746,11.8245
Catbalogan,525.79,326.71,-,-,-,15.4747,16.9232,16.5907,16.4223,11.3142,10.7031,11.5534
Cateel,962.86,598.29,-,-,-,12.8572,0,16.6563,16.7633,12.0113,11.3527,11.076
Catigbian,619.66,385.04,-,-,-,16.1781,0,16.8117,16.4445,13.5116,11.3997,11.4497
Catmon,541.1,336.23,-,-,-,14.8123,0,16.2809,16.3985,13.4515,10.4054,11.2978
Catubig,502.83,312.44,-,-,-,11.8125,0,7.0915,14.4907,12.5356,13.2279,11.5223
Cauayan (IA),273.85,170.16,-,-,-,16.5139,17.0243,17.3301,17.3018,13.5117,11.3249,11.4771
Cauayan (NO),538.61,334.67,-,-,-,0,0,14.6665,14.3598,11.1669,10.705,9.4994
Cavinti,68.43,42.52,-,-,-,15.3903,0,16.0847,15.5117,13.6339,11.3277,10.3755
Cavite,422.21,262.35,-,-,-,14.3906,16.4648,15.7443,15.4037,13.6046,11.2228,11.2792
Cawayan,14.68,9.12,-,-,-,0,0,14.4301,14.422,10.7606,9.5378,9.8614
Cebu,572.23,355.57,-,-,-,19.1487,19.4035,15.9176,13.1314,12.1804,9.7167,11.3253
Cervantes,268.94,167.11,-,-,-,15.8219,0,16.9307,17.0941,13.7892,11.5332,11.5205
Clarin (BL),612.2,380.4,-,-,-,15.5745,0,15.156,17.1846,12.203,10.4022,11.1698
Clarin (MC),777.38,483.04,-,-,-,16.9676,0,15.8921,16.2838,11.5664,10.8979,10.8427
Claver,760.03,472.26,-,-,-,16.4821,0,17.375,17.4086,13.8178,11.571,11.9581
Claveria (CG),446.49,277.43,-,-,-,16.4071,0,17.0996,16.5731,12.2871,11.3969,11.2559
Claveria (MO),790.04,490.91,-,-,-,16.1552,0,16.2928,16.9077,13.3057,11.3597,11.1888
Claveria (MS),311.94,193.83,-,-,-,0,0,13.3742,11.3977,12.4735,6.1345,9.802
Columbio,989.23,614.68,-,-,-,16.0396,0,16.7359,17.013,13.3912,11.3803,11.2882
Compostela (CU),566.08,351.75,-,-,-,16.951,0,16.3975,16.5346,13.6074,11.4028,10.8089
Compostela (DDO),950.49,590.6,-,-,-,-,-,-,-,-,10.9949,11.0621
Concepcion,743.51,461.99,-,-,-,15.3576,0,11.8114,15.7143,11.4682,9.1888,10.0129
Concepcion (IO),440.93,273.98,-,-,-,15.7521,0,16.1762,18.2725,13.9185,11.5113,11.563
Concepcion (RN),203.23,126.28,-,-,-,-,0,0,1.125,10.8241,10.2439,1.0071
Concepcion (TC),88.21,54.81,-,-,-,13.106,0,16.9489,17.1368,11.9094,11.3992,11.327
Conner,359.3,223.26,-,-,-,15.5669,0,13.7097,14.8959,13.3832,10.3821,10.885
Consolacion,569.07,353.6,-,-,-,16.145,0,17.1504,17.3665,13.6233,11.5633,11.0183
Corcuera,229.05,142.32,-,-,-,-,0,0,1.125,12.9772,11.2947,11.3137
Cordon,238.13,147.97,-,-,-,15.9723,0,16.1386,15.9907,13.5076,11.4012,10.8556
Cordova,579.9,360.33,-,-,-,16.4909,0,16.8924,17.0595,13.7705,11.5957,10.4067
Corella,631.7,392.52,-,-,-,16.345,0,15.5108,16.498,13.5004,11.5027,11.4407
Coron,299.29,185.97,-,-,-,0,0,16.4815,13.7862,12.6,11.3759,11.3731
Cortes (BL),626.82,389.49,-,-,-,16.1749,0,16.1739,9.2256,8.7823,8.7062,10.0622
Cortes (SS),819.25,509.06,-,-,-,14.0771,0,14.069,15.3071,12.6111,10.9848,10.9183
Cotabato,893.19,555,-,-,-,16.7401,17.1116,17.4434,17.6205,13.9656,11.5896,11.5808
Cuartero,404.46,251.32,-,-,-,15.4544,0,17.0201,16.8546,12.1795,10.8225,10.8205
Cuenca,76.39,47.46,-,-,-,12.8035,0,14.431,14.3995,12.1578,10.8223,11.1884
Culaba,504.7,313.6,-,-,-,15.1607,0,14.6312,15.1863,10.2824,8.1718,8.4651
Culasi,370.02,229.92,-,-,-,5.0333,0,15.915,16.4351,13.1756,10.8852,10.8848
Culion,323.5,201.02,-,-,-,0,0,0.0417,15.9274,13.4325,11.3883,11.4188
Currimao,385.82,239.74,-,-,-,14.5327,0,16.8631,16.8968,13.5065,10.4008,11.4205
Cuyapo,137.09,85.19,-,-,-,0.2892,0,16.7211,16.9329,13.1503,11.2245,11.3655
Cuyo,416.97,259.1,-,-,-,-,0,5.6541,6.0425,12.0179,10.9416,10.8588
Daan Bantayan,497.59,309.19,-,-,-,15.5536,0,16.8163,-,12.192,10.3442,11.3507
Daet,218.9,136.02,-,-,-,12.8966,0,14.7693,14.5819,11.8145,9.5502,10.2126
Dagami,574.06,356.71,-,-,-,13.1732,0,15.2004,14.3716,7.7798,7.8771,10.057
Dagohoy,633.55,393.67,-,-,-,13.0278,0,16.2769,16.0949,12.7873,10.9302,10.538
Daguioman,319.91,198.79,-,-,-,12.8623,0,15.8107,16.4572,12.7286,10.192,9.7431
Dagupan,176.4,109.61,-,-,-,16.2876,16.9251,17.5938,17.0828,14.2655,12.2076,11.8305
Dalaguete,603.89,375.24,-,-,-,16.4795,0,16.7198,16.7806,13.3656,11.3166,10.929
Damulog,899.36,558.84,-,-,-,15.5443,0,16.9774,16.9501,13.5332,11.3495,11.3079
Danao (BL),625.7,388.79,-,-,-,16.147,0,16.7282,14.3101,11.8124,10.04,10.8937
Danao (CU),560.68,348.39,-,-,-,13.4176,16.1318,16.6475,16.4599,12.2594,11.3586,10.273
Dangcagan,890.99,553.64,-,-,-,16.4231,0,16.9387,16.7923,12.2021,11.3851,11.3209
Danglas,351.41,218.36,-,-,-,15.3768,0,15.6692,16.1617,12.9302,11.0199,10.7976
Dao,400.02,248.56,-,-,-,15.4844,0,16.3385,15.7536,11.5109,9.7911,10.743
Dapa,769.55,478.18,-,-,-,11.4628,0,15.4238,13.9773,11.8717,10.9243,10.4171
Dapitan,710.94,441.76,-,-,-,13.5039,16.2315,15.858,16.5553,13.4395,11.0466,10.8017
Daraga,338.74,210.48,-,-,-,10.5103,0,16.7803,17.004,14.0619,11.4355,10.347
Daram,520.35,323.33,-,-,-,15.717,0,16.7193,15.895,13.7632,10.423,10.6197
Dasmarinas,28.76,17.87,-,-,-,17.7147,17.3063,18.2757,17.8288,14.2077,11.7065,11.5929
Dasol,195.83,121.68,-,-,-,15.6647,0,17.2796,17.1634,13.5215,11.5656,11.6344
Datu Abdullah Sangki,949.38,589.92,-,-,-,-,-,-,-,13.8193,11.5353,11.6129
Datu Anggal Midtimbang,919.05,571.07,-,-,-,-,-,-,-,12.7111,10.8904,11.5967
Datu Blah Sinsuat,910.93,566.02,-,-,-,-,-,-,-,7.8777,10.5005,11.0668
Datu Hoffer Ampatuan,937.34,582.44,-,-,-,-,-,-,-,10.8755,8.0767,8.7321
Datu Odin Sinsuat,916.16,569.28,-,-,-,-,-,-,-,12.1645,11.4436,11.4118
Datu Paglas,966.87,600.78,-,-,-,-,-,-,-,13.5005,11.3862,11.3687
Datu Piang,924.21,574.27,-,-,-,-,-,-,-,10.4553,10.4229,11.3657
Datu Salibo,928.62,577.02,-,-,-,-,-,-,-,11.5556,10.5525,11.0439
Datu Saudi-Ampatuan,930.02,577.89,-,-,-,-,-,-,-,12.7771,11.3324,11.3871
Datu Unsay,932.92,579.69,-,-,-,-,-,-,-,7.769,9.5056,7.9223
Dauin,649.18,403.38,-,-,-,15.6267,0,15.8466,14.9981,12.2946,10.8556,11.2665
Davao,977.46,607.37,-,-,-,20.6343,20.9358,18.9467,18.92,15.3406,13.4685,13.2551
Del Carmen,754.81,469.02,-,-,-,10.8603,0,14.9622,17.231,13.7106,12.6445,11.8839
Del Gallego,189.48,117.74,-,-,-,15.0538,0,14.7426,13.3614,13.2579,8.9545,9.1913
Delfin Albano,314.71,195.55,-,-,-,14.3809,0,16.5705,16.459,13.301,11.1409,11.3558
Diadi,234.89,145.95,-,-,-,12.6846,0,14.8448,15.5424,12.1328,11.1681,11.5036
Diffun,230.71,143.35,-,-,-,16.1555,0,16.8246,16.7584,13.338,11.3571,11.2654
Digos,993.52,617.35,-,-,-,16.154,16.8973,15.8653,16.2795,14.2137,12.1403,12.0176
Dilasag,241.04,149.78,-,-,-,0.2046,0,15.5717,16.2613,12.6716,9.7504,10.2747
Dimasalang,409.74,254.6,-,-,-,15.5883,0,1.6746,2.1888,11.529,9.6538,9.9985
Dimataling,811.56,504.28,-,-,-,15.501,0,16.814,17.2298,14.1475,10.9363,10.7986
Dimiao,652.77,405.61,-,-,-,13.3687,0,15.2097,15.7783,13.2773,11.205,11.1963
Dinagat,718.21,446.28,-,-,-,16.1043,0,15.8846,15.1273,13.7993,10.1666,10.7115
Dinalungan,202.93,126.09,-,-,-,11.6239,0,16.5522,16.6466,13.3807,11.1336,11.3583
Dinalupihan,63.38,39.38,-,-,-,16.2674,0,16.6892,16.8509,13.3998,11.3305,11.303
Dinapigue,256.37,159.3,-,-,-,15.4043,0,15.1133,16.2476,13.151,11.663,11.2778
Dinas,816.74,507.5,-,-,-,8.6445,0,15.0285,17.1904,13.7044,11.4393,11.352
Dingalan,100.11,62.21,-,-,-,15.6721,0,17.1722,17.0877,13.6765,11.4454,11.5819
Dingle,437.98,272.15,-,-,-,15.5993,0,16.3686,16.164,12.2533,11.3831,11.3625
Dingras,391.67,243.37,-,-,-,12.8442,0,16.6871,16.9646,13.3529,11.5845,11.9387
Dipaculao,168.77,104.87,-,-,-,16.0015,0,17.3133,17.1821,13.9776,11.4438,11.2224
Diplahan,796.68,495.03,-,-,-,0.0154,0,0.0417,0.0463,13.5993,11.4016,10.5096
Dipolog,717.15,445.61,-,-,-,15.9817,16.9004,15.0723,17.0809,13.4085,11.197,11.2618
Ditsaan-Ramain,819.42,509.16,-,-,-,-,-,-,-,12.658,9.9173,6.9247
Divilacan,337.02,209.41,-,-,-,15.5815,0,16.0684,16.4201,11.9417,11.3517,11.3241
Dolores (AA),340.14,211.35,-,-,-,15.6485,0,14.5629,16.2695,12.9464,11.0501,11.0622
Dolores (ES),564.24,350.6,-,-,-,9.2932,0,15.4428,15.9878,11.4027,9.6578,11.2721
Dolores (QN),78.83,48.98,-,-,-,16.1368,0,16.588,16.8065,13.3251,11.2205,11.8393
Don Carlos,883.71,549.11,-,-,-,15.688,0,16.8987,17.1635,13.3559,11.2106,11.2895
Don Marcelino,1069.56,664.59,-,-,-,16.0015,0,16.896,16.5725,12.7404,10.8601,11.287
Don Victoriano Chiongbian,756.97,470.36,-,-,-,14.9526,0,15.8574,16.4063,13.1574,10.7428,10.6769
Dona Remedios Trinidad,44.28,27.51,-,-,-,15.5839,0,-,16.349,11.4094,11.3259,11.3113
Donsol,338.8,210.52,-,-,-,0,0,17.0578,14.1345,13.1247,10.895,11.3767
Duenas,430.05,267.22,-,-,-,15.2303,0,-,15.9244,13.5211,11.2997,11.4269
Duero,657.67,408.66,-,-,-,16.1762,0,16.9806,16.8171,12.292,10.2491,11.3743
Dulag,596.9,370.9,-,-,-,14.7321,0,15.3261,14.4331,11.7666,10.1982,9.9369
Dumaguete,639.71,397.49,-,-,-,14.6345,16.3587,16.4393,15.9514,10.7117,9.555,11.1217
Dumalag,405.99,252.27,-,-,-,15.5854,0,16.7651,16.807,13.427,11.4562,11.2939
Dumalinao,774.49,481.24,-,-,-,15.1018,0,14.4228,15.7352,12.6422,10.361,11.4569
Dumalneg,438.45,272.44,-,-,-,14.973,0,15.6933,16.0376,13.3043,11.2845,11.0939
Dumangas,457.65,284.37,-,-,-,15.6881,0,17.2774,17.3355,13.7696,11.6693,11.581
Dumanjug,569.68,353.99,-,-,-,16.3403,0,16.5945,15.9974,12.096,10.4435,10.4377
Dumaran,469.79,291.92,-,-,-,-,0,4.8167,15.031,12.98,10.9588,10.6503
Dumarao,418.22,259.87,-,-,-,15.756,0,16.6721,16.8322,13.241,11.4436,11.4366
Dumingag,759.95,472.21,-,-,-,5.1033,0,14.2863,15.9829,12.8426,10.0184,10.8423
Dupax Del Norte,192.07,119.34,-,-,-,15.7388,0,16.3926,16.3586,13.483,11.4052,11.3592
Dupax Del Sur,192.57,119.66,-,-,-,15.9491,0,16.5283,16.7586,13.3054,10.2036,11.1591
E. B. Magalona,465.63,289.33,-,-,-,0,0,15.6603,15.4355,12.8505,10.8471,9.8534
Echague,247.72,153.93,-,-,-,16.2424,0,16.7873,17.0596,14.3394,11.2904,10.8722
El Nido,415.69,258.3,-,-,-,16.1398,0,12.5916,15.7926,13.8547,11.52,11.4779
El Salvador,773.16,480.42,-,-,-,14.545,16.8812,16.2697,16.9512,13.5772,11.3319,11.372
Enrile,340.07,211.31,-,-,-,14.4375,0,15.0392,15.9707,10.3656,9.8282,10.5651
Enrique Villanueva,657.84,408.76,-,-,-,15.8723,0,16.7043,17.2001,13.8252,11.6932,11.4794
Escalante,498.08,309.49,-,-,-,7.598,16.7104,15.8695,16.2739,10.2039,10.121,10.6501
Esperanza (AS),831.26,516.52,-,-,-,15.5255,0,16.5504,16.9474,13.2849,11.2799,11.2734
Esperanza (MS),459.38,285.44,-,-,-,0,0,0.0551,10.7482,9.7989,6.8948,7.4707
Esperanza (SK),957,594.65,-,-,-,16.122,0,16.7154,16.9155,13.0404,11.1727,11.4015
Estancia,420.31,261.17,-,-,-,15.7753,0,15.7222,16.005,13.3056,10.7886,10.5884
Famy,53.64,33.33,-,-,-,13.8332,0,12.0283,14.8524,12.8347,11.2048,11.4707
Ferrol,269.37,167.38,-,-,-,-,0,7.0686,13.8873,12.9245,8.8398,8.356
Flora,405.68,252.08,-,-,-,14.4322,0,15.2656,16.3777,12.2143,9.3446,11.2481
Floridablanca,64.94,40.35,-,-,-,16.0648,0,13.8511,16.9553,13.3187,11.3352,11.3395
Gabaldon,107.37,66.72,-,-,-,15.5314,0,16.4949,16.7072,13.446,10.7835,11.0957
Gainza,257.18,159.8,-,-,-,14.8851,0,13.1596,14.103,8.4798,8.6105,10.5208
Galimuyod,294.25,182.84,-,-,-,13.3133,0,16.7849,16.3923,13.7848,11.3622,11.471
Gamay,527.31,327.66,-,-,-,14.9026,0,16.1718,15.4418,11.5414,9.8469,10.2958
Gamu,289.42,179.84,-,-,-,12.9359,0,15.7867,16.3907,12.2366,11.3815,11.3629
Ganassi,827.86,514.41,-,-,-,-,-,-,-,12.2911,8.9313,3.0385
Gandara,503.93,313.13,-,-,-,14.2094,0,16.4482,16.7358,13.1542,10.8082,11.2367
Gapan,81.06,50.37,-,-,-,15.9922,18.3987,16.5509,17.0071,13.6528,11.4382,11.4139
Garchitorena,303.87,188.81,-,-,-,12.4688,0,1.0523,0.8398,8.0531,7.7718,7.4852
Garcia-Hernandez,659.78,409.97,-,-,-,15.3731,0,16.1672,15.2933,13.382,11.3887,11.4133
Gasan,168.63,104.78,-,-,-,16.7091,0,17.006,16.5689,13.3422,11.4083,11.3047
Gattaran,393.77,244.68,-,-,-,16.2039,0,16.66,16.8243,12.9943,10.1479,11.2633
Gen S.K Pendatun,949.22,589.82,-,-,-,-,-,-,-,12.3212,11.5171,11.4226
Gen. Emilio Aguinaldo,48.02,29.84,-,-,-,13.0631,0,16.5154,17.0148,13.1705,11.4074,11.4902
Gen. Mariano Alvarez,32.28,20.06,-,-,-,14.7301,0,15.1696,16.1205,12.222,10.4933,11.4094
General Luna (QN),776.46,482.47,-,-,-,10.9738,0,16.158,16.8626,12.9456,11.448,11.4825
General Luna (SN),163.48,101.58,-,-,-,12.0784,0,6.0858,-,13.2896,10.2627,11.5816
General Macarthur,618.22,384.15,-,-,-,14.4145,0,14.7488,16.1106,0,2.0316,8.8742
General Mamerto Natividad,113.77,70.7,-,-,-,15.8135,0,16.6038,14.9991,10.849,11.3619,11.4083
General Nakar,73.83,45.87,-,-,-,16.0134,0,16.6813,16.983,13.4383,11.4427,11.3971
General Santos,1047.46,650.86,-,-,-,17.5279,17.9505,16.392,17.0785,14.114,12.1921,11.935
General Tinio,85.55,53.16,-,-,-,15.9955,0,15.7526,17.4139,13.275,11.3273,11.3033
General Trias,28.06,17.43,-,-,-,17.9858,17.2594,17.8396,17.687,13.6507,11.4952,11.7073
Gerona,120.83,75.08,-,-,-,15.701,0,16.3464,17.1163,13.863,11.6905,11.3693
Getafe,601.75,373.91,-,-,-,16.6826,0,16.3719,16.1136,12.7589,10.8486,10.8438
Gigaquit,756.59,470.12,-,-,-,15.4306,0,16.2527,16.1674,13.4636,11.3894,11.414
Gigmoto,378.89,235.43,-,-,-,-,-,14.7176,15.6563,11.3929,9.7354,10.0089
Ginatilan,612.55,380.62,-,-,-,15.6863,0,17.0606,17.4418,14.2805,11.9199,11.711
Gingoog,782.18,486.03,-,-,-,16.4877,16.9751,16.4403,17.0936,14.1358,11.6312,11.7541
Giporlos,619.18,384.74,-,-,-,9.0461,0,13.1686,14.8841,11.9105,9.4304,8.8824
Gitagum,763.33,474.31,-,-,-,11.7897,0,16.4055,16.9021,13.1794,11.7993,11.4951
Glan,1078.27,670.01,-,-,-,16.2059,0,17.2216,17.4197,13.7023,11.4741,11.6562
Gloria,186.95,116.16,-,-,-,12.079,0,14.982,17.5779,12.91,10.8206,11.0874
Goa,288.12,179.03,-,-,-,13.0809,0,16.0365,16.3719,13.2887,11.7727,11.9037
Godod,759.49,471.93,-,-,-,9.3996,0,16.0851,15.8102,12.7732,10.5851,9.9554
Gonzaga,423.47,263.13,-,-,-,16.0225,0,16.7393,16.9226,13.3682,11.4036,11.4174
Governor Generoso,1042.58,647.83,-,-,-,15.5775,0,15.8428,16.8726,13.4534,11.4614,10.9111
Gregorio Del Pilar,285.9,177.65,-,-,-,14.2124,0,15.0765,16.7578,13.3139,11.0241,11.8294
Guagua,56.3,34.99,-,-,-,16.1788,0,16.687,17.1174,13.4154,11.4294,11.4945
Gubat,386.93,240.43,-,-,-,7.778,0,1.8609,15.3139,12.7114,10.8456,10.6954
Guiguinto (BU),28.12,17.47,-,-,-,16.7942,0,16.7149,17.2085,13.4935,11.5313,11.4337
Guihulngan,555.41,345.12,-,-,-,15.4534,16.2335,16.1998,16.5482,12.162,10.572,11.3062
Guimba,122.23,75.95,-,-,-,16.3882,0,16.9637,17.183,13.3535,11.3873,11.2737
Guimbal,459.68,285.63,-,-,-,16.16,0,14.9171,15.9825,12.859,11.4659,11.536
Guinayangan,162.56,101.01,-,-,-,16.6564,0,16.7675,17.7922,13.9941,11.5848,12.6247
Guindulman,657.94,408.83,-,-,-,16.1467,0,16.8414,14.4063,12.8922,9.9769,9.176
Guindulungan,925.87,575.31,-,-,-,-,-,-,-,12.8497,11.4783,11.5351
