PROVINCE / LGU,Distance (km),Distance (mi),2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Buenavista (ME),182.35,113.31,7.4691,7.9302,7.5308,5.6718,0,4.8498,5.271,4.0788,4.9122,3.3665
Bugallon,172.85,107.4,-,6.1605,6.0152,4.6113,0,3.0525,4.0702,4.4016,4.083,2.7884
Bugasong,410.58,255.12,-,7.0813,4.3696,2.3443,0,4.6078,6.3936,5.0548,5.4052,3.5069
Buguey,418.04,259.76,6.4687,8.8647,5.9396,5.0789,0,5.5762,6.0136,4.7204,5.3121,4.0376
Buguias,238.14,147.98,-,10.5923,9.267,5.8252,0,7.2637,8.2363,7.1184,6.0775,5.1284
Buhi,302.56,188,4.5627,6.5842,7.7105,4.1354,0,2.9938,3.7654,2.5659,4.2115,2.2343
Bula,277.59,172.49,4.4662,8.3509,7.7281,4.4883,0,2.7718,3.675,2.8045,4.017,3.3164
Bulakan,961.85,597.66,5.8763,6.4037,8.0173,2.9977,0,3.6506,4.1941,5.0276,4.1745,3.3883
Bulalacao,253.74,157.67,-,7.8442,6.5469,3.522,0,4.484,3.3688,3.4818,4.7329,2.8664
Bulan,961.85,597.66,6.1365,6.8452,11.347,7.0234,0,3.61,3.4565,4.0864,2.9055,3.3977
Buldon,879.44,546.46,-,-,-,-,-,-,-,2.9998,3.3625,3.0764
Buluan,970.38,602.97,-,-,-,-,-,-,-,4.3723,4.3498,3.6642
Bulusan,397.47,246.98,3.4343,3.2804,6.1496,4.2662,0,4.1855,4.67,4.0309,2.6064,4.2022
Bunawan,901.37,560.08,7.2146,6.056,5.3395,4.1521,0,3.806,4.597,4.7637,3.9957,2.8531
Burauen,584.28,363.06,7.0391,3.7464,6.1263,4.6203,0,3.6436,3.8709,4.8201,3.7053,2.8642
Burdeos,110.12,68.42,-,-,5.2471,2.7268,0,3.4809,5.0702,3.7729,4.1911,2.9709
Burgos (IA),284.86,177,-,8.2119,5.5905,3.1259,0,4.1695,5.1046,2.8061,4.3203,3.2727
Burgos (IN),76.1,47.28,-,7.9685,6.6733,2.165,0,3.9213,5.7377,5.6046,4.394,4.6473
Burgos (IS),305.97,190.12,-,5.7706,5.5512,4.8,0,4.5973,5.3649,4.6579,4.2778,2.6907
Burgos (LU),221.07,137.37,-,-,5.6311,3.5612,0,3.9137,4.8982,4.5336,3.4374,3.7365
Burgos (PS),201.92,125.47,-,-,5.0112,3.8703,0,3.8646,5.7409,5.0655,5.4017,3.6886
Burgos (SN),103.53,64.33,-,5.6084,4.6038,2.2398,0,3.4824,4.0559,5.0425,3.3046,3.0901
Buruanga,320.15,198.93,-,6.5613,5.3189,3.8872,0,3.8853,4.9596,4.4479,4.0009,3.4479
Bustos,41.53,25.81,-,5.0171,7.1121,3.3631,0,4.5599,4.5753,5.1533,4.2716,3.3502
Busuanga,294.7,183.12,-,7.4448,7.4029,3.059,0,3.4263,4.7709,5.9518,5.807,3.6265
Butig,839.76,521.8,-,-,-,-,-,-,-,3.8674,2.942,3.149
Butuan,799.02,496.49,11.6752,11.0423,7.6561,4.9564,4.24,5.8272,6.5245,5.9144,4.1416,3.9046
Buug,795.31,494.18,5.8982,9.7784,6.1434,2.6083,0,3.3235,6.8465,6.8068,5.4071,5.061
Caba,216.35,134.43,-,-,5.0517,3.0114,0,4.5743,5.7553,4.8346,4.9716,4.0948
Cabadbaran,783.71,486.97,8.4027,8.2483,7.8896,4.5014,4.1261,4.5451,5.8949,4.9849,3.7259,3.241
Cabagan,327.34,203.4,5.5216,9.31,6.8484,3.8714,0,3.731,4.0689,2.8577,4.0064,3.2982
Cabanglasan,864,536.86,-,7.4064,7.365,4.6489,0,4.5898,6.054,6.0915,4.8529,4.5904
Cabarroguis,223.98,139.17,-,9.3751,9.6172,5.7202,0,6.6804,7.9568,6.3066,6.1011,4.4472
Cabatuan (IA),272.59,169.38,-,11.7742,9.4232,4.8357,0,6.4111,7.337,5.1837,6.396,4.9703
Cabatuan (IO),444.11,275.96,-,6.6233,5.6525,4.3944,0,4.4489,5.1091,5.0185,4.442,3.9493
Cabiao,75.19,46.72,8.2913,6.9462,8.4466,4.693,0,4.8505,4.049,3.7078,4.486,3.5821
Cabucgayan,521.12,323.81,-,-,5.8869,3.8641,0,4.4871,6.5907,5.9926,4.9576,4.3815
Cabugao,361.45,224.6,1.4048,6.6374,7.535,4.8914,0,4.5833,4.4499,4.7586,4.1285,2.6563
Cabusao,249.51,155.04,-,-,5.545,3.0711,0,3.5631,4.0246,3.3576,2.3899,2.9004
Cadiz,476.8,296.27,6.6759,7.3731,6.9368,3.7795,5.5339,3.634,4.7138,4.0553,2.7885,2.715
Cagayan De Oro,789.64,490.66,12.7282,8.893,10.3205,6.1882,6.333,6.0838,6.5619,6.812,5.949,4.8493
Cagayancillo,554.21,344.37,-,-,-,-,-,1.7706,2.6347,4.0328,2.843,1.2833
Cagdianao,727.14,451.83,-,8.7661,6.895,4.1838,0,4.0609,4.9866,5.0442,4.9716,3.8173
Cagwait,856.09,531.95,-,7.2875,8.1196,4.306,0,5.3003,6.7545,6.1153,5.2199,3.9772
Caibiran,514.33,319.59,-,-,8.3273,4.1503,0,3.3803,6.1967,6.5854,4.3193,3.8373
Cainta,15.73,9.78,9.0859,12.7841,13.8295,9.9738,0,8.1587,10.5776,12.8121,9.7713,10.416
Cajidiocan,307.92,191.33,5.1195,7.5803,6.564,4.0224,0,5.5395,4.7126,4.963,5.3985,4.2155
Calabanga,259.67,161.35,3.4302,3.5641,5.4231,3.7139,0,2.7918,3.5418,2.9709,3.8859,2.49
Calaca,74.81,46.48,6.3638,6.7976,6.7107,5.2532,0,4.356,4.4729,5.6663,4.6687,2.4625
Calamba (LA),47.13,29.29,11.2983,9.9553,10.0095,8.2255,10.0266,10.6682,12.1707,9.3722,8.3751,7.8229
Calamba (MC),731.33,454.43,-,12.502,10.9236,6.0137,0,6.9741,7.7273,7.8261,5.5467,4.3259
Calanasan,408.44,253.79,5.3092,5.8077,6.7115,3.8396,0,3.322,3.026,3.8753,3.927,2.0509
Calanogas,831.45,516.64,-,-,-,-,-,-,-,3.5602,2.8579,2.2228
Calapan,131.89,81.95,9.8134,9.5739,10.242,6.543,7.3047,6.5619,7.2334,6.5093,5.2523,4.2738
Calape,609.3,378.6,-,9.4953,9.2897,4.9962,0,5.227,6.9148,6.7394,5.6992,4.3833
Calasiao,171.82,106.76,5.4408,8.5648,8.5525,5.7069,0,3.8661,5.2242,5.6498,4.8706,3.8729
Calatagan,91.14,56.63,-,3.9262,5.9509,4.0551,0,3.4868,3.812,3.9648,3.7837,3.1024
Calatrava (NO),520.93,323.69,-,4.6389,4.487,3.3502,0,3.0688,3.1306,3.8022,3.5623,2.0076
Calatrava (RN),249.38,154.96,3.508,7.2175,6.4112,3.7332,0,4.5784,2.9635,4.5338,2.9791,4.2614
Calauag,157.55,97.9,7.8301,6.9579,7.9938,4.3682,0,3.1262,4.2288,3.9048,4.373,3.3795
Calauan,60.73,37.74,-,6.8003,7.8063,4.7068,0,3.8608,4.3852,4.3005,3.688,3.5054
Calayan,523.66,325.39,-,-,4.5655,3.2173,0,4.47,5.8039,4.5849,5.8702,4.702
Calbayog,480.95,298.85,3.509,4.843,8.5945,5.991,5.2241,3.433,5.9452,4.2922,3.4728,2.6205
Calbiga,547.37,340.12,-,1.0664,6.849,5.4901,0,3.6837,5.7559,3.9335,4.3304,3.1076
Calinog,420.25,261.13,4.9704,6.7523,5.7444,3.9763,0,6.0789,4.6264,4.5666,4.2356,3.4669
Calintaan,220.77,137.18,4.8958,8.2024,8.12,4.6253,0,3.6509,5.8221,5.1658,5.3515,3.5538
Calubian,510.96,317.49,-,-,6.4448,4.2976,0,4.4271,5.968,5.6386,5.4044,3.6788
Calumpit,42.9,26.65,6.297,6.2815,7.168,3.5545,0,5.1718,5.0301,5.3581,4.5323,3.7716
Caluya,308.01,191.39,2.7493,3.1066,1.881,2.1247,0,2.0392,2.6397,4.577,3.1582,2.2114
Camalaniugan,416.22,258.63,-,11.0778,8.0336,4.6385,0,5.5337,6.2531,4.4271,5.9979,4.8255
Camalig,328.75,204.28,4.374,6.1454,7.1989,4.1406,0,2.5535,3.8965,2.8423,4.1128,3.2947
Camaligan,258.91,160.88,7.9267,6.816,7.5785,3.6577,0,3.6702,3.885,3.4222,3.5158,3.2561
Camiling,136.82,85.01,-,4.5695,5.2742,4.7096,0,3.4711,4.0119,4.25,4.7432,3.7539
Can-Avid,563,349.83,-,-,8.0222,4.1218,0,4.4924,5.5605,6.329,4.9601,3.551
Canaman,258.63,160.71,-,-,-,3.3627,0,3.8113,2.6964,2.9849,1.0804,3.4962
Candaba,58.84,36.56,-,6.6211,6.6326,4.573,0,4.4483,3.739,3.6847,4.0319,2.6055
Candelaria (QN),88.02,54.7,10.4096,9.8169,9.6028,5.2567,0,4.4548,5.2516,5.5016,5.4342,4.4004
Candelaria (ZA),160.8,99.92,-,-,7.0341,3.9783,0,4.5449,5.0359,4.2516,5.025,3.8494
Candijay,653.5,406.07,-,6.0262,7.6685,3.9481,0,4.4659,6.2125,5.4916,4.8107,3.1666
Candon,295.6,183.68,8.6117,10.1847,9.8313,5.2774,6.2636,6.2865,6.7206,5.9955,4.296,3.3179
Candoni,558.59,347.09,-,-,-,3.2245,0,3.9262,4.1142,3.588,4.2738,1.9043
Canlaon,526.24,326.99,5.2016,4.7005,4.9249,2.6579,4.5142,2.3828,4.6431,4.2526,4.0481,2.483
Cantilan,799.53,496.8,5.1187,5.9626,6.4896,3.8059,0,4.6371,4.4367,5.7082,4.2205,3.1772
Caoayan,335.71,208.6,-,7.8549,8.5661,3.9795,0,5.1502,5.7051,5.0374,4.8701,3.8197
Capalonga,165.96,103.12,-,3.3389,4.6276,3.8018,0,3.9162,4.9825,3.7615,4.4713,3.3766
Capas,93.78,58.27,7.9356,7.3347,6.8737,6.2245,0,4.4507,5.5819,5.188,4.9137,3.6219
Capoocan,540.13,335.62,-,0.4062,5.2576,3.5136,0,3.6251,4.704,3.933,1.2355,2.736
Capul,421.06,261.64,-,-,-,3.7513,0,3.6577,5.8385,3.7416,3.468,2.3485
Caraga,1011.19,628.32,4.4441,5.9857,3.3379,2.7156,0,2.7397,4.1781,4.4156,3.6758,2.666
Caramoan,324.2,201.45,4.4628,3.61,5.2912,4.2344,0,2.3387,2.7712,2.234,1.7283,2.4221
Caramoran,348.42,216.5,-,3.682,3.677,2.7448,0,3.8119,5.5652,2.8,4.0898,3.3122
Carasi,403.32,250.61,-,5.859,4.8129,1.271,0,2.7457,2.9142,3.3962,3.5393,2.2118
Carcar,576.08,357.96,7.599,7.5801,7.6648,3.6669,4.6542,3.8238,5.9595,4.6121,3.7647,3.0302
Cardona,29.6,18.39,-,7.819,8.2691,4.6261,0,5.8925,5.9875,4.9392,5.5863,4.316
Carigara,543.37,337.64,-,0.8063,7.2716,4.8109,0,3.6908,3.7651,5.0765,4.1289,3.2878
Carles,416.88,259.04,-,4.1365,4.6771,3.2387,0,3.6868,4.3974,4.1671,3.6998,3.2133
Carmen (AN),780.41,484.92,-,9.1774,8.3617,4.4041,0,5.0221,6.2869,5.4285,5.1249,3.6885
Carmen (BL),635.36,394.79,-,8.0662,6.9152,3.638,0,3.0694,4.8436,5.2815,4.1345,3.2976
Carmen (CU),554.42,344.5,-,-,8.8943,4.6546,0,5.4739,7.4892,7.0132,5.5261,5.2851
Carmen (DN),955.9,593.97,5.2616,6.5039,5.8349,3.9468,0,4.0688,4.7275,5.736,4.6944,4.3887
Carmen (NC),921.28,572.46,7.2783,6.753,6.8553,4.0319,0,2.9564,4.775,3.5607,3.9304,3.1789
Carmen (SS),809.83,503.21,-,3.6326,5.5775,3.3199,0,4.664,6.3911,6.4498,4.4057,3.7795
Carmona,31.18,19.37,13.1127,10.361,9.5726,7.9611,0,6.2174,7.4542,9.8337,7.2161,7.6384
Carranglan,153.25,95.23,7.6501,6.5842,6.0853,4.2773,0,4.2147,3.3476,2.9395,3.8908,2.3169
Carrascal,792.89,492.68,-,7.6769,8.0223,4.0676,0,5.7881,7.1141,6.9475,5.2678,4.7764
Casiguran (AU),212.07,131.78,-,5.0676,6.2106,3.3918,0,3.0717,2.6373,4.0154,4.0184,2.4575
Casiguran (SO),379.24,235.65,5.4885,4.9519,5.207,3.713,0,4.5654,5.1147,3.7883,3.7332,4.0843
Castilla,352.72,219.17,-,5.4949,5.4474,4.2839,0,4.5589,5.4557,4.8366,2.9687,3.985
Castillejos,90.55,56.27,-,-,6.5,4.7331,0,7.2549,8.0375,6.5818,6.8776,5.5946
Cataingan,435.38,270.54,-,3.5204,3.8121,3.2096,0,1.8505,4.2803,4.5194,2.4131,2.989
Catanauan,182.21,113.22,7.4498,7.1045,8.004,4.2886,0,3.2647,4.4261,4.0433,4.4152,3.3213
Catarman (CM),724.38,450.11,-,7.2362,6.6774,3.9177,0,4.8536,6.5177,8.2221,7.0366,6.5573
Catarman (NS),458.97,285.19,8.6814,4.674,8.0177,5.5191,0,4.085,5.6447,5.4907,4.337,3.569
Catbalogan,525.79,326.71,4.5136,3.2148,8.1744,5.3981,4.0401,3.2813,5.855,4.2478,3.3622,2.6522
Cateel,962.86,598.29,-,6.5722,4.9382,2.7551,0,2.9825,4.2949,4.4304,3.7563,2.8252
Catigbian,619.66,385.04,-,7.4218,6.0091,3.9103,0,4.7615,6.2977,7.5312,5.3542,4.2706
Catmon,541.1,336.23,-,8.9727,8.7531,3.0907,0,4.2833,5.9223,5.6528,4.294,3.6672
Catubig,502.83,312.44,-,-,6.1101,3.7764,0,3.2561,5.311,3.3087,4.444,2.9357
Cauayan (IA),273.85,170.16,7.6144,8.4234,9.7552,4.2992,6.5507,5.0119,6.3965,3.8258,3.2558,3.4556
Cauayan (NO),538.61,334.67,6.8212,6.4744,4.3793,2.7449,0,3.3732,3.383,3.1524,4.523,1.9246
Cavinti,68.43,42.52,-,8.2539,8.2921,4.441,0,4.546,5.6391,4.4485,4.8264,3.7289
Cavite,422.21,262.35,6.3786,6.1313,8.7402,4.4252,5.2051,4.3957,5.0072,3.7068,3.575,3.2379
Cawayan,14.68,9.12,-,3.5204,3.8204,1.9161,0,1.9807,3.8496,4.2932,3.9962,4.3662
Cebu,572.23,355.57,12.5864,12.8591,12.929,6.343,7.8846,5.9952,8.179,8.0049,7.0574,5.9998
Cervantes,268.94,167.11,-,6.8334,6.7302,4.7517,0,5.3333,5.9885,5.1244,4.9657,3.257
Clarin (BL),612.2,380.4,-,8.0967,7.5712,3.7066,0,3.9538,6.2302,6.2713,4.7803,5.0508
Clarin (MC),777.38,483.04,-,4.8137,8.3602,4.6932,0,4.8646,5.5142,4.5378,5.612,4.1259
Claver,760.03,472.26,9.987,9.0319,8.0971,4.3057,0,3.7716,3.8517,5.4688,4.8333,5.196
Claveria (CG),446.49,277.43,-,10.2232,9.8137,5.0433,0,5.8319,6.7162,5.379,5.2261,4.2947
Claveria (MO),790.04,490.91,7.45,6.7714,6.668,4.426,0,3.7206,3.838,5.3309,4.2851,3.1197
Claveria (MS),311.94,193.83,-,3.7355,3.7619,1.6051,0,3.3738,5.4945,4.0801,1.5573,3.0838
Columbio,989.23,614.68,6.0545,6.5017,7.45,2.7983,0,3.6359,3.2743,4.4899,3.9593,3.2476
Compostela (CU),566.08,351.75,-,11.4551,10.6662,4.9152,0,6.392,8.4046,8.2834,6.4299,4.1033
Compostela (DDO),950.49,590.6,-,-,-,-,-,-,-,-,4.5012,3.0228
Concepcion,743.51,461.99,-,-,-,2.7158,0,4.3026,3.192,3.5889,2.7679,1.9514
Concepcion (IO),440.93,273.98,-,7.4388,7.4686,4.8196,0,5.6471,7.2169,6.3676,5.0802,4.3532
Concepcion (RN),203.23,126.28,-,-,-,-,0,2.7533,2.7856,4.4274,3.7743,0.4861
Concepcion (TC),88.21,54.81,-,5.6667,7.0054,7.1848,0,4.1326,4.6994,4.1936,4.869,4.0249
Conner,359.3,223.26,-,4.0951,7.0313,3.5722,0,3.5839,3.1666,4.2917,3.8644,2.2935
Consolacion,569.07,353.6,7.1384,8.0878,7.6406,4.3179,0,4.498,5.5271,6.7528,5.1558,4.0973
Corcuera,229.05,142.32,-,-,-,-,0,2.7533,2.817,3.641,1.7738,1.2301
Cordon,238.13,147.97,-,9.7206,8.7512,4.3389,0,5.5973,6.6733,4.6983,5.5791,4.6886
Cordova,579.9,360.33,-,11.5698,8.9082,3.8513,0,5.7187,7.527,7.2675,6.2846,5.2708
Corella,631.7,392.52,-,5.9299,6.9991,3.4863,0,3.8135,5.0499,6.4716,4.8048,3.7703
Coron,299.29,185.97,-,6.5549,7.3305,3.616,0,2.8259,2.5661,5.4108,4.4904,3.9746
Cortes (BL),626.82,389.49,-,6.681,5.15,3.8128,0,4.1639,6.8466,5.8592,4.4253,4.6851
Cortes (SS),819.25,509.06,-,4.9717,6.6134,5.1667,0,4.2776,6.2092,4.9289,4.8107,3.4266
Cotabato,893.19,555,9.4054,11.015,14.1697,6.4335,7.5352,5.8028,6.9397,5.7185,4.514,4.019
Cuartero,404.46,251.32,-,7.8431,6.0415,4.7263,0,4.8443,4.5803,5.2609,4.418,3.1803
Cuenca,76.39,47.46,-,-,8.4729,5.6287,0,6.5812,7.5821,7.3547,6.2596,5.0086
Culaba,504.7,313.6,-,-,-,4.1865,0,3.5026,6.4026,5.4357,3.9701,3.1461
Culasi,370.02,229.92,3.5476,5.1906,4.3666,4.3249,0,5.4781,7.9645,5.8735,2.5807,3.6669
Culion,323.5,201.02,-,5.5658,7.6719,3.0028,0,4.4595,4.7155,5.4049,4.966,3.5499
Currimao,385.82,239.74,-,-,7.3766,4.0616,0,4.0741,4.8493,4.2696,4.3714,2.9987
Cuyapo,137.09,85.19,12.4604,8.4689,7.663,4.9007,0,4.4498,3.5598,3.3338,4.123,2.5316
Cuyo,416.97,259.1,-,-,-,-,0,3.4215,2.6005,5.0255,4.5138,3.0927
Daan Bantayan,497.59,309.19,8.2274,12.1952,6.8045,4.187,0,3.7159,-,5.4455,4.2336,3.8761
Daet,218.9,136.02,10.8731,9.8935,11.1494,6.9514,0,4.2992,5.3747,5.1578,7.6555,5.0664
Dagami,574.06,356.71,-,0.4714,6.5518,3.8317,0,4.2775,4.6693,4.8451,4.1715,3.3117
Dagohoy,633.55,393.67,-,5.5816,4.9199,2.8957,0,4.1326,7.0532,6.3415,4.808,2.7297
Daguioman,319.91,198.79,-,-,-,1.4775,0,3.4363,2.7778,3.7789,3.0484,1.2716
Dagupan,176.4,109.61,8.6561,9.6593,13.0199,7.4824,8.7237,5.5378,7.4858,6.5257,4.7442,3.8535
Dalaguete,603.89,375.24,8.0112,8.636,7.8985,3.7171,0,3.481,4.4237,5.3843,4.298,3.8253
Damulog,899.36,558.84,-,4.5838,7.194,4.2514,0,4.6559,5.969,5.8404,4.6528,4.0647
Danao (BL),625.7,388.79,-,6.1403,5.3012,3.5463,0,3.9516,5.6984,5.2874,4.4212,2.8139
Danao (CU),560.68,348.39,8.2192,8.6521,9.9973,4.1109,5.092,4.5564,6.7336,6.6347,3.8469,2.3114
Dangcagan,890.99,553.64,-,6.6487,7.5952,4.233,0,4.3735,4.8416,5.0037,4.4211,3.3229
Danglas,351.41,218.36,-,-,-,2.6695,0,4.3692,3.2176,4.4027,3.8502,2.4921
Dao,400.02,248.56,-,-,-,3.1074,0,4.7262,4.5508,4.8503,4.7438,3.0599
Dapa,769.55,478.18,-,6.8528,6.4655,3.0528,0,4.0201,5.074,6.1709,6.4438,4.2195
Dapitan,710.94,441.76,5.7597,6.3967,7.1596,2.624,3.4725,3.1699,5.5296,5.2165,2.0062,3.6364
Daraga,338.74,210.48,6.0152,4.658,6.4235,3.9725,0,3.1844,4.6937,3.7577,6.0573,4.2601
Daram,520.35,323.33,-,-,6.4587,5.0223,0,3.8456,6.043,4.3448,4.3325,3.5946
Dasmarinas,28.76,17.87,9.867,12.6158,13.878,8.4644,8.8692,10.117,12.0205,12.3205,7.7216,8.2765
Dasol,195.83,121.68,-,10.5218,10.1499,6.2993,0,5.5465,6.9362,6.0797,7.4901,5.4651
Datu Abdullah Sangki,949.38,589.92,-,-,-,-,-,-,-,4.5551,3.7881,4.0266
Datu Anggal Midtimbang,919.05,571.07,-,-,-,-,-,-,-,3.1523,3.5564,3.0985
Datu Blah Sinsuat,910.93,566.02,-,-,-,-,-,-,-,3.3817,3.4062,3.3077
Datu Hoffer Ampatuan,937.34,582.44,-,-,-,-,-,-,-,3.3928,3.4793,3.0772
Datu Odin Sinsuat,916.16,569.28,-,-,-,-,-,-,-,3.0552,4.2622,3.7789
Datu Paglas,966.87,600.78,-,-,-,-,-,-,-,5.5329,4.9754,4.0661
Datu Piang,924.21,574.27,-,-,-,-,-,-,-,3.2082,3.8586,3.1253
Datu Salibo,928.62,577.02,-,-,-,-,-,-,-,3.7386,3.5798,3.272
Datu Saudi-Ampatuan,930.02,577.89,-,-,-,-,-,-,-,3.5773,4.1552,3.338
Datu Unsay,932.92,579.69,-,-,-,-,-,-,-,3.5725,3.5858,3.0742
Dauin,649.18,403.38,-,8.0026,6.8076,4.0532,0,4.5453,6.9863,6.6433,5.3104,4.6596
Davao,977.46,607.37,12.4436,11.9798,11.8055,12.2668,9.7604,12.341,12.8814,10.5196,9.9888,8.4444
Del Carmen,754.81,469.02,-,6.669,6.4598,2.9333,0,4.0189,6.8128,7.2687,4.3444,3.5266
Del Gallego,189.48,117.74,-,-,-,2.5688,0,4.6828,3.0607,2.8669,3.6235,2.3902
Delfin Albano,314.71,195.55,-,7.8732,5.3114,3.5994,0,4.6049,5.5654,3.3612,5.2834,3.8091
Diadi,234.89,145.95,-,-,5.8571,3.6859,0,4.3955,4.9606,3.6328,4.5361,3.0876
Diffun,230.71,143.35,-,6.8675,7.3158,5.2408,0,4.7638,4.9052,4.7505,4.3233,3.0773
Digos,993.52,617.35,7.4938,7.472,7.6549,6.5981,7.7745,6.705,5.9695,6.0201,4.5379,4.6165
Dilasag,241.04,149.78,-,5.8778,6.1741,2.6157,0,4.6006,4.1129,4.5451,4.4617,2.6921
Dimasalang,409.74,254.6,-,3.8767,3.7619,3.9892,0,3.1054,4.9804,4.3518,2.543,2.8916
Dimataling,811.56,504.28,-,-,2.8841,4.0299,0,3.9296,5.9978,5.2752,4.3847,2.8455
Dimiao,652.77,405.61,-,6.2144,6.82,3.1615,0,3.9046,5.6694,5.1991,4.5461,2.9316
Dinagat,718.21,446.28,-,7.466,6.5152,3.4755,0,3.5995,3.8189,5.9923,2.9986,2.7013
Dinalungan,202.93,126.09,-,5.5988,6.0837,1.8734,0,4.0422,3.8615,3.5771,3.6417,1.9398
Dinalupihan,63.38,39.38,9.3201,9.307,8.9752,4.4315,0,5.9343,5.5005,5.0118,4.9771,3.7544
Dinapigue,256.37,159.3,3.5757,7.329,5.054,2.5835,0,3.7644,3.2386,2.1751,3.3258,2.1944
Dinas,816.74,507.5,-,-,4.9776,4.0321,0,3.3296,4.9805,4.6361,3.5006,3.3328
Dingalan,100.11,62.21,-,5.1319,6.651,2.754,0,6.0828,5.7365,5.3525,5.4305,3.7077
Dingle,437.98,272.15,-,5.8374,8.8962,6.3369,0,4.9538,6.6536,5.2947,4.8188,4.1156
Dingras,391.67,243.37,-,-,7.4325,3.2286,0,2.8089,3.6636,3.9625,4.2134,2.794
Dipaculao,168.77,104.87,-,8.0231,8.1756,4.5059,0,5.4002,5.17,5.6565,5.3423,3.6042
Diplahan,796.68,495.03,-,-,3.834,1.4319,0,2.4271,4.6589,5.1958,4.8118,4.0498
Dipolog,717.15,445.61,6.6133,8.6579,11.97,5.7652,5.4523,4.9208,6.9219,7.7698,3.096,3.7882
Ditsaan-Ramain,819.42,509.16,-,-,-,-,-,-,-,3.7389,4.1071,2.6792
Divilacan,337.02,209.41,-,-,4.6375,2.2998,0,2.973,3.3204,1.9422,3.6225,2.5126
Dolores (AA),340.14,211.35,-,5.0799,6.1927,3.8093,0,4.7028,4.1689,5.7786,5.0664,3.4189
Dolores (ES),564.24,350.6,-,-,6.3769,3.3735,0,4.1528,5.7211,5.3463,5.1294,3.1743
Dolores (QN),78.83,48.98,-,6.9371,7.3883,3.6903,0,4.5339,6.0927,4.6939,5.1757,4.1569
Don Carlos,883.71,549.11,6.2665,7.7195,7.7887,4.7231,0,3.437,3.8395,4.3908,4.1536,3.2183
Don Marcelino,1069.56,664.59,-,5.652,2.2154,3.0331,0,3.0136,5.4141,5.6256,4.8683,3.3386
Don Victoriano Chiongbian,756.97,470.36,-,6.2935,6.3185,3.9625,0,4.4009,3.8419,3.4273,4.1099,2.7365
Dona Remedios Trinidad,44.28,27.51,4.3294,4.7633,4.4147,2.614,0,-,3.5354,4.1488,3.8423,2.888
Donsol,338.8,210.52,6.7627,7.2549,7.8928,3.7297,0,4.4211,3.1975,4.1325,2.5734,3.3404
Duenas,430.05,267.22,-,8.462,5.8994,4.2137,0,-,6.281,5.0004,4.723,3.7445
Duero,657.67,408.66,-,9.7667,7.5483,3.4231,0,4.2279,6.5366,5.3478,4.9738,3.4544
Dulag,596.9,370.9,-,0.4062,7.5923,3.9933,0,4.329,5.358,5.592,4.4479,3.598
Dumaguete,639.71,397.49,4.5056,9.8076,11.8773,7.6944,7.1985,4.3107,7.6454,5.5095,4.9212,3.8923
Dumalag,405.99,252.27,-,-,-,4.7223,0,4.535,5.0608,5.1678,4.4028,3.8568
Dumalinao,774.49,481.24,-,-,6.5136,5.0925,0,2.6095,6.0192,5.3966,4.3881,3.226
Dumalneg,438.45,272.44,-,-,5.592,1.7129,0,3.6793,3.912,4.4987,3.8806,2.8741
Dumangas,457.65,284.37,7.1181,7.9021,6.4914,4.2571,0,4.2633,5.1869,5.5294,4.1094,4.4974
Dumanjug,569.68,353.99,-,5.2964,8.3897,6.6738,0,5.5551,6.7049,6.6199,5.6039,5.2973
Dumaran,469.79,291.92,-,-,-,-,0,3.9031,4.5773,4.8636,3.8819,2.9936
Dumarao,418.22,259.87,5.4337,8.0322,5.5784,4.3694,0,3.5421,3.2043,4.1182,3.6983,2.4693
Dumingag,759.95,472.21,-,6.2292,4.4838,4.1588,0,2.8605,4.866,5.0277,4.0935,2.7691
Dupax Del Norte,192.07,119.34,-,-,5.46,4.7688,0,4.6795,5.3852,3.8996,5.3893,3.3324
Dupax Del Sur,192.57,119.66,-,6.308,5.599,4.0902,0,3.4955,3.8148,2.7154,3.8181,2.669
E. B. Magalona,465.63,289.33,-,6.2055,4.1492,2.5269,0,3.2318,3.3225,4.0284,3.9423,2.806
Echague,247.72,153.93,4.8406,8.4804,7.0694,4.1512,0,4.3514,4.7812,3.7959,4.4765,3.8288
El Nido,415.69,258.3,2.501,6.9444,7.172,5.0606,0,4.309,3.9848,6.0694,3.9078,2.5855
El Salvador,773.16,480.42,11.559,8.7478,7.611,3.5764,3.7122,3.5936,4.6415,4.7276,3.0923,2.5222
Enrile,340.07,211.31,-,10.7809,6.3917,4.6083,0,4.617,6.1335,4.2229,4.8195,3.9494
Enrique Villanueva,657.84,408.76,-,7.8421,7.1322,2.3373,0,2.3669,3.4009,4.8738,3.5162,2.0733
Escalante,498.08,309.49,-,4.5549,3.5663,2.1901,4.3629,3.128,4.1848,3.3146,3.0007,1.4132
Esperanza (AS),831.26,516.52,7.4819,6.4709,4.9008,3.9279,0,3.8977,4.6053,4.3364,3.7015,2.6503
Esperanza (MS),459.38,285.44,-,-,6.693,2.9123,0,2.738,3.3238,4.2955,1.4544,2.7079
Esperanza (SK),957,594.65,8.099,7.5701,8.1565,3.8331,0,4.0092,3.7122,5.4364,4.4695,3.5789
Estancia,420.31,261.17,-,4.9246,5.1541,4.196,0,3.5593,4.2639,4.4358,4.3344,4.3188
