PROVINCE / LGU,Distance (km),Distance (mi),2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Famy,53.64,33.33,-,-,6.6366,4.2197,0,4.0307,5.8805,5.7781,5.1868,5.3978
Ferrol,269.37,167.38,-,-,-,-,0,4.7733,3.1992,4.7587,2.0592,2.9295
Flora,405.68,252.08,-,4.2828,6.9359,4.5948,0,4.6113,4.6067,5.3973,4.9858,3.5079
Floridablanca,64.94,40.35,-,-,8.7639,5.0983,0,4.7694,4.4194,4.493,4.7797,3.5928
Gabaldon,107.37,66.72,-,6.4631,6.9963,3.0954,0,5.0821,4.824,3.7818,5.0929,3.3498
Gainza,257.18,159.8,-,-,4.9819,2.3932,0,2.7931,3.5395,3.8083,2.1191,1.7096
Galimuyod,294.25,182.84,-,5.326,6.666,4.0307,0,4.8268,5.3957,4.2768,4.2912,2.9429
Gamay,527.31,327.66,-,-,-,4.6161,0,3.973,6.43,4.3251,4.4366,2.9261
Gamu,289.42,179.84,-,7.7845,7.7258,3.258,0,5.0118,5.7315,3.7573,5.0971,4.4394
Ganassi,827.86,514.41,-,-,-,-,-,-,-,2.99,3.2623,1.5524
Gandara,503.93,313.13,-,0.4867,6.5693,5.2834,0,2.2851,4.0109,2.5229,3.2427,2.6284
Gapan,81.06,50.37,5.9927,4.1358,9.0165,6.5772,5.4228,4.7775,4.8828,3.1728,5.0444,3.8436
Garchitorena,303.87,188.81,-,-,-,2.6405,0,3.1639,2.6721,2.0583,4.3713,2.4916
Garcia-Hernandez,659.78,409.97,-,10.8158,5.6323,4.2728,0,5.386,7.1075,6.323,5.1052,2.3691
Gasan,168.63,104.78,6.1583,8.4299,9.0375,5.9201,0,5.8641,5.7619,4.7166,5.4492,3.9743
Gattaran,393.77,244.68,8.2032,8.1612,6.318,4.6562,0,4.1658,4.3109,3.8856,4.4179,3.4807
Gen S.K Pendatun,949.22,589.82,-,-,-,-,-,-,-,3.1518,4.527,3.0033
Gen. Emilio Aguinaldo,48.02,29.84,-,-,6.9534,4.4923,0,4.8018,6.143,6.4114,7.2262,5.7756
Gen. Mariano Alvarez,32.28,20.06,9.6716,8.9303,8.0687,5.4669,0,5.0945,5.02,6.0568,4.9847,4.1559
General Luna (QN),776.46,482.47,-,-,6.5542,3.6661,0,4.1819,5.9356,4.8247,5.1208,3.8168
General Luna (SN),163.48,101.58,-,5.1355,6.1074,3.171,0,2.7828,-,10.7462,7.147,6.1319
General Macarthur,618.22,384.15,-,-,-,3.126,0,3.4769,4.7009,5.4111,2.635,2.5228
General Mamerto Natividad,113.77,70.7,-,9.3755,8.2576,4.737,0,5.2422,5.0257,4.0796,4.9274,3.2564
General Nakar,73.83,45.87,3.9027,5.9656,7.7509,3.7615,0,3.1988,4.0536,3.5323,4.0339,2.9213
General Santos,1047.46,650.86,13.5554,10.5807,10.9099,5.4019,5.9084,4.9854,5.1746,6.9222,4.4329,4.7618
General Tinio,85.55,53.16,5.3601,4.5349,7.4154,4.4485,0,4.1366,3.3529,3.0865,3.8361,2.8535
General Trias,28.06,17.43,13.5665,16.2617,15.2342,9.5489,9.7036,12.0646,10.6785,8.9119,8.1426,6.7018
Gerona,120.83,75.08,4.988,6.6401,5.7193,4.6613,0,3.6935,4.1763,4.0003,4.7128,3.5108
Getafe,601.75,373.91,-,6.619,6.5501,2.9985,0,3.9115,5.8611,5.1733,4.3198,3.6121
Gigaquit,756.59,470.12,-,6.6121,5.8216,3.5289,0,4.2348,4.6001,4.7393,4.5424,3.3074
Gigmoto,378.89,235.43,-,-,-,-,-,1.985,2.6473,2.3004,1.4639,2.8008
Ginatilan,612.55,380.62,-,6.6106,7.5794,3.069,0,4.2235,5.3879,6.2388,4.4186,3.8206
Gingoog,782.18,486.03,9.0868,9.4684,10.4159,4.7563,5.0673,3.9271,6.355,7.7291,5.1747,5.4447
Giporlos,619.18,384.74,-,-,-,3.1168,0,3.9024,4.653,7.3644,3.5925,2.1649
Gitagum,763.33,474.31,-,6.2455,6.2823,3.3852,0,4.3975,3.9173,5.3918,3.8885,3.9623
Glan,1078.27,670.01,5.145,6.3277,7.0472,5.013,0,4.1368,4.0349,4.6682,4.4276,3.3225
Gloria,186.95,116.16,-,11.1732,9.0274,4.6803,0,5.8774,7.0524,5.5326,5.6139,4.1966
Goa,288.12,179.03,5.3015,3.9655,3.6914,3.6406,0,2.8485,3.5282,3.2314,4.1766,2.6707
Godod,759.49,471.93,-,-,3.338,0.9764,0,1.8957,3.9568,5.3401,4.3447,3.2241
Gonzaga,423.47,263.13,-,8.2561,6.9714,4.2522,0,3.1312,4.3849,3.5062,4.4147,2.9657
Governor Generoso,1042.58,647.83,-,5.8286,3.0398,2.8092,0,2.9859,4.4217,4.738,4.571,3.4326
Gregorio Del Pilar,285.9,177.65,-,4.8372,4.9015,3.3953,0,4.2441,4.514,4.2846,3.2539,2.1788
Guagua,56.3,34.99,-,9.1347,8.4475,5.7629,0,5.6091,5.3351,5.9303,5.2511,5.3422
Gubat,386.93,240.43,3.4338,2.8906,4.3246,3.4884,0,2.9287,3.6396,4.5443,4.3492,2.9778
Guiguinto (BU),28.12,17.47,6.7013,9.0106,9.3492,5.4888,0,6.0736,6.0009,7.1726,6.2434,5.5163
Guihulngan,555.41,345.12,4.7556,6.6808,4.6863,3.1833,4.5062,2.4215,6.015,4.2329,2.8218,1.908
Guimba,122.23,75.95,9.4556,9.2115,9.1526,5.6147,0,5.3252,4.3115,4.1342,5.0018,3.2192
Guimbal,459.68,285.63,-,6.2767,6.9085,5.1459,0,6.8279,8.4603,6.9222,5.5799,5.2841
Guinayangan,162.56,101.01,-,8.033,8.2829,4.2428,0,4.5777,5.3847,4.7101,4.7408,3.7877
Guindulman,657.94,408.83,-,9.8278,9.3783,3.8761,0,4.8234,6.5915,5.4963,5.1002,4.2466
Guindulungan,925.87,575.31,-,-,-,-,-,-,-,3.1125,3.7334,3.4556
Guinobatan,322.97,200.69,5.0457,4.2622,7.5074,4.2124,0,2.9192,4.3251,2.61,3.7013,4.2799
Guinsiliban,735.67,457.13,-,6.4911,5.995,3.5117,0,3.8698,4.2424,4.555,4.0345,3.5902
Guipos,801.87,498.26,-,-,3.3868,3.6799,0,1.8122,5.4882,5.6037,4.425,3.1638
Guiuan,648.8,403.14,-,-,6.0332,4.5785,0,2.4976,3.7774,5.5239,4.2219,2.788
Gumaca,141.68,88.04,8.5591,7.8415,9.158,4.9806,0,3.8602,4.7553,4.1929,4.6683,4.0017
Gutalac,751.56,467,-,-,5.5961,2.8185,0,2.1871,3.8917,4.8487,3.5747,2.4073
Hadji Mohammad Ajul,895.98,556.74,-,-,-,-,-,-,-,-,3.5891,2.008
Hadji Muhtamad,885.34,550.13,-,-,-,-,-,-,-,-,3.0017,1.3109
Hadji Panglima Tahil,933.34,579.95,-,-,-,-,-,-,-,3.3833,2.8931,1.087
Hagonoy (BU),37.48,23.29,7.8513,8.0184,8.5361,3.6921,0,4.27,4.1438,4.8186,4.4199,3.5313
Hagonoy (DS),997.64,619.91,-,6.778,6.375,3.8607,0,6.2846,7.4595,7.4671,8.1989,6.979
Hamtic,445.24,276.66,-,-,-,-,0,3.2418,5.037,2.8718,1.5645,3.0437
Hermosa,57.42,35.68,6.5139,8.1456,7.4983,3.617,0,5.465,5.1765,5.0382,4.6792,3.2679
Hernani,620.01,385.26,-,-,-,3.6505,0,3.4989,4.2921,5.5607,3.539,2.6399
Hilongos,621.85,386.4,-,0.6575,7.1876,4.4388,0,3.6194,4.0834,5.1864,4.4652,3.1166
Himamaylan,538.63,334.69,6.19,6.0017,4.372,3.2061,4.6601,3.3071,3.9234,3.5377,1.9937,2.5033
Hinabangan,546.79,339.76,-,0.4062,5.2591,4.6901,0,3.4403,5.3328,2.7863,4.3132,1.6523
Hinatuan,902.09,560.53,-,6.1101,6.6167,4.2803,0,4.4977,4.3388,4.7102,4.1255,2.8763
Hindang,615.41,382.4,-,-,6.2829,4.4045,0,4.3829,6.8128,6.9844,4.5064,4.2488
Hingyon,253.16,157.31,-,-,7.1838,2.3309,0,4.2115,3.4649,3.1314,3.4781,3.813
Hinigaran,521.32,323.94,6.296,5.2188,6.1215,4.1019,0,3.0682,2.53,3.3817,3.8538,1.8606
Hinobaan,653.43,406.03,6.3766,6.7861,4.6423,3.6803,0,3.0527,3.1378,3.7933,3.996,2.1591
Hinunangan,577.12,358.61,-,-,5.5377,3.9852,0,5.7707,7.0006,5.6282,5.3786,3.6353
Hinundayan,660.85,410.63,-,-,-,1.3795,0,5.4861,6.7129,6.7753,4.3657,3.7646
Hungduan,244.62,152,-,-,7.6275,2.8542,0,4.3013,3.7457,3.854,4.3769,3.2732
Iba,138.93,86.33,-,-,8.1024,4.3096,0,3.8661,4.3238,4.0409,3.7542,2.7828
Ibaan,86.61,53.82,-,7.9152,8.2026,5.1701,0,3.9446,4.326,4.7549,4.4476,3.4762
Ibajay,333.35,207.14,6.8821,11.7346,10.0234,5.8691,0,4.4431,3.5398,5.9535,6.9011,5.0424
Igacos,941.45,591.2,5.0462,7.367,6.8987,3.214,4.1408,4.2712,5.4196,5.0228,4.8881,4.4952
Igbaras,452.05,280.89,-,5.2989,5.8439,2.8788,0,4.3319,5.8912,4.812,4.7104,2.9384
Iguig,361.73,224.77,-,8.5876,7.1743,3.8354,0,4.8877,5.9359,4.471,5.212,4.0923
Ilagan,301.34,187.25,3.8243,8.6694,12.7403,3.9379,4.2522,4.6171,6.0831,3.7981,3.3655,4.7487
Iligan,790.79,491.38,8.2863,9.2376,10.4504,3.9582,4.9057,2.2593,5.4099,4.3923,3.6683,3.9756
Ilog,543,337.41,-,4.49,5.2982,3.3216,0,2.7185,2.2774,3.5973,1.0506,1.0635
Iloilo,465.92,289.51,9.9827,7.5186,9.2518,5.9937,6.9588,5.7901,7.2209,5.6429,6.1405,7.5667
Imelda,800.86,497.63,5.7111,7.9635,9.292,4.3456,0,4.2235,7.3033,6.3463,5.718,5.1142
Impasug-Ong,824.53,512.34,-,4.4974,6.7183,4.1521,0,3.2919,3.6783,4.5829,3.9205,2.9364
Imus,17.99,11.18,9.783,14.925,16.3578,9.0216,10.3344,9.5504,11.282,9.5982,6.6443,6.4661
Inabanga,607.21,377.3,-,8.1605,8.4006,3.093,0,4.4212,6.2066,6.0835,4.9467,3.9345
Indanan,955.45,593.69,-,-,-,-,-,-,-,3.6548,2.6937,1.8835
Indang,44.19,27.46,5.4519,5.2851,5.2204,3.9394,0,4.229,4.4459,4.5286,4.352,3.7501
Infanta (PS),178.35,110.82,-,-,4.517,4.1421,0,4.3081,5.7902,5.2285,5.4388,4.4403
Infanta (QN),74.98,46.59,6.7192,13.0296,11.6726,4.7229,0,3.7219,4.7035,4.4443,4.6056,3.6525
Initao,767.74,477.05,-,9.599,8.404,5.1814,0,4.9898,5.302,7.1132,8.0956,2.3591
Inopacan,610.81,379.54,-,0.4062,8.2505,4.9487,0,4.7184,5.3184,5.7115,4.6064,3.5189
Ipil,776.45,482.46,7.6715,7.196,7.0528,6.294,0,2.9735,5.7445,5.6037,4.3681,3.3898
Iriga,292.83,181.96,9.2751,7.2255,9.5592,5.7444,8.0851,5.1034,6.8784,4.7163,2.8859,3.2829
Irosin,391.11,243.02,-,5.5558,6.4037,4.5048,0,4.1938,4.1534,4.2745,4.3557,3.1829
Isabel,"1,131.16",702.87,7.5533,4.2643,6.6703,5.0805,0,5.0563,4.0813,4.8489,4.1062,3.3402
Isabela (BAS),811.03,503.95,-,-,-,-,-,-,4.6851,4.9541,3.8132,3.4143
Isabela (NO),"1,090.18",677.41,-,5.028,5.8696,3.6174,0,3.2091,3.2005,3.804,3.6834,2.1388
Isulan,967.94,601.45,11.8579,10.0688,11.5708,6.3596,0,5.5056,5.4242,6.9998,5.5546,5.3661
Itbayat,696.06,432.51,-,-,2.7956,1.7675,0,3.8986,2.6025,3.1513,2.231,2.3693
Itogon,201.67,125.31,7.3594,8.1628,6.3391,4.686,0,4.5974,5.3142,5.3283,4.5602,3.6674
Ivana,652.54,405.47,-,5.0405,2.2143,1.6313,0,3.2759,2.6682,1.9735,2.4813,1.9882
Ivisan,387.84,240.99,-,8.5577,6.5272,5.2215,0,4.6186,4.6675,5.5305,4.8621,3.3157
Jabonga,764.99,475.35,-,7.8511,6.4725,4.0351,0,4.5402,5.4141,5.487,4.7649,3.9334
Jaen,82.87,51.5,-,-,4.6778,4.9121,0,4.442,3.5144,3.3289,4.1874,2.6428
Jagna,660.67,410.52,-,13.448,11.407,6.6012,0,6.1955,9.0106,10.1851,7.7214,5.5255
Jalajala,45.24,28.11,-,7.8337,7.0783,4.65,0,4.8694,5.4203,4.4434,5.3268,4.0112
Jamindan,390.14,242.42,-,5.811,4.9498,4.5895,0,3.531,3.2193,4.2685,3.8541,2.5369
Janiuay,436.82,271.43,4.9111,6.5333,5.6797,3.9649,0,3.6834,4.8317,4.6106,4.1335,3.922
Jaro,559.25,347.5,-,1.9658,7.9657,5.0063,0,5.3925,5.7723,5.3403,4.7196,3.5853
Jasaan,777.14,482.89,-,6.1112,6.7138,4.0671,0,3.3296,3.4094,4.8432,4.0584,2.9792
Javier,876.54,544.66,-,0.4062,4.764,4.1609,0,5.5077,5.2215,4.4755,3.9767,3.2341
Jiabong,532.45,330.85,-,-,6.5714,5.1976,0,3.3426,4.7085,3.9964,3.4832,2.8895
Jimalalud,566.09,351.75,-,7.57,6.561,3.6112,0,3.87,6.4033,5.0157,3.7454,3.3564
Jimenez,762.99,474.1,7.0807,11.6383,12.7852,5.883,0,6.3549,6.7498,6.1548,5.5133,4.3235
Jipapad,524.15,325.69,-,-,-,1.9447,0,1.7522,2.4515,5.5836,2.871,2.1931
Jolo,948.13,589.14,-,-,-,-,-,-,-,4.3834,4.3918,4.1779
Jomalig,146.45,91,-,-,6.9656,3.2852,0,4.2622,3.8996,4.2253,3.9302,3.5948
Jones,233.04,144.8,6.9454,8.2432,6.5062,3.6595,0,3.7447,4.0504,2.7543,3.877,2.8059
Jordan,474.28,294.71,5.0582,12.4981,11.0202,5.7675,0,6.0988,6.6192,6.8348,6.094,5.5323
Jose Abad Santos,1108.93,689.06,4.6139,5.2869,1.3787,2.5339,0,2.0789,3.6909,4.4411,4.0091,3.0566
Jose Dalman,718.11,446.21,-,6.6611,7.1661,3.3675,0,3.6588,6.0861,5.961,3.6254,2.7707
Jose Panganiban,187.78,116.68,4.6515,5.1045,7.0698,3.9389,0,2.2719,3.4815,2.5446,4.0338,2.7715
Josefina,761.3,473.05,-,-,4.8081,3.1921,0,3.0559,4.791,5.6107,3.1583,2.3915
Jovellar,329.65,204.83,-,-,5.1952,2.9515,0,2.5962,4.1981,2.3097,1.716,2.9811
Juban,378.77,235.36,-,-,6.4512,3.4036,0,4.3308,4.266,2.4621,1.0298,2.9876
Julita,589.76,366.46,-,-,-,3.8615,0,4.17,4.3403,5.8928,3.3765,3.9862
Kabacan,930.93,578.46,6.5423,11.6276,8.584,5.959,0,4.1357,6.4578,5.4125,5.2942,4.6898
Kabankalan,548.32,340.71,7.7421,8.2202,8.8647,4.6916,5.9996,3.904,5.5444,4.562,3.2994,2.1752
Kabasalan,778.76,483.9,6.0801,5.9757,6.3663,3.4737,0,1.7168,4.8909,4.2876,3.8621,2.8503
Kabayan,227.49,141.36,-,3.7495,5.4032,3.3809,0,5.1344,6.7646,5.2393,4.8431,3.4411
Kabugao,382.31,237.55,5.2814,5.7789,5.0029,2.6183,0,2.3731,2.2723,3.9295,3.4555,1.7508
Kabuntalan,907.88,564.13,-,-,-,-,-,-,-,3.088,3.5654,2.6913
Kadingilan,887.23,551.3,-,5.9658,7.584,4.0691,0,3.9777,3.8096,4.683,4.6008,3.3302
Kalamansig,954.03,592.81,5.4665,7.3354,7.9294,3.3863,0,3.7137,3.3289,4.6407,4.0371,3.1712
Kalawit,760.83,472.76,-,-,3.252,1.4305,0,4.6079,4.2203,5.402,4.5095,3.287
Kalayaan (LA),69.59,43.24,-,8.9017,6.735,4.1408,0,4.4598,5.8266,4.2872,4.2856,3.6667
Kalayaan (PN),565.01,351.08,-,-,-,-,-,1.7533,2.834,4.0751,4.0775,2.3318
Kalibo,354.69,220.39,11.8978,10.9891,11.4826,7.9514,0,5.4791,8.2368,6.7799,7.378,7.3705
Kalilangan,855.69,531.7,-,6.0617,7.2135,4.5173,0,3.4522,4.0093,4.2279,3.8837,2.98
Kalingalan Caluang,965.6,600,-,-,-,-,-,-,-,3.3833,2.5756,0.8161
Kananga,543.14,337.49,6.6091,3.5538,7.0575,4.6933,0,3.6093,4.017,5.2103,4.2749,3.475
Kapai,804.17,499.69,-,-,-,-,-,-,-,-,3.2886,1.921
Kapalong,933.5,580.05,7.6312,6.5935,3.8186,5.4594,0,4.667,5.0967,6.2676,5.2729,4.2456
Kapangan,225.26,139.97,-,8.3626,7.5839,3.9504,0,4.8782,6.2809,4.9951,4.7985,2.8821
Kapatagan (LN),804.76,500.05,6.3318,8.8161,8.7283,4.9409,0,3.2483,4.4927,4.465,4.1152,3.3623
Kapatagan (LS),863.59,536.61,-,-,-,-,-,-,-,3.7042,4.0751,2.6764
Kasibu,195.85,121.69,-,-,4.7854,3.0368,0,5.7432,6.691,4.9895,5.9519,5.9027
Katipunan,720.24,447.53,-,3.9524,6.1748,3.1479,0,2.8279,4.3123,4.3867,3.6211,2.86
Kauswagan,787.57,489.37,-,8.5743,8.2219,2.8428,0,5.1158,8.2288,7.7965,6.5051,7.3842
Kawayan,488.05,303.26,-,-,6.654,3.9813,0,4.0038,7.3549,7.1775,5.5511,5.3537
Kawit,17.17,10.67,8.4477,9.9566,7.7147,5.6374,0,5.3406,5.3431,5.8361,5.1149,4.4384
Kayapa,197.73,122.86,-,7.7089,6.7466,4.1014,0,4.141,5.2926,3.4772,4.8354,3.6216
Kiamba,1035.23,643.27,-,5.8181,6.2257,4.4461,0,4.1831,3.649,4.2973,4.2126,3.1179
Kiangan,244.27,151.78,-,8.6764,7.641,3.4126,0,4.7523,4.2074,4.5733,4.9365,3.969
Kibawe,894.01,555.51,-,4.9781,6.9397,4.3274,0,3.2896,3.3187,4.3544,3.6424,3.0813
Kiblawan,1000.11,621.44,-,8.8025,4.6318,3.2227,0,3.6425,3.5501,4.4491,3.9615,2.4485
Kibungan,237.29,147.45,-,6.62,5.143,4.5022,0,4.66,6.0556,4.3052,4.5953,3.2063
Kidapawan,951.85,591.45,7.6967,8.4718,11.5502,5.1633,6.5131,4.3581,7.3301,5.1287,4.4634,4.4938
Kinoguitan,748.31,464.98,-,6.0657,6.1011,3.0713,0,3.2186,3.7645,4.4065,3.3612,2.4446
Kitaotao,888.61,552.16,-,5.5842,6.1951,3.8224,0,3.2492,3.7682,4.6527,4.0039,2.6719
Kitcharao,758.47,471.29,-,11.0553,7.8853,4.5646,0,7.8615,6.1369,8.0692,4.403,3.6792
Kolambugan,786.65,488.8,-,8.8586,9.7115,4.0069,0,4.7429,6.7993,5.1959,4.9364,3.8693
Koronadal,992.9,616.96,9.8584,10.4165,11.8324,5.7411,6.6069,5.305,6.5262,6.7253,3.4095,3.9368
Kumalarang,794.77,493.85,-,3.8837,3.4955,3.2477,0,3.3487,5.5766,4.8498,4.2768,2.7185
La Carlota,509.65,316.68,6.9056,10.0816,7.3814,4.2746,5.6807,4.0281,5.0651,4.1634,3.8107,2.9584
La Castellana,523.45,325.26,5.5567,7.6039,4.0941,3.3109,0,3.5994,4.65,4.0912,3.6029,2.6904
La Libertad (NR),564.24,350.6,-,6.3781,7.923,3.4579,0,4.553,6.339,5.2597,4.9698,3.6003
La Libertad (ZN),735.76,457.18,-,-,4.9003,1.9077,0,2.7942,3.8646,6.0332,1.5611,2.4051
La Paz (AA),344.04,213.78,-,5.0809,7.6671,3.9033,0,4.4433,4.9431,5.7785,4.9279,4.8418
La Paz (AS),865.85,538.01,7.0336,6.2967,4.5778,3.4898,0,3.8188,4.5004,4.3251,3.8822,2.7074
La Paz (LE),593.12,368.55,-,-,7.3468,4.0755,0,4.1827,4.3096,4.542,2.134,2.2148
La Paz (TC),97.68,60.7,-,7.2539,5.3259,3.4072,0,1.9786,2.8717,2.3662,2.3887,2.0364
La Trinidad,212.87,132.27,11.454,10.014,9.5292,6.8799,0,7.5989,9.1924,8.8599,6.4989,6.9391
Laak,917.49,570.1,4.4263,6.2705,6.9077,3.2062,0,4.0674,5.4966,5.4765,4.6405,2.9044
Labangan,796.7,495.04,-,-,2.0212,1.6951,0,2.0438,4.6254,6.4824,4.6101,3.4639
Labason,744.11,462.37,-,-,8.7581,3.5502,0,4.4491,6.8427,6.7663,5.4121,4.128
Labrador,182.14,113.17,-,-,5.0459,3.5484,0,3.6319,4.7594,4.5651,4.7209,3.1171
Lacub,346.47,215.29,-,-,-,1.8972,0,3.9802,3.3112,4.1597,3.6388,2.2458
Lagangilang,337.43,209.67,-,-,7.4475,3.7681,0,4.824,4.9785,5.8366,4.9655,3.5755
Lagawe,247.3,153.66,6.5923,12.0185,10.3333,2.8547,0,7.0375,6.2075,5.5014,5.8119,5.2093
Lagayan,349.54,217.19,-,-,-,1.6048,0,4.4313,3.4921,-,4.1003,2.4993
Lagonglong,764.7,764.7,-,4.9497,6.5863,2.984,0,4.2393,3.8122,5.4473,3.9526,3.4724
Lagonoy,290.24,180.35,-,3.1411,5.0635,3.2213,0,2.0511,3.2691,2.5707,4.2265,2.954
Laguindingan,767.48,476.89,-,9.0304,7.9153,4.556,0,5.1419,5.3119,5.9036,5.3142,4.2236
Lake Sebu,1015.13,630.77,7.1455,5.8119,7.0996,4.0492,0,3.0499,3.3686,4.8159,3.9506,3.0368
Lakewood,786.38,488.64,4.6806,6.0494,4.0555,2.8317,0,2.5785,5.2299,5.6916,4.2814,2.9696
Lala,795.97,494.59,6.5401,7.7208,7.7421,4.2607,0,2.9839,5.1771,4.7604,4.2401,3.4661
Lallo,407.88,253.44,5.892,7.2019,6.4423,4.1776,0,4.0593,4.4669,3.862,4.3452,2.9708
Lambayong,953.33,592.37,-,7.1356,7.8993,3.4914,0,3.9541,3.8461,4.9436,4.2174,3.2252
Lambunao,424.57,263.82,4.6728,5.1683,5.6355,3.9606,0,3.8632,4.7181,4.5935,4.0407,3.3592
Lamitan,231.66,143.95,-,-,7.0607,4.3514,2.1179,3.0848,2.4612,4.5415,3.8514,3.1854
Lamut,890.17,553.13,-,11.3054,9.9295,5.1,0,5.9749,6.0167,6.4539,7.1928,6.0577
Langiden,336.4,209.03,-,-,-,2.2747,0,3.6159,3.0183,3.9524,2.6179,1.6968
Languyan,1040.39,646.47,-,-,-,-,-,-,-,3.6844,2.8491,2.6545
Lantapan,850.15,528.26,6.0386,7.3335,7.0364,4.4254,0,3.7534,4.3319,4.9446,4.0509,3.3846
Lantawan,893.85,555.41,-,-,-,-,-,-,-,3.0792,3.6827,3.0744
Lanuza,812.3,504.74,-,5.5829,6.3369,3.7918,0,4.9536,5.6997,4.904,4.5354,3.245
Laoac,169.29,105.19,-,7.7227,7.3553,4.2538,0,4.4135,6.2828,5.1182,5.1013,4.5157
Laoag,406.94,252.86,9.1548,8.567,10.2474,3.8954,5.7194,4.2257,6.2211,5.9092,4.6776,3.6393
Laoang,490.86,305,-,-,5.2338,3.7052,0,2.6091,3.9551,3.1939,3.9025,2.4669
Lapinig,531.57,330.3,-,-,-,2.8613,0,2.3367,3.3295,3.3197,2.6288,2.1779
Lapu Lapu,574.74,357.12,8.2883,9.3805,9.0847,3.2109,4.9977,4.7519,5.9253,5.9141,4.6457,3.6747
Lapuyan,792.96,492.72,-,4.6579,4.5895,2.708,0,2.3054,4.7862,5.2397,4.1846,2.7048
Larena,657.89,408.8,5.2502,7.3463,8.0625,4.1417,0,3.3061,6.3569,6.2862,5.3288,6.4784
Las Navas,504.71,313.61,-,-,-,3.95,0,3.9219,6.596,4.0448,3.9683,2.8441
Las Nieves,407.88,510.11,-,6.5714,6.395,4.1496,0,3.9222,4.2306,4.6345,3.8559,2.8604
Las Pinas,13.77,8.56,9.0368,9.7082,8.9622,4.951,3.9551,4.3597,5.9257,3.8473,5.6187,3.4562
Lasam,393.51,244.52,-,-,8.5976,3.8477,0,7.6207,7.5067,5.7442,6.1284,4.3133
Laua-An,399.53,248.26,-,5.9028,4.8551,3.3544,0,3.8419,5.373,4.4087,4.4601,2.8053
Laur,113.63,70.61,-,-,5.0445,3.9665,0,4.7196,4.5792,3.8923,4.4611,3.0524
Laurel,60.21,37.42,-,7.8144,7.3963,5.2884,0,5.4684,6.3657,4.6219,5.1729,4.0107
Lavezares,428.18,266.06,-,-,6.5775,3.9615,0,3.9934,6.1503,4.8263,4.3161,3.3509
Lawaan,603.68,375.11,-,-,6.8277,4.1184,0,4.3092,5.1523,6.5088,3.436,4.1565
Lazi,678.36,421.51,4.7661,8.2543,8.6819,3.3691,0,2.9304,4.3947,5.0561,4.515,2.9832
Lebak,947.47,588.73,4.7438,6.1049,8.1007,3.7407,0,4.3111,3.9162,5.3147,4.4539,3.6328
Leganes,458.26,284.75,-,10.3277,9.0475,4.8583,0,5.6921,7.5177,5.8639,5.6215,4.9586
Legazpi,339.32,210.84,9.2255,9.6162,13.3683,8.2546,10.5502,8.9912,13.6824,8.6459,8.2805,8.396
Lemery (BS),70.46,43.78,9.6867,9.0224,9.0085,6.0274,0,4.6762,4.8841,5.4288,4.9387,3.7807
Lemery (IO),430.38,267.43,-,5.9391,5.1095,2.9325,0,4.0432,5.5241,4.5569,4.7166,2.9984
Leon,451.06,280.28,-,6.1802,5.9526,4.4542,0,3.6719,4.6991,4.6068,4.2382,3.5045
Leyte,591.85,367.76,-,-,7.1778,3.8523,0,4.1579,4.7035,4.8289,4.3493,3.4556
Lezo,521.9,324.29,-,-,-,4.1624,0,3.8419,4.1881,4.6035,4.1103,3.2055
Lian,80.72,50.16,-,9.6739,8.5148,5.0991,0,5.6458,6.275,6.1976,5.6472,4.0806
Lianga,865.2,537.61,-,5.0899,6.5979,4.0378,0,4.7696,5.8449,5.5538,4.8294,3.6278
Libacao,373.81,232.27,-,5.9497,5.1646,3.2486,0,3.918,5.5289,3.8774,4.4209,2.6585
Libagon,651.29,404.69,-,-,2.2451,3.438,0,3.4318,5.804,5.7206,4.846,3.2947
Libertad (AE),332.53,206.62,-,-,4.4319,3.2918,0,4.0409,6.2127,6.4331,2.584,2.0976
Libertad (MO),765.6,475.72,-,7.1499,6.7223,5.5316,0,4.1148,4.3326,5.6314,4.4482,3.3908
Libjo,245.71,152.67,-,7.1641,5.589,3.3723,0,4.1413,4.3682,4.5007,3.8244,3.8221
Libmanan,694.87,431.77,6.1744,4.9101,7.8436,4.4284,0,3.2631,4.005,3.2666,4.1184,3.1319
Libon,301.62,187.42,4.5723,7.5492,6.8478,3.7734,0,2.278,3.5835,2.5083,3.5628,3.1476
Libona,797.6,495.61,6.7086,8.3006,6.6733,4.3764,0,3.379,3.9223,4.7411,4.1629,3.1296
Libungan,903.03,561.12,4.7561,7.3819,6.769,3.9547,0,2.965,4.5439,3.6194,3.7478,2.9514
Licab,108.84,67.63,-,7.2806,6.8411,4.2461,0,4.7003,4.2573,3.5211,4.6021,2.831
Licuan-Baay,332.39,206.54,-,-,-,3.5186,0,4.0882,3.4371,4.2257,3.2533,1.9711
Lidlidda,302.96,188.25,-,6.3183,6.4191,4.0893,0,4.475,4.8518,4.3962,3.5099,2.5192
Ligao,314.29,195.29,8.4142,7.8197,8.4747,4.433,3.5016,2.9264,5.4666,3.1842,3.4679,3.1136
Lila,651.8,405.01,-,8.62,7.4652,3.307,0,3.9848,5.7747,5.7792,4.1804,3.0688
Liliw,71.18,44.23,-,9.934,8.8326,5.73,0,5.281,5.6912,6.0532,4.9448,4.7905
Liloan (CU),570.52,354.5,7.3504,9.5362,10.1947,6.0819,0,4.8575,6.2211,6.5552,5.3309,4.8634
