PROVINCE / LGU,Distance (km),Distance (mi),2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Carmen (SS),809.83,503.21,-,-,-,-,-,-,-,-,1.6742,5.7071
Carmona,31.18,19.37,-,-,-,-,-,-,-,-,7.451,9.534
Carranglan,153.25,95.23,-,-,-,-,-,-,-,-,1.3524,1.4161
Carrascal,792.89,492.68,-,-,-,-,-,-,-,-,0.7292,0.7889
Casiguran (AU),212.07,131.78,-,-,-,-,-,-,-,-,4.3964,4.4441
Casiguran (SO),379.24,235.65,-,-,-,-,-,-,-,-,1.024,1.7765
Castilla,352.72,219.17,-,-,-,-,-,-,-,-,5.4127,4.7698
Castillejos,90.55,56.27,-,-,-,-,-,-,-,-,7.3054,7.5563
Cataingan,435.38,270.54,-,-,-,-,-,-,-,-,7.1175,4.7226
Catanauan,182.21,113.22,-,-,-,-,-,-,-,-,3.939,6.9928
Catarman (CM),724.38,450.11,-,-,-,-,-,-,-,-,5.4731,8.9115
Catarman (NS),458.97,285.19,-,-,-,-,-,-,-,-,2.3643,3.6375
Catbalogan,525.79,326.71,-,-,-,-,-,-,-,-,2.3638,6.5059
Cateel,962.86,598.29,-,-,-,-,-,-,-,-,1.8641,4.5276
Catigbian,619.66,385.04,-,-,-,-,-,-,-,-,5.2432,5.1834
Catmon,541.1,336.23,-,-,-,-,-,-,-,-,2.087,2.087
Catubig,502.83,312.44,-,-,-,-,-,-,-,-,0.7913,7.0735
Cauayan (IA),273.85,170.16,-,-,-,-,-,-,-,-,8.0887,10.4677
Cauayan (NO),538.61,334.67,-,-,-,-,-,-,-,-,1.9149,0.8448
Cavinti,68.43,42.52,-,-,-,-,-,-,-,-,3.1768,5.3211
Cavite,422.21,262.35,-,-,-,-,-,-,-,-,6.0764,6.0234
Cawayan,14.68,9.12,-,-,-,-,-,-,-,-,0.7026,0.7046
Cebu,572.23,355.57,-,-,-,-,-,-,-,-,7.6145,8.5003
Cervantes,268.94,167.11,-,-,-,-,-,-,-,-,1.4738,1.884
Clarin (BL),612.2,380.4,-,-,-,-,-,-,-,-,2.4197,2.881
Clarin (MC),777.38,483.04,-,-,-,-,-,-,-,-,1.7804,4.9039
Claver,760.03,472.26,-,-,-,-,-,-,-,-,4.5479,8.1466
Claveria (CG),446.49,277.43,-,-,-,-,-,-,-,-,1.3869,1.5142
Claveria (MO),790.04,490.91,-,-,-,-,-,-,-,-,4.7795,7.4323
Claveria (MS),311.94,193.83,-,-,-,-,-,-,-,-,2.3769,0.7102
Columbio,989.23,614.68,-,-,-,-,-,-,-,-,3.7,3.8467
Compostela (CU),566.08,351.75,-,-,-,-,-,-,-,-,5.2599,2.1595
Compostela (DDO),950.49,590.6,-,-,-,-,-,-,-,-,4.6065,4.7384
Concepcion,743.51,461.99,-,-,-,-,-,-,-,-,3.7279,3.9171
Concepcion (IO),440.93,273.98,-,-,-,-,-,-,-,-,7.2064,3.7816
Concepcion (RN),203.23,126.28,-,-,-,-,-,-,-,-,1.7067,0.8334
Concepcion (TC),88.21,54.81,-,-,-,-,-,-,-,-,3.899,7.074
Conner,359.3,223.26,-,-,-,-,-,-,-,-,0.7408,0.7539
Consolacion,569.07,353.6,-,-,-,-,-,-,-,-,2.4781,4.4538
Corcuera,229.05,142.32,-,-,-,-,-,-,-,-,2.0413,1.9167
Cordon,238.13,147.97,-,-,-,-,-,-,-,-,0.4106,1.5279
Cordova,579.9,360.33,-,-,-,-,-,-,-,-,4.5989,4.85
Corella,631.7,392.52,-,-,-,-,-,-,-,-,7.052,8.2296
Coron,299.29,185.97,-,-,-,-,-,-,-,-,2.783,3.7567
Cortes (BL),626.82,389.49,-,-,-,-,-,-,-,-,2.7856,3.0042
Cortes (SS),819.25,509.06,-,-,-,-,-,-,-,-,0.7754,0.8195
Cotabato,893.19,555,-,-,-,-,-,-,-,-,7.9639,8.2305
Cuartero,404.46,251.32,-,-,-,-,-,-,-,-,2.5418,4.4129
Cuenca,76.39,47.46,-,-,-,-,-,-,-,-,1.0858,1.9731
Culaba,504.7,313.6,-,-,-,-,-,-,-,-,1.0413,2.8556
Culasi,370.02,229.92,-,-,-,-,-,-,-,-,1.4438,3.588
Culion,323.5,201.02,-,-,-,-,-,-,-,-,5.0653,4.0877
Currimao,385.82,239.74,-,-,-,-,-,-,-,-,0.8482,2.5806
Cuyapo,137.09,85.19,-,-,-,-,-,-,-,-,6.3873,4.3923
Cuyo,416.97,259.1,-,-,-,-,-,-,-,-,0.7923,1.7651
Daan Bantayan,497.59,309.19,-,-,-,-,-,-,-,-,4.3334,5.5995
Daet,218.9,136.02,-,-,-,-,-,-,-,-,6.7633,5.5643
Dagami,574.06,356.71,-,-,-,-,-,-,-,-,1.7102,0.087
Dagohoy,633.55,393.67,-,-,-,-,-,-,-,-,2.0608,0.3333
Daguioman,319.91,198.79,-,-,-,-,-,-,-,-,0.02,1.68
Dagupan,176.4,109.61,-,-,-,-,-,-,-,-,5.0232,2.9373
Dalaguete,603.89,375.24,-,-,-,-,-,-,-,-,5.2484,5.4668
Damulog,899.36,558.84,-,-,-,-,-,-,-,-,4.3986,3.3986
Danao (BL),625.7,388.79,-,-,-,-,-,-,-,-,2.7102,4.4864
Danao (CU),560.68,348.39,-,-,-,-,-,-,-,-,5.7758,3.3905
Dangcagan,890.99,553.64,-,-,-,-,-,-,-,-,1.8525,2.9009
Danglas,351.41,218.36,-,-,-,-,-,-,-,-,3.7067,0.25
Dao,400.02,248.56,-,-,-,-,-,-,-,-,3.6884,3.0874
Dapa,769.55,478.18,-,-,-,-,-,-,-,-,3.7459,3.976
Dapitan,710.94,441.76,-,-,-,-,-,-,-,-,4.3884,3.1453
Daraga,338.74,210.48,-,-,-,-,-,-,-,-,5.4164,5.951
Daram,520.35,323.33,-,-,-,-,-,-,-,-,2.7102,2.7182
Dasmarinas,28.76,17.87,-,-,-,-,-,-,-,-,8.8852,9.7641
Dasol,195.83,121.68,-,-,-,-,-,-,-,-,5.211,6.3268
Datu Abdullah Sangki,949.38,589.92,-,-,-,-,-,-,-,-,6.4803,6.3151
Datu Anggal Midtimbang,919.05,571.07,-,-,-,-,-,-,-,-,0.7667,2.7044
Datu Blah Sinsuat,910.93,566.02,-,-,-,-,-,-,-,-,0.7144,3.0917
Datu Hoffer Ampatuan,937.34,582.44,-,-,-,-,-,-,-,-,0.7067,1.0069
Datu Odin Sinsuat,916.16,569.28,-,-,-,-,-,-,-,-,5.0462,7.474
Datu Paglas,966.87,600.78,-,-,-,-,-,-,-,-,2.7722,3.0424
Datu Piang,924.21,574.27,-,-,-,-,-,-,-,-,0.7055,1.4567
Datu Salibo,928.62,577.02,-,-,-,-,-,-,-,-,2.0486,2.1796
Datu Saudi-Ampatuan,930.02,577.89,-,-,-,-,-,-,-,-,2.4421,3.3003
Datu Unsay,932.92,579.69,-,-,-,-,-,-,-,-,3.6867,3.8334
Dauin,649.18,403.38,-,-,-,-,-,-,-,-,3.8659,2.9883
Davao,977.46,607.37,-,-,-,-,-,-,-,-,8.9021,8.5984
Del Carmen,754.81,469.02,-,-,-,-,-,-,-,-,4.7498,5.2399
Del Gallego,189.48,117.74,-,-,-,-,-,-,-,-,2.4576,4.4638
Delfin Albano,314.71,195.55,-,-,-,-,-,-,-,-,4.2985,7.7607
Diadi,234.89,145.95,-,-,-,-,-,-,-,-,1.4954,3.198
Diffun,230.71,143.35,-,-,-,-,-,-,-,-,4.7137,5.1772
Digos,993.52,617.35,-,-,-,-,-,-,-,-,7.9351,8.0927
Dilasag,241.04,149.78,-,-,-,-,-,-,-,-,5.0436,4.4856
Dimasalang,409.74,254.6,-,-,-,-,-,-,-,-,4.3769,4.4151
Dimataling,811.56,504.28,-,-,-,-,-,-,-,-,4.0935,1.8955
Dimiao,652.77,405.61,-,-,-,-,-,-,-,-,2.7368,3.5798
Dinagat,718.21,446.28,-,-,-,-,-,-,-,-,1.7222,4.5001
Dinalungan,202.93,126.09,-,-,-,-,-,-,-,-,4.3798,4.3785
Dinalupihan,63.38,39.38,-,-,-,-,-,-,-,-,7.2172,7.3909
Dinapigue,256.37,159.3,-,-,-,-,-,-,-,-,2.3382,3.3385
Dinas,816.74,507.5,-,-,-,-,-,-,-,-,4.3769,3.7102
Dingalan,100.11,62.21,-,-,-,-,-,-,-,-,4.4531,7.4574
Dingle,437.98,272.15,-,-,-,-,-,-,-,-,5.7056,6.6779
Dingras,391.67,243.37,-,-,-,-,-,-,-,-,3.3761,6.0899
Dipaculao,168.77,104.87,-,-,-,-,-,-,-,-,5.0653,4.5073
Diplahan,796.68,495.03,-,-,-,-,-,-,-,-,4.2069,5.6102
Dipolog,717.15,445.61,-,-,-,-,-,-,-,-,7.2593,7.2628
Ditsaan-Ramain,819.42,509.16,-,-,-,-,-,-,-,-,2.0494,1.384
Divilacan,337.02,209.41,-,-,-,-,-,-,-,-,0.1952,0.0333
Dolores (AA),340.14,211.35,-,-,-,-,-,-,-,-,1.7553,3.93
Dolores (ES),564.24,350.6,-,-,-,-,-,-,-,-,3.7105,3.9092
Dolores (QN),78.83,48.98,-,-,-,-,-,-,-,-,4.5909,5.7799
Don Carlos,883.71,549.11,-,-,-,-,-,-,-,-,3.7975,4.3444
Don Marcelino,1069.56,664.59,-,-,-,-,-,-,-,-,2.0435,3.0949
Don Victoriano Chiongbian,756.97,470.36,-,-,-,-,-,-,-,-,0.1471,0.0693
Dona Remedios Trinidad,44.28,27.51,-,-,-,-,-,-,-,-,2.4597,6.5195
Donsol,338.8,210.52,-,-,-,-,-,-,-,-,1.7915,1.812
Duenas,430.05,267.22,-,-,-,-,-,-,-,-,3.8275,3.0094
Duero,657.67,408.66,-,-,-,-,-,-,-,-,5.0436,1.4875
Dulag,596.9,370.9,-,-,-,-,-,-,-,-,3.7537,3.8715
Dumaguete,639.71,397.49,-,-,-,-,-,-,-,-,7.0582,5.3621
Dumalag,405.99,252.27,-,-,-,-,-,-,-,-,4.4522,1.7955
Dumalinao,774.49,481.24,-,-,-,-,-,-,-,-,5.087,5.4416
Dumalneg,438.45,272.44,-,-,-,-,-,-,-,-,4.5945,4.121
Dumangas,457.65,284.37,-,-,-,-,-,-,-,-,2.48,4.7906
Dumanjug,569.68,353.99,-,-,-,-,-,-,-,-,3.2876,5.2865
Dumaran,469.79,291.92,-,-,-,-,-,-,-,-,1.7973,2.7292
Dumarao,418.22,259.87,-,-,-,-,-,-,-,-,0.7301,2.8424
Dumingag,759.95,472.21,-,-,-,-,-,-,-,-,4.3996,3.6854
Dupax Del Norte,192.07,119.34,-,-,-,-,-,-,-,-,4.5123,4.694
Dupax Del Sur,192.57,119.66,-,-,-,-,-,-,-,-,0.79,0.7139
E. B. Magalona,465.63,289.33,-,-,-,-,-,-,-,-,4.369,4.3634
Echague,247.72,153.93,-,-,-,-,-,-,-,-,3.7908,3.9281
El Nido,415.69,258.3,-,-,-,-,-,-,-,-,2.8057,4.6404
El Salvador,773.16,480.42,-,-,-,-,-,-,-,-,6.4415,7.9553
Enrile,340.07,211.31,-,-,-,-,-,-,-,-,3.8222,4.1696
Enrique Villanueva,657.84,408.76,-,-,-,-,-,-,-,-,2.8659,3.1845
Escalante,498.08,309.49,-,-,-,-,-,-,-,-,4.3552,4.4841
Esperanza (AS),831.26,516.52,-,-,-,-,-,-,-,-,4.3477,2.6827
Esperanza (MS),459.38,285.44,-,-,-,-,-,-,-,-,1.7067,2.5134
Esperanza (SK),957,594.65,-,-,-,-,-,-,-,-,2.7605,4.9593
Estancia,420.31,261.17,-,-,-,-,-,-,-,-,3.077,3.9079
Famy,53.64,33.33,-,-,-,-,-,-,-,-,1.1401,5.6766
Ferrol,269.37,167.38,-,-,-,-,-,-,-,-,3.7355,4
Flora,405.68,252.08,-,-,-,-,-,-,-,-,0.7823,0.7537
Floridablanca,64.94,40.35,-,-,-,-,-,-,-,-,0.8123,3.6921
Gabaldon,107.37,66.72,-,-,-,-,-,-,-,-,3.5291,4.1157
Gainza,257.18,159.8,-,-,-,-,-,-,-,-,2.6173,3.1834
Galimuyod,294.25,182.84,-,-,-,-,-,-,-,-,1.7102,2.3907
Gamay,527.31,327.66,-,-,-,-,-,-,-,-,3.7388,3.3986
Gamu,289.42,179.84,-,-,-,-,-,-,-,-,4.5546,5.5327
Ganassi,827.86,514.41,-,-,-,-,-,-,-,-,1.6886,0.6939
Gandara,503.93,313.13,-,-,-,-,-,-,-,-,6.3441,3.3523
Gapan,81.06,50.37,-,-,-,-,-,-,-,-,2.8575,6.9184
Garchitorena,303.87,188.81,-,-,-,-,-,-,-,-,3.377,1.0435
Garcia-Hernandez,659.78,409.97,-,-,-,-,-,-,-,-,3.3986,1.7375
Gasan,168.63,104.78,-,-,-,-,-,-,-,-,3.9061,4.1635
Gattaran,393.77,244.68,-,-,-,-,-,-,-,-,2.7369,3.9393
Gen S.K Pendatun,949.22,589.82,-,-,-,-,-,-,-,-,0.1183,3.4384
Gen. Emilio Aguinaldo,48.02,29.84,-,-,-,-,-,-,-,-,1.7475,7.1679
Gen. Mariano Alvarez,32.28,20.06,-,-,-,-,-,-,-,-,5.4524,5.7158
General Luna (QN),776.46,482.47,-,-,-,-,-,-,-,-,1.0901,7.6539
General Luna (SN),163.48,101.58,-,-,-,-,-,-,-,-,2.7341,6.675
General Macarthur,618.22,384.15,-,-,-,-,-,-,-,-,0.0435,2
General Mamerto Natividad,113.77,70.7,-,-,-,-,-,-,-,-,5.2316,4.0517
General Nakar,73.83,45.87,-,-,-,-,-,-,-,-,4.3624,4.7258
General Santos,1047.46,650.86,-,-,-,-,-,-,-,-,9.4709,9.1735
General Tinio,85.55,53.16,-,-,-,-,-,-,-,-,3.3737,3.9099
General Trias,28.06,17.43,-,-,-,-,-,-,-,-,5.045,5.0566
Gerona,120.83,75.08,-,-,-,-,-,-,-,-,5.1892,3.7974
Getafe,601.75,373.91,-,-,-,-,-,-,-,-,3.1376,3.1023
Gigaquit,756.59,470.12,-,-,-,-,-,-,-,-,2.3769,2.419
Gigmoto,378.89,235.43,-,-,-,-,-,-,-,-,1.7267,1.9167
Ginatilan,612.55,380.62,-,-,-,-,-,-,-,-,2.7602,2.9259
Gingoog,782.18,486.03,-,-,-,-,-,-,-,-,7.7513,8.1475
Giporlos,619.18,384.74,-,-,-,-,-,-,-,-,0.6667,2.6834
Gitagum,763.33,474.31,-,-,-,-,-,-,-,-,4.8067,4.9096
Glan,1078.27,670.01,-,-,-,-,-,-,-,-,3.381,4.4243
Gloria,186.95,116.16,-,-,-,-,-,-,-,-,2.6667,2.6865
Goa,288.12,179.03,-,-,-,-,-,-,-,-,3.5894,3.0571
Godod,759.49,471.93,-,-,-,-,-,-,-,-,1.3986,2.7319
Gonzaga,423.47,263.13,-,-,-,-,-,-,-,-,3.7203,2.8157
Governor Generoso,1042.58,647.83,-,-,-,-,-,-,-,-,4.4981,4.2855
Gregorio Del Pilar,285.9,177.65,-,-,-,-,-,-,-,-,1.4251,1.1232
Guagua,56.3,34.99,-,-,-,-,-,-,-,-,4.5963,5.1056
Gubat,386.93,240.43,-,-,-,-,-,-,-,-,5.0487,1.0288
Guiguinto (BU),28.12,17.47,-,-,-,-,-,-,-,-,5.4013,8.4391
Guihulngan,555.41,345.12,-,-,-,-,-,-,-,-,5.0098,4.0449
Guimba,122.23,75.95,-,-,-,-,-,-,-,-,5.0726,6.0765
Guimbal,459.68,285.63,-,-,-,-,-,-,-,-,3.9028,5.42
Guinayangan,162.56,101.01,-,-,-,-,-,-,-,-,3.8859,4.9873
Guindulman,657.94,408.83,-,-,-,-,-,-,-,-,2.4438,0.7817
Guindulungan,925.87,575.31,-,-,-,-,-,-,-,-,1.8827,1.7241
Guinobatan,322.97,200.69,-,-,-,-,-,-,-,-,3.0421,3.0333
Guinsiliban,735.67,457.13,-,-,-,-,-,-,-,-,4.4234,4.6354
Guipos,801.87,498.26,-,-,-,-,-,-,-,-,3.7102,2.7102
Guiuan,648.8,403.14,-,-,-,-,-,-,-,-,5.4111,5.6014
Gumaca,141.68,88.04,-,-,-,-,-,-,-,-,5.1748,6.7627
Gutalac,751.56,467,-,-,-,-,-,-,-,-,1.6857,3.7118
Hadji Mohammad Ajul,895.98,556.74,-,-,-,-,-,-,-,-,0.7267,0.9167
Hadji Muhtamad,885.34,550.13,-,-,-,-,-,-,-,-,1,2.3334
Hadji Panglima Tahil,933.34,579.95,-,-,-,-,-,-,-,-,0,4.0001
Hagonoy (BU),37.48,23.29,-,-,-,-,-,-,-,-,3.7751,3.7833
Hagonoy (DS),997.64,619.91,-,-,-,-,-,-,-,-,5.0871,7.4355
Hamtic,445.24,276.66,-,-,-,-,-,-,-,-,4.0763,3.5436
Hermosa,57.42,35.68,-,-,-,-,-,-,-,-,4.7733,4.5582
Hernani,620.01,385.26,-,-,-,-,-,-,-,-,1.7067,1
Hilongos,621.85,386.4,-,-,-,-,-,-,-,-,2.4447,3.372
Himamaylan,538.63,334.69,-,-,-,-,-,-,-,-,3.4439,6.4051
Hinabangan,546.79,339.76,-,-,-,-,-,-,-,-,2.0435,2.7102
Hinatuan,902.09,560.53,-,-,-,-,-,-,-,-,2.365,6.048
Hindang,615.41,382.4,-,-,-,-,-,-,-,-,3.0789,2.3466
Hingyon,253.16,157.31,-,-,-,-,-,-,-,-,1.7067,1.8556
Hinigaran,521.32,323.94,-,-,-,-,-,-,-,-,1.3727,1.3797
Hinobaan,653.43,406.03,-,-,-,-,-,-,-,-,4.3964,6.5197
Hinunangan,577.12,358.61,-,-,-,-,-,-,-,-,2.0679,2.2137
Hinundayan,660.85,410.63,-,-,-,-,-,-,-,-,4.4597,3.9728
Hungduan,244.62,152,-,-,-,-,-,-,-,-,4.4809,6.5138
Iba,138.93,86.33,-,-,-,-,-,-,-,-,3.3835,3.3755
Ibaan,86.61,53.82,-,-,-,-,-,-,-,-,3.0685,1.0608
Ibajay,333.35,207.14,-,-,-,-,-,-,-,-,2.7112,2.9349
Igacos,941.45,591.2,-,-,-,-,-,-,-,-,7.8779,8.7732
Igbaras,452.05,280.89,-,-,-,-,-,-,-,-,5.0961,3.3849
Iguig,361.73,224.77,-,-,-,-,-,-,-,-,2.038,4.8295
Ilagan,301.34,187.25,-,-,-,-,-,-,-,-,8.0056,7.9397
Iligan,790.79,491.38,-,-,-,-,-,-,-,-,2.7839,7.8188
Ilog,543,337.41,-,-,-,-,-,-,-,-,0.6953,0.7211
Iloilo,465.92,289.51,-,-,-,-,-,-,-,-,8.1311,10.3794
Imelda,800.86,497.63,-,-,-,-,-,-,-,-,4.3403,3.1126
Impasug-Ong,824.53,512.34,-,-,-,-,-,-,-,-,3.386,3.3844
Imus,17.99,11.18,-,-,-,-,-,-,-,-,5.1425,7.4532
Inabanga,607.21,377.3,-,-,-,-,-,-,-,-,7.0675,7.3714
Indanan,955.45,593.69,-,-,-,-,-,-,-,-,5.0435,1.1304
Indang,44.19,27.46,-,-,-,-,-,-,-,-,5.3649,8.101
Infanta (PS),178.35,110.82,-,-,-,-,-,-,-,-,0.8751,5.3357
Infanta (QN),74.98,46.59,-,-,-,-,-,-,-,-,4.4614,8.8762
Initao,767.74,477.05,-,-,-,-,-,-,-,-,9.9897,0.0143
Inopacan,610.81,379.54,-,-,-,-,-,-,-,-,1.3986,3.3986
Ipil,776.45,482.46,-,-,-,-,-,-,-,-,3.9071,3.8477
Iriga,292.83,181.96,-,-,-,-,-,-,-,-,9.4371,8.4307
Irosin,391.11,243.02,-,-,-,-,-,-,-,-,4.3627,4.4025
Isabel,"1,131.16",702.87,-,-,-,-,-,-,-,-,5.0277,3.7376
Isabela (BAS),811.03,503.95,-,-,-,-,-,-,-,-,7.259,7.6077
Isabela (NO),"1,090.18",677.41,-,-,-,-,-,-,-,-,2.3915,2.3776
Isulan,967.94,601.45,-,-,-,-,-,-,-,-,5.6484,8.1941
Itbayat,696.06,432.51,-,-,-,-,-,-,-,-,0.7067,2
Itogon,201.67,125.31,-,-,-,-,-,-,-,-,4.373,3.3877
Ivana,652.54,405.47,-,-,-,-,-,-,-,-,0.0567,1.8334
Ivisan,387.84,240.99,-,-,-,-,-,-,-,-,4.4682,4.6201
Jabonga,764.99,475.35,-,-,-,-,-,-,-,-,0.7474,3.5485
Jaen,82.87,51.5,-,-,-,-,-,-,-,-,3.3363,5.0021
Jagna,660.67,410.52,-,-,-,-,-,-,-,-,2.5412,5.3415
Jalajala,45.24,28.11,-,-,-,-,-,-,-,-,5.447,5.6518
Jamindan,390.14,242.42,-,-,-,-,-,-,-,-,3.6956,3.7715
Janiuay,436.82,271.43,-,-,-,-,-,-,-,-,5.3104,4.4376
Jaro,559.25,347.5,-,-,-,-,-,-,-,-,2.2063,1.8692
Jasaan,777.14,482.89,-,-,-,-,-,-,-,-,4.3553,5.0252
Javier,876.54,544.66,-,-,-,-,-,-,-,-,2.7102,3.7537
Jiabong,532.45,330.85,-,-,-,-,-,-,-,-,3.7434,5.8804
Jimalalud,566.09,351.75,-,-,-,-,-,-,-,-,3.0871,1.0652
Jimenez,762.99,474.1,-,-,-,-,-,-,-,-,3.7455,4.4553
Jipapad,524.15,325.69,-,-,-,-,-,-,-,-,1.3534,0.7528
Jolo,948.13,589.14,-,-,-,-,-,-,-,-,2.5788,7.4564
Jomalig,146.45,91,-,-,-,-,-,-,-,-,1.7067,1
Jones,233.04,144.8,-,-,-,-,-,-,-,-,4.092,4.9947
Jordan,474.28,294.71,-,-,-,-,-,-,-,-,5.1491,5.0871
Jose Abad Santos,1108.93,689.06,-,-,-,-,-,-,-,-,3.6763,3.7152
Jose Dalman,718.11,446.21,-,-,-,-,-,-,-,-,2.0653,0.0732
Jose Panganiban,187.78,116.68,-,-,-,-,-,-,-,-,2.698,5.7753
Josefina,761.3,473.05,-,-,-,-,-,-,-,-,3.0638,3.1973
Jovellar,329.65,204.83,-,-,-,-,-,-,-,-,1.7192,1.7768
Juban,378.77,235.36,-,-,-,-,-,-,-,-,2.3472,2.4462
Julita,589.76,366.46,-,-,-,-,-,-,-,-,4.9011,0.5
Kabacan,930.93,578.46,-,-,-,-,-,-,-,-,6.3419,7.5125
Kabankalan,548.32,340.71,-,-,-,-,-,-,-,-,5.736,5.1731
Kabasalan,778.76,483.9,-,-,-,-,-,-,-,-,5.1324,4.126
Kabayan,227.49,141.36,-,-,-,-,-,-,-,-,0.7319,2.1134
Kabugao,382.31,237.55,-,-,-,-,-,-,-,-,0.6878,2.017
Kabuntalan,907.88,564.13,-,-,-,-,-,-,-,-,1.7267,1.9167
Kadingilan,887.23,551.3,-,-,-,-,-,-,-,-,3.0926,3.7982
Kalamansig,954.03,592.81,-,-,-,-,-,-,-,-,2.77,4.4245
Kalawit,760.83,472.76,-,-,-,-,-,-,-,-,1.3986,1.4204
Kalayaan (LA),69.59,43.24,-,-,-,-,-,-,-,-,3.5928,3.5893
Kalayaan (PN),565.01,351.08,-,-,-,-,-,-,-,-,1.3534,2.4167
Kalibo,354.69,220.39,-,-,-,-,-,-,-,-,7.0684,7.478
Kalilangan,855.69,531.7,-,-,-,-,-,-,-,-,4.3667,2.3686
Kalingalan Caluang,965.6,600,-,-,-,-,-,-,-,-,2.5334,0.0833
Kananga,543.14,337.49,-,-,-,-,-,-,-,-,3.6954,4.3684
Kapai,804.17,499.69,-,-,-,-,-,-,-,-,1.3334,3.3553
Kapalong,933.5,580.05,-,-,-,-,-,-,-,-,5.4639,8.1147
Kapangan,225.26,139.97,-,-,-,-,-,-,-,-,1.7336,2.4512
Kapatagan (LN),804.76,500.05,-,-,-,-,-,-,-,-,3.7789,4.5897
Kapatagan (LS),863.59,536.61,-,-,-,-,-,-,-,-,2.1219,5.6746
Kasibu,195.85,121.69,-,-,-,-,-,-,-,-,3.4273,3.4944
Katipunan,720.24,447.53,-,-,-,-,-,-,-,-,2.4337,1.6827
Kauswagan,787.57,489.37,-,-,-,-,-,-,-,-,2.6158,7.6094
Kawayan,488.05,303.26,-,-,-,-,-,-,-,-,6.7451,5.73
Kawit,17.17,10.67,-,-,-,-,-,-,-,-,5.1117,4.0182
Kayapa,197.73,122.86,-,-,-,-,-,-,-,-,6.3845,6.5124
Kiamba,1035.23,643.27,-,-,-,-,-,-,-,-,3.7277,3.0445
Kiangan,244.27,151.78,-,-,-,-,-,-,-,-,3.7708,3.4379
Kibawe,894.01,555.51,-,-,-,-,-,-,-,-,1.6762,3.7534
Kiblawan,1000.11,621.44,-,-,-,-,-,-,-,-,3.6802,2.679
Kibungan,237.29,147.45,-,-,-,-,-,-,-,-,0.7537,0.8063
Kidapawan,951.85,591.45,-,-,-,-,-,-,-,-,5.9801,8.6058
Kinoguitan,748.31,464.98,-,-,-,-,-,-,-,-,2.2847,2.6111
Kitaotao,888.61,552.16,-,-,-,-,-,-,-,-,3.1418,1.8226
Kitcharao,758.47,471.29,-,-,-,-,-,-,-,-,2.4211,5.7291
Kolambugan,786.65,488.8,-,-,-,-,-,-,-,-,4.368,3.6466
Koronadal,992.9,616.96,-,-,-,-,-,-,-,-,6.7217,7.4584
Kumalarang,794.77,493.85,-,-,-,-,-,-,-,-,1.4052,1.4109
La Carlota,509.65,316.68,-,-,-,-,-,-,-,-,5.4396,7.0316
La Castellana,523.45,325.26,-,-,-,-,-,-,-,-,3.7123,1.7358
La Libertad (NR),564.24,350.6,-,-,-,-,-,-,-,-,2.1519,3.1095
La Libertad (ZN),735.76,457.18,-,-,-,-,-,-,-,-,2.3734,2.5164
La Paz (AA),344.04,213.78,-,-,-,-,-,-,-,-,0.7067,3.97
La Paz (AS),865.85,538.01,-,-,-,-,-,-,-,-,2.0143,2.6817
La Paz (LE),593.12,368.55,-,-,-,-,-,-,-,-,4.7067,4.93
La Paz (TC),97.68,60.7,-,-,-,-,-,-,-,-,2.7274,2.7267
La Trinidad,212.87,132.27,-,-,-,-,-,-,-,-,2.5119,6.4202
Laak,917.49,570.1,-,-,-,-,-,-,-,-,3.405,8.0077
Labangan,796.7,495.04,-,-,-,-,-,-,-,-,3.7555,3.76
Labason,744.11,462.37,-,-,-,-,-,-,-,-,5.1374,4.5728
Labrador,182.14,113.17,-,-,-,-,-,-,-,-,3.2193,1.8378
Lacub,346.47,215.29,-,-,-,-,-,-,-,-,0.6867,3.9334
Lagangilang,337.43,209.67,-,-,-,-,-,-,-,-,0.8578,1.8574
Lagawe,247.3,153.66,-,-,-,-,-,-,-,-,0.7861,5.8575
Lagayan,349.54,217.19,-,-,-,-,-,-,-,-,0.7067,3.1668
Lagonglong,764.7,764.7,-,-,-,-,-,-,-,-,2.3734,4.0222
Lagonoy,290.24,180.35,-,-,-,-,-,-,-,-,1.4153,0.036
Laguindingan,767.48,476.89,-,-,-,-,-,-,-,-,1.7537,3.1739
Lake Sebu,1015.13,630.77,-,-,-,-,-,-,-,-,3.6575,6.0523
Lakewood,786.38,488.64,-,-,-,-,-,-,-,-,3.7112,3.7102
Lala,795.97,494.59,-,-,-,-,-,-,-,-,4.613,4.5831
Lallo,407.88,253.44,-,-,-,-,-,-,-,-,2.7683,3.7904
Lambayong,953.33,592.37,-,-,-,-,-,-,-,-,4.4431,3.8679
Lambunao,424.57,263.82,-,-,-,-,-,-,-,-,8.1608,7.8409
Lamitan,231.66,143.95,-,-,-,-,-,-,-,-,4.3771,3.6706
Lamut,890.17,553.13,-,-,-,-,-,-,-,-,4.8923,5.3366
Langiden,336.4,209.03,-,-,-,-,-,-,-,-,0,1.8347
Languyan,1040.39,646.47,-,-,-,-,-,-,-,-,1.6762,0.025
Lantapan,850.15,528.26,-,-,-,-,-,-,-,-,2.7026,3.3953
Lantawan,893.85,555.41,-,-,-,-,-,-,-,-,0.0652,6.75
Lanuza,812.3,504.74,-,-,-,-,-,-,-,-,3.4867,3.6129
Laoac,169.29,105.19,-,-,-,-,-,-,-,-,4.6176,5.2718
