PROVINCE / LGU,Distance (km),Distance (mi),2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Bugallon,172.85,107.4,-,7.8286,6.9293,5.7797,0,5.5811,5.0178,5.1125,2.1386,2.6212
Bugasong,410.58,255.12,-,6.3058,5.8668,1.4735,0,4.8878,5.9912,5.0689,2.2786,3.2463
Buguey,418.04,259.76,0.5834,5.9037,7.3465,4.9964,0,4.8358,4.6583,4.8027,2.6339,2.5127
Buguias,238.14,147.98,-,9.1122,11.7482,7.3252,0,5.795,5.7386,5.8073,3.0406,2.9457
Buhi,302.56,188,3.636,5.3428,7.0756,5.8884,0,4.6004,4.3019,5.3061,2.2827,2.3816
Bula,277.59,172.49,4.0812,6.3472,8.884,6.1487,0,5.4294,5.3216,4.913,2.1869,2.6672
Bulakan,961.85,597.66,3.9745,3.6207,5.1421,5.7917,0,4.1363,5.5331,5.1842,2.3613,2.9016
Bulalacao,253.74,157.67,-,5.7297,5.9602,4.7964,0,4.324,4.8283,3.7449,1.8126,1.9661
Bulan,961.85,597.66,6.4016,8.032,6.8874,6.9144,0,5.1611,4.5841,4.4275,1.8916,2.6823
Buldon,879.44,546.46,-,-,-,-,-,-,-,4.952,2.4947,2.3252
Buluan,970.38,602.97,-,-,-,-,-,-,-,5.1368,2.3991,3.2129
Bulusan,397.47,246.98,0,5.7528,8.4952,3.5575,0,5.5385,5.1987,4.612,0.463,2.4099
Bunawan,901.37,560.08,7.3961,7.4453,5.5924,4.8614,0,5.0221,5.2334,5.2037,2.2791,2.5769
Burauen,584.28,363.06,8.0955,7.5008,7.2996,6.1299,0,5.765,5.3815,5.2438,1.5603,1.8523
Burdeos,110.12,68.42,-,-,6.4724,3.9879,0,3.4233,5.078,5.8429,2.7896,2.545
Burgos (IA),284.86,177,-,4.4983,5.7262,3.7407,0,3.4563,5.1155,5.3435,2.7864,2.6592
Burgos (IN),76.1,47.28,-,5.2881,8.6173,5.816,0,4.5703,5.1802,7.0086,3.239,5.4374
Burgos (IS),305.97,190.12,-,4.6852,6.5483,5.2342,0,4.1919,3.7162,4.003,2.4202,2.1789
Burgos (LU),221.07,137.37,-,-,6.6963,2.8352,0,4.0636,4.4788,4.7881,2.4971,3.5217
Burgos (PS),201.92,125.47,-,-,4.8022,5.8665,0,5.4173,4.9371,5.4487,3.2267,2.7458
Burgos (SN),103.53,64.33,-,5.9039,6.1552,4.1467,0,3.2242,5.3361,5.3161,4.3746,5.718
Buruanga,320.15,198.93,-,6.3896,5.7619,5.8122,0,5.9727,5.9642,5.9727,3.1942,4.1816
Bustos,41.53,25.81,-,0.0767,4.4795,4.7411,0,4.1877,5.3958,5.3951,2.3868,2.8602
Busuanga,294.7,183.12,-,7.0544,6.5596,2.2173,0,2.0329,4.166,5.2721,2.8273,2.7722
Butig,839.76,521.8,-,-,-,-,-,-,-,2.6672,0.3919,3.4088
Butuan,799.02,496.49,10.4795,6.8157,8.0821,8.1819,7.6775,5.6749,5.4216,4.9936,5.0037,5.0213
Buug,795.31,494.18,6.9116,9.6887,9.7927,6.1164,0,3.8609,4.5062,5.2968,3.0941,3.4738
Caba,216.35,134.43,-,-,6.2286,6.651,0,5.2865,5.0917,5.1211,3.1737,2.9734
Cabadbaran,783.71,486.97,8.5003,9.2807,10.4551,6.8731,7.37,5.9441,5.4036,6.0686,3.7362,3.8829
Cabagan,327.34,203.4,5.1732,9.8473,6.2567,6.5222,0,6.3322,6.0455,6.5242,2.523,3.1619
Cabanglasan,864,536.86,-,4.7005,8.3278,6.4363,0,4.8194,4.4406,5.1945,2.3788,1.9862
Cabarroguis,223.98,139.17,-,5.7507,10.2755,6.32,0,5.2595,6.5387,6.3376,3.2639,3.1678
Cabatuan (IA),272.59,169.38,-,11.2746,12.7273,6.612,0,6.3946,6.1571,6.3209,2.8773,3.2728
Cabatuan (IO),444.11,275.96,-,8.8766,8.1919,6.1735,0,6.3667,6.3638,5.9778,2.5078,2.91
Cabiao,75.19,46.72,3.3333,3.4841,7.449,5.8879,0,5.7364,5.4647,5.599,2.2541,2.7488
Cabucgayan,521.12,323.81,-,-,5.0141,6.4491,0,2.7765,6.5228,6.1285,3.1301,4.3735
Cabugao,361.45,224.6,5.1088,9.7457,7.9311,5.6414,0,5.2876,5.2253,5.4058,2.3252,2.6727
Cabusao,249.51,155.04,-,-,8.432,5.9439,0,4.8279,5.2395,5.0631,2.7302,4.1158
Cadiz,476.8,296.27,5.5864,8.7631,8.1725,6.3672,7.5793,6.2478,5.3199,6.3263,3.9861,4.2655
Cagayan De Oro,789.64,490.66,16.2442,12.9599,11.5506,10.5875,11.3051,8.4245,9.6868,9.4422,6.392,6.7486
Cagayancillo,554.21,344.37,-,-,-,-,-,0,2.7423,2.0322,1.7469,2.2252
Cagdianao,727.14,451.83,-,8.6206,8.8451,6.1589,0,3.4354,4.61,4.1168,2.8536,2.6782
Cagwait,856.09,531.95,-,8.4159,8.7832,5.8302,0,5.2672,5.1392,5.506,2.5941,2.7263
Caibiran,514.33,319.59,-,-,6.6836,5.8871,0,3.9577,5.6253,6.0846,2.8915,4.0297
Cainta,15.73,9.78,9.6698,13.3512,15.0169,11.5752,0,10.3544,10.0593,9.6672,4.7182,5.1031
Cajidiocan,307.92,191.33,6.1272,6.5028,6.9082,5.2012,0,5.514,6.0346,5.379,2.6658,2.4833
Calabanga,259.67,161.35,0,1.4459,6.2568,5.6682,0,5.7495,5.7107,4.9739,2.2083,2.8121
Calaca,74.81,46.48,5.7813,9.2809,8.3905,6.9735,0,6.3979,6.0728,5.531,2.1465,3.7014
Calamba (LA),47.13,29.29,10.0818,13.7487,15.3728,10.5298,10.3409,10.9431,10.3202,9.1331,5.9412,6.5202
Calamba (MC),731.33,454.43,-,8.444,11.9955,7.2989,0,6.444,7.027,6.7623,3.5379,3.2917
Calanasan,408.44,253.79,2.5781,2.2351,3.5885,2.2237,0,3.5727,3.5128,3.6602,1.3296,1.2046
Calanogas,831.45,516.64,-,-,-,-,-,-,-,5.0853,2.3811,3.7781
Calapan,131.89,81.95,8.4269,12.8782,9.2033,8.9007,8.9141,8.9305,8.9128,8.4448,7.6894,8.2687
Calape,609.3,378.6,-,7.3806,8.0498,6.0908,0,6.334,5.5809,5.8637,2.8971,3.0292
Calasiao,171.82,106.76,7.2862,9.0872,9.4232,6.6959,0,6.206,5.7392,6.286,2.9494,3.2765
Calatagan,91.14,56.63,-,6.2421,5.9823,5.0719,0,5.1575,5.391,4.1105,2.3157,2.6135
Calatrava (NO),520.93,323.69,-,7.0724,6.856,3.7832,0,5.0676,5.1382,4.1738,2.1098,2.3724
Calatrava (RN),249.38,154.96,0,5.8903,8.4128,5.4316,0,5.0763,5.3935,5.2219,2.8827,3.2232
Calauag,157.55,97.9,9.0978,8.2552,8.3671,6.3447,0,5.3372,6.0759,5.527,2.4667,2.8932
Calauan,60.73,37.74,-,8.2525,8.1853,5.9103,0,5.4683,5.3289,5.0959,2.001,2.5926
Calayan,523.66,325.39,-,-,3.6607,2.3071,0,2.0192,4.7528,5.4329,2.655,2.944
Calbayog,480.95,298.85,7.9234,10.2715,10.0758,7.903,7.7872,7.3034,6.7504,6.4975,5.9601,4.1913
Calbiga,547.37,340.12,-,4.3461,8.9499,6.2411,0,5.4782,5.0127,4.5544,2.0652,2.3571
Calinog,420.25,261.13,7.1588,7.3182,7.4566,5.9521,0,5.5245,5.4957,5.2818,2.268,2.7949
Calintaan,220.77,137.18,1.3733,2.9533,6.9436,5.0662,0,3.5736,3.7422,4.4575,2.7378,2.6482
Calubian,510.96,317.49,-,-,9.7775,5.6147,0,4.1883,4.8614,4.0978,3.1144,2.4419
Calumpit,42.9,26.65,7.4916,10.6937,6.3929,2.0288,0,4.1582,5.858,4.2612,2.3729,2.9235
Caluya,308.01,191.39,4.358,3.9296,4.1332,0.4496,0,1.6579,1.6597,3.8301,1.5481,1.8833
Camalaniugan,416.22,258.63,-,7.1353,8.8266,6.5074,0,5.7203,5.15,5.7587,3.145,3.1349
Camalig,328.75,204.28,4.486,6.0169,8.8176,6.1373,0,5.4218,5.3259,5.3121,2.2953,2.6711
Camaligan,258.91,160.88,8.0851,9.5141,10.0119,6.066,0,5.2776,5.4709,6.2453,2.6099,3.702
Camiling,136.82,85.01,-,3.6323,7.9752,4.7331,0,5.7654,5.7351,5.9388,2.3867,2.7061
Can-Avid,563,349.83,-,-,6.138,2.6952,0,4.6147,6.1166,5.3158,3.0471,3.1868
Canaman,258.63,160.71,-,-,-,6.7846,0,5.6271,5.6171,5.7409,2.4572,2.8388
Candaba,58.84,36.56,-,8.9359,8.4246,6.4152,0,5.9478,5.4472,5.4013,2.23,2.7114
Candelaria (QN),88.02,54.7,8.7943,9.3587,10.3824,7.6145,0,7.0924,7.2479,6.8716,3.5218,4.2755
Candelaria (ZA),160.8,99.92,-,-,8.4363,6.1432,0,5.839,5.0014,5.5158,2.9834,2.6296
Candijay,653.5,406.07,-,4.8346,7.3125,7.2802,0,5.527,5.6108,6.0057,2.8712,2.5501
Candon,295.6,183.68,6.9035,8.0912,8.3949,7.1393,7.8865,5.6947,5.3237,5.6469,4.0052,4.5942
Candoni,558.59,347.09,-,-,-,0.8112,0,4.7264,4.421,3.6686,2.2226,2.0159
Canlaon,526.24,326.99,6.8541,6.4761,7.8507,5.3241,5.961,4.8143,4.8474,4.3921,2.5375,2.0716
Cantilan,799.53,496.8,8.1517,7.959,7.9682,5.3396,0,5.0134,5.2155,4.9249,2.295,2.6428
Caoayan,335.71,208.6,-,11.1554,7.7123,5.6773,0,5.2426,5.1325,5.6401,2.5911,2.4496
Capalonga,165.96,103.12,-,6.724,5.5606,4.7513,0,4.2619,4.3067,3.7876,2.6192,2.5913
Capas,93.78,58.27,9.0555,7.8592,8.9308,5.9059,0,6.8056,6.5913,6.5357,2.5141,1.7766
Capoocan,540.13,335.62,-,0.0238,3.6688,3.5791,0,4.3852,4.3861,4.5817,2.9657,2.9312
Capul,421.06,261.64,-,-,-,1.3081,0,1.7766,2.6082,5.611,2.7896,3.544
Caraga,1011.19,628.32,6.7926,6.4143,3.8744,3.6458,0,4.4322,5.1377,4.7957,1.9821,3.9475
Caramoan,324.2,201.45,0.2123,1.0797,7.7306,5.58,0,4.6282,4.5417,3.2589,1.7798,2.1441
Caramoran,348.42,216.5,-,0.8072,0,2.4671,0,3.8833,4.6479,4.9856,2.7722,2.3526
Carasi,403.32,250.61,-,4.0258,8.9106,5.2586,0,3.9278,4.2686,4.8217,2.5635,3.9217
Carcar,576.08,357.96,7.9958,8.5985,8.2145,6.84,6.7961,5.9124,5.7428,5.5017,3.0081,3.9976
Cardona,29.6,18.39,-,10.7615,11.6991,7.2956,0,5.7775,5.5385,5.7179,4.575,3.5798
Carigara,543.37,337.64,-,0.1551,6.9166,6.2651,0,5.31,5.8603,5.551,2.356,2.6828
Carles,416.88,259.04,-,3.6759,4.9966,1.8816,0,4.5497,5.667,5.4708,1.3722,2.5165
Carmen (AN),780.41,484.92,-,6.9813,8.5664,6.2576,0,5.5299,4.8234,5.6488,2.811,2.6617
Carmen (BL),635.36,394.79,-,6.6074,5.9196,4.7336,0,5.5885,5.2982,4.7991,2.168,2.0571
Carmen (CU),554.42,344.5,-,-,8.0321,6.5276,0,6.2331,5.9791,5.7753,3.6783,3.3065
Carmen (DN),955.9,593.97,7.6142,7.7238,8.14,5.5363,0,5.4293,5.8275,5.768,3.1298,3.3856
Carmen (NC),921.28,572.46,6.1337,7.3766,8.0675,5.6648,0,6.006,5.732,5.5576,3.7747,2.4515
Carmen (SS),809.83,503.21,-,4.6224,6.7448,5.1868,0,4.9229,5.8979,6.2914,2.2633,3.1823
Carmona,31.18,19.37,9.8281,10.4036,9.7219,7.3868,0,8.1896,8.1211,7.7039,3.1849,3.7397
Carranglan,153.25,95.23,6.3852,6.143,7.0366,3.662,0,5.1225,5.1171,5.4171,1.8136,2.3201
Carrascal,792.89,492.68,-,5.7722,6.6841,6.1863,0,2.0935,4.4918,3.3694,1.4522,0.9329
Casiguran (AU),212.07,131.78,-,2.3531,6.2077,5.6935,0,4.4559,4.7897,4.968,2.1619,2.45
Casiguran (SO),379.24,235.65,4.0263,4.6098,3.7488,3.3162,0,2.9605,4.6133,4.7586,1.5823,0.8668
Castilla,352.72,219.17,-,7.4789,5.957,5.587,0,5.6941,5.6892,6.1227,3.22,3.4112
Castillejos,90.55,56.27,-,-,5.5449,5.107,0,6.3863,6.7517,6.7386,3.3239,3.5406
Cataingan,435.38,270.54,-,0.9699,0,5.2642,0,4.9479,5.1022,5.0006,2.3699,2.6893
Catanauan,182.21,113.22,3.5594,6.8496,6.4489,5.9742,0,4.224,4.2533,3.0645,2.3309,2.6068
Catarman (CM),724.38,450.11,-,9.2675,11.8659,6.9504,0,5.6956,7.6199,7.5592,3.8294,5.3857
Catarman (NS),458.97,285.19,9.6772,8.8552,9.5591,4.5642,0,5.8245,5.7259,5.9841,2.3343,3.2676
Catbalogan,525.79,326.71,7.0933,7.7106,9.6261,6.2535,8.6217,6.8652,6.5835,5.9304,3.4772,4.0856
Cateel,962.86,598.29,-,6.0508,7.08,5.3959,0,4.7405,5.5775,5.1274,0.8938,1.2176
Catigbian,619.66,385.04,-,7.3878,8.353,5.0864,0,5.678,5.8082,5.9803,2.9689,2.9694
Catmon,541.1,336.23,-,7.7781,8.4672,6.6603,0,5.5747,5.5512,5.3197,5.1221,2.6179
Catubig,502.83,312.44,-,-,6.3293,4.7153,0,3.7534,3.4321,4.6825,2.7823,3.1219
Cauayan (IA),273.85,170.16,7.9881,10.8904,10.4618,7.2489,7.8985,7.4876,7.3536,6.4471,4.403,5.3233
Cauayan (NO),538.61,334.67,9.2831,7.4018,6.8878,2.4988,0,5.2588,5.3208,4.4028,1.805,2.19
Cavinti,68.43,42.52,-,8.6175,7.6182,5.5537,0,5.5263,5.5457,5.6625,3.0111,2.7516
Cavite,422.21,262.35,4.6693,7.2758,6.4808,6.9622,8.6283,6.4121,6.4582,6.9768,3.3364,3.6751
Cawayan,14.68,9.12,-,1.0103,0,0,0,4.1562,4.3803,4.0229,2.2818,2.3672
Cebu,572.23,355.57,14.8883,16.6241,13.1825,10.2123,10.5406,9.4711,9.3211,8.5319,5.1271,5.2588
Cervantes,268.94,167.11,-,7.0503,6.5821,4.3262,0,4.764,5.0752,5.3478,2.7595,2.337
Clarin (BL),612.2,380.4,-,8.361,7.887,6.3587,0,5.3685,6.197,6.4757,3.2184,4.5849
Clarin (MC),777.38,483.04,-,0,10.5304,7.662,0,5.5961,5.6707,5.9858,2.8459,3.0486
Claver,760.03,472.26,7.6328,8.9464,9.3211,7.0328,0,5.7757,5.9014,6.0438,2.3571,3.2088
Claveria (CG),446.49,277.43,-,7.6429,10.1584,7.0154,0,5.4444,5.5691,5.1868,2.6361,2.116
Claveria (MO),790.04,490.91,7.5908,7.4039,7.7084,5.2096,0,5.5324,5.5921,5.3676,1.9716,2.465
Claveria (MS),311.94,193.83,-,0.7237,0,0,0,2.4609,2.242,3.0339,1.7613,2.1104
Columbio,989.23,614.68,5.3598,4.5872,7.1596,5.6739,0,5.4859,5.4812,4.2066,1.8893,2.4008
Compostela (CU),566.08,351.75,-,5.1852,12.2889,6.9239,0,5.9197,5.6546,5.9528,2.9557,3.1182
Compostela (DDO),950.49,590.6,-,-,-,-,-,-,-,-,2.6524,2.9215
Concepcion,743.51,461.99,-,-,-,4.9453,0,3.8035,3.8614,3.0517,2.655,4.0343
Concepcion (IO),440.93,273.98,-,7.8002,7.2636,5.8983,0,5.7926,7.7529,6.3261,3.073,2.2019
Concepcion (RN),203.23,126.28,-,-,-,-,0,0.0158,2.5211,3.1874,0.6712,0.3406
Concepcion (TC),88.21,54.81,-,3.0957,7.7848,5.8794,0,6.7034,6.4151,6.8324,2.8255,3.3767
Conner,359.3,223.26,-,0,3.8745,3.9691,0,3.7574,4.6871,3.7199,1.3822,1.4329
Consolacion,569.07,353.6,8.3952,8.3608,8.7594,8.7597,0,6.7323,6.7298,6.6233,2.7578,3.7371
Corcuera,229.05,142.32,-,-,-,-,0,0.0403,2.7421,2.2949,2.9009,3.3355
Cordon,238.13,147.97,-,9.5246,8.8268,7.5102,0,6.1731,6.677,6.0712,2.8768,2.6019
Cordova,579.9,360.33,-,11.8981,12.4551,8.0211,0,6.4521,6.6917,6.4694,4.3624,4.2012
Corella,631.7,392.52,-,5.5392,9.0169,5.8515,0,5.8312,6.1853,6.5795,4.3997,6.5083
Coron,299.29,185.97,-,8.1787,7.639,3.1417,0,5.9736,5.801,5.8477,2.6495,3.2162
Cortes (BL),626.82,389.49,-,4.9123,7.6805,5.3757,0,5.1651,6.0551,6.3533,3.1106,4.4084
Cortes (SS),819.25,509.06,-,5.9408,9.2442,6.773,0,3.8715,4.8505,4.7748,2.4737,2.4725
Cotabato,893.19,555,8.7348,13.1035,12.4168,9.6364,9.7213,8.5908,8.4734,8.5138,4.7801,5.6694
Cuartero,404.46,251.32,-,5.0677,3.6638,6.622,0,5.5451,7.5109,6.0125,2.5469,3.9428
Cuenca,76.39,47.46,-,-,9.8376,8.5935,0,4.7506,5.7178,5.8681,2.8877,3.0385
Culaba,504.7,313.6,-,-,-,6.5355,0,3.9526,6.0328,5.4787,0.8516,3.9767
Culasi,370.02,229.92,4.3512,5.3046,6.119,7.6563,0,5.1265,5.9605,6.3815,3.4541,3.228
Culion,323.5,201.02,-,4.114,5.7247,1.4561,0,3.8076,4.4962,4.951,2.6204,2.6778
Currimao,385.82,239.74,-,-,7.7817,5.7359,0,5.0289,4.9972,5.5324,3.0205,2.8474
Cuyapo,137.09,85.19,10.1815,6.4052,4.4366,5.3262,0,5.6046,5.5002,5.9019,1.9946,2.4013
Cuyo,416.97,259.1,-,-,-,-,0,4.0277,3.9226,5.4719,2.8231,2.7272
Daan Bantayan,497.59,309.19,8.0528,10.1581,8.0439,6.4578,0,5.8312,-,5.8767,2.2846,2.9856
Daet,218.9,136.02,14.7975,11.3637,10.7145,6.0774,0,6.7804,6.3737,8.5587,3.655,3.841
Dagami,574.06,356.71,-,0.1473,8.2574,5.1528,0,4.9734,4.9169,5.2083,2.3364,2.2649
Dagohoy,633.55,393.67,-,4.4789,8.3632,5.8753,0,5.2178,5.1925,5.3911,2.5459,3.2905
Daguioman,319.91,198.79,-,-,-,4.9517,0,4.7495,4.684,4.7694,1.8702,2.5968
Dagupan,176.4,109.61,7.4989,11.4781,11.7463,9.3557,8.9757,8.5324,7.9472,8.2775,5.5307,5.5064
Dalaguete,603.89,375.24,8.5833,7.8958,8.2431,7.1666,0,5.2742,5.6004,5.2989,2.2829,2.3631
Damulog,899.36,558.84,-,3.0569,7.6072,5.0082,0,4.6701,4.2074,4.9052,2.6183,2.0578
Danao (BL),625.7,388.79,-,4.7002,6.1391,5.4197,0,5.0936,4.8394,5.1474,2.7133,2.4779
Danao (CU),560.68,348.39,7.5157,9.495,10.2278,7.0341,7.3309,6.4243,6.1741,5.8817,3.538,3.9886
Dangcagan,890.99,553.64,-,6.8084,7.3198,6.048,0,5.578,4.7232,5.2294,2.6462,2.2595
Danglas,351.41,218.36,-,-,-,2.8951,0,4.9476,5.0711,5.4555,2.4062,3.3614
Dao,400.02,248.56,-,-,-,3.8849,0,5.7654,6.2061,5.7773,2.5607,2.5305
Dapa,769.55,478.18,-,8.9787,7.8848,6.3601,0,5.2259,6.4433,6.2872,3.2532,3.2139
Dapitan,710.94,441.76,5.857,8.6495,9.356,5.966,6.5084,3.2341,5.781,5.5107,3.7476,3.7814
Daraga,338.74,210.48,4.7916,5.141,6.3883,7.1858,0,5.7802,5.9376,6.0365,2.8734,2.9284
Daram,520.35,323.33,-,-,8.5761,5.9986,0,5.2863,3.8363,4.6839,1.4273,1.9652
Dasmarinas,28.76,17.87,11.1141,16.2644,14.7054,10.7819,9.2458,9.3862,8.9779,9.821,6.1038,7.417
Dasol,195.83,121.68,-,8.7468,8.3116,5.6709,0,5.5091,4.8409,5.0426,2.9243,2.9074
Datu Abdullah Sangki,949.38,589.92,-,-,-,-,-,-,-,5.3627,2.9274,4.4851
Datu Anggal Midtimbang,919.05,571.07,-,-,-,-,-,-,-,5.8291,3.0494,4.3819
Datu Blah Sinsuat,910.93,566.02,-,-,-,-,-,-,-,4.0511,2.2413,3.4651
Datu Hoffer Ampatuan,937.34,582.44,-,-,-,-,-,-,-,3.2278,2.3553,3.6956
Datu Odin Sinsuat,916.16,569.28,-,-,-,-,-,-,-,4.2903,2.6158,3.0662
Datu Paglas,966.87,600.78,-,-,-,-,-,-,-,4.6426,2.7549,2.6191
Datu Piang,924.21,574.27,-,-,-,-,-,-,-,4.3405,2.0393,2.7102
Datu Salibo,928.62,577.02,-,-,-,-,-,-,-,5.4571,2.5414,4.0801
Datu Saudi-Ampatuan,930.02,577.89,-,-,-,-,-,-,-,3.9337,2.7552,2.8285
Datu Unsay,932.92,579.69,-,-,-,-,-,-,-,4.8694,2.4149,3.7323
Dauin,649.18,403.38,-,9.7289,9.7576,6.4525,0,5.9587,5.6566,3.4499,2.9986,2.8408
Davao,977.46,607.37,16.2902,12.1131,13.7464,12.4287,12.3592,11.4754,11.341,11.4187,7.5505,8.2965
Del Carmen,754.81,469.02,-,8.7713,8.8553,5.9726,0,5.5318,6.8,7.0893,3.5631,4.4655
Del Gallego,189.48,117.74,-,-,-,5.2496,0,4.5597,4.2734,3.8229,1.9889,2.4012
Delfin Albano,314.71,195.55,-,8.1184,8.7909,6.2059,0,4.8269,5.5128,4.6577,2.3436,3.3491
Diadi,234.89,145.95,-,-,4.3948,5.7424,0,4.6536,4.7128,3.3134,2.2633,2.2421
Diffun,230.71,143.35,-,3.7569,7.9718,5.5422,0,5.6795,4.9999,5.5977,1.7719,2.6863
Digos,993.52,617.35,7.4216,8.7673,8.352,6.6973,7.3004,7.2071,5.4531,7.4645,4.7294,5.7487
Dilasag,241.04,149.78,-,4.2143,4.9161,3.7117,0,3.8075,3.167,3.3172,2.4178,1.7291
Dimasalang,409.74,254.6,-,0.9367,0,5.6655,0,4.5195,4.3043,2.8714,2.72,2.5885
Dimataling,811.56,504.28,-,-,5.2365,6.2749,0,6.7243,5.6203,5.371,2.536,2.6167
Dimiao,652.77,405.61,-,4.6156,6.4674,5.1478,0,5.0439,4.7902,5.4392,2.767,2.7616
Dinagat,718.21,446.28,-,5.8752,8.6523,6.0303,0,4.8352,5.3507,5.426,3.0059,3.8759
Dinalungan,202.93,126.09,-,4.7038,3.8258,3.0111,0,5.2561,4.8602,5.3138,2.8459,2.338
Dinalupihan,63.38,39.38,4.1717,8.6631,9.1915,7.1575,0,6.4859,6.4979,6.575,2.9673,2.967
Dinapigue,256.37,159.3,1.4381,5.413,4.9426,0.0809,0,1.5166,3.5373,2.7715,2.0188,2.3536
Dinas,816.74,507.5,-,-,6.8618,4.7748,0,4.0862,4.9193,5.0872,2.4725,2.5922
Dingalan,100.11,62.21,-,8.4191,7.1555,5.7075,0,5.7515,6.0533,6.0785,3.4786,3.6138
Dingle,437.98,272.15,-,9.6341,8.9792,6.4852,0,5.7801,5.8966,5.7601,2.7648,2.9546
Dingras,391.67,243.37,-,-,7.3156,5.5771,0,5.5988,5.5424,5.6743,2.3439,2.8607
Dipaculao,168.77,104.87,-,8.3832,8.6839,6.0046,0,4.7977,4.6279,4.8282,3.0661,2.4552
Diplahan,796.68,495.03,-,-,0.8944,0.9284,0,0.8485,1.4619,5.0887,2.9118,1.4095
Dipolog,717.15,445.61,7.1392,10.6163,13.7471,8.4722,8.9999,7.7863,7.2612,6.9124,4.3393,4.7234
Ditsaan-Ramain,819.42,509.16,-,-,-,-,-,-,-,5.0193,2.5287,2.5278
Divilacan,337.02,209.41,-,-,2.8518,2.612,0,2.6473,2.7026,3.7313,1.971,2.2382
Dolores (AA),340.14,211.35,-,0,8.1082,4.7257,0,4.8437,5.6489,5.5159,2.6828,4.4678
Dolores (ES),564.24,350.6,-,-,4.9492,3.1252,0,5.4559,5.527,5.3856,2.128,2.7815
Dolores (QN),78.83,48.98,-,7.6772,9.7504,5.7607,0,4.3322,4.9035,5.2924,2.968,2.9222
Don Carlos,883.71,549.11,7.7239,8.271,7.9154,5.2481,0,5.2395,4.934,5.2161,1.9323,1.998
Don Marcelino,1069.56,664.59,-,5.1548,5.0458,5.814,0,3.8717,4.1415,4.3737,3.152,2.2416
Don Victoriano Chiongbian,756.97,470.36,-,6.0291,6.4694,4.9783,0,4.6073,4.4434,4.7624,2.4745,2.0521
Dona Remedios Trinidad,44.28,27.51,4.0574,3.777,3.8685,3.9816,0,-,4.8795,5.0508,1.9763,2.3506
Donsol,338.8,210.52,11.218,9.5506,10.9099,3.8545,0,5.0503,4.8888,5.5192,2.8047,2.8368
Duenas,430.05,267.22,-,8.8614,8.0521,7.0455,0,-,5.2418,5.3869,2.7304,2.5563
Duero,657.67,408.66,-,7.5863,8.8928,6.3013,0,5.282,5.0607,5.3395,2.4085,2.3259
Dulag,596.9,370.9,-,0.4527,6.149,3.8778,0,5.6185,5.6361,3.8409,2.7804,3.0275
Dumaguete,639.71,397.49,4.1806,7.0303,11.8442,7.6485,8.7906,7.9213,6.9965,6.0438,4.1062,3.6825
Dumalag,405.99,252.27,-,-,-,6.4307,0,5.2365,5.3412,5.4144,2.8921,2.6157
Dumalinao,774.49,481.24,-,-,10.1301,5.8103,0,5.1881,5.4334,5.9275,2.8861,2.9676
Dumalneg,438.45,272.44,-,-,6.5275,5.5091,0,3.9966,5.5647,6.0472,2.7203,3.9528
Dumangas,457.65,284.37,8.4254,7.7995,9.3824,5.992,0,5.8785,5.92,6.1387,2.4659,2.7866
Dumanjug,569.68,353.99,-,4.8613,8.9553,7.025,0,5.7175,5.4718,6.2793,2.8458,2.7847
Dumaran,469.79,291.92,-,-,-,-,0,2.7285,3.8426,2.5484,1.2246,1.4017
Dumarao,418.22,259.87,7.071,6.7947,5.834,6.5032,0,4.4474,5.8208,5.8574,2.06,2.3717
Dumingag,759.95,472.21,-,7.3098,5.074,5.6075,0,5.5862,4.973,4.6101,1.947,2.2617
Dupax Del Norte,192.07,119.34,-,-,3.3946,2.3715,0,4.0098,4.0845,5.8599,2.9132,2.7557
Dupax Del Sur,192.57,119.66,-,4.9157,5.0701,4.1581,0,2.7274,3.4906,1.8322,1.5691,2.0257
E. B. Magalona,465.63,289.33,-,0.2544,4.0887,2.9645,0,4.3103,5.7106,5.3175,2.2154,2.7075
Echague,247.72,153.93,4.6542,8.3947,8.6698,6.5549,0,6.9361,5.5255,5.5326,1.9003,2.0413
El Nido,415.69,258.3,6.7115,7.5467,8.0447,5.0615,0,5.2639,6.2775,6.0649,2.8558,3.4277
El Salvador,773.16,480.42,7.6409,9.0435,11.8181,8.0064,7.5925,6.0665,5.6552,6.1882,3.3195,4.6346
Enrile,340.07,211.31,-,7.5327,7.2961,4.864,0,4.1396,5.2822,5.7243,2.3066,3.1644
Enrique Villanueva,657.84,408.76,-,6.0158,5.4912,4.9936,0,5.0137,6.3071,5.9986,1.8976,2.7391
Escalante,498.08,309.49,-,3.7097,8.1919,3.0747,6.2884,5.2607,4.8837,4.8915,2.7608,3.5553
Esperanza (AS),831.26,516.52,8.1328,8.0238,8.3387,7.5627,0,5.672,5.0898,5.4972,2.0044,2.4196
Esperanza (MS),459.38,285.44,-,-,5.634,2.0533,0,2.8455,3.2846,4.9479,2.4329,3.3839
Esperanza (SK),957,594.65,8.5825,8.011,8.1652,6.6812,0,5.9898,5.9941,5.981,2.2331,2.5938
Estancia,420.31,261.17,-,0,5.385,4.5641,0,5.0581,5.3667,5.5323,2.6989,2.3209
Famy,53.64,33.33,-,-,6.9056,5.7703,0,5.3158,6.4672,5.6338,3.1372,4.9481
Ferrol,269.37,167.38,-,-,-,-,0,4.6675,5.0229,5.1687,2.7656,3.9715
