PROVINCE / LGU,Distance (km),Distance (mi),2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Bugallon,172.85,107.4,-,26.6655,19.763,35.3399,0,31.8781,32.2079,30.7124,28.4605,28.6274
Bugasong,410.58,255.12,-,18.2506,12.7118,7.5703,0,35.9155,36.0567,32.7613,30.4934,31.4441
Buguey,418.04,259.76,17.3343,31.2866,22.2449,37.3698,0,37.085,36.8018,32.4885,31.3986,29.1336
Buguias,238.14,147.98,-,35.7349,31.8164,40.6562,0,40.7553,41.459,36.2613,29.5747,27.8145
Buhi,302.56,188,16.9924,20.9928,24.3173,32.0763,0,28.8967,28.7209,27.7646,25.3006,23.7603
Bula,277.59,172.49,20.1238,27.6371,27.4096,36.2896,0,34.8576,34.2863,25.2513,29.5001,31.676
Bulakan,961.85,597.66,20.2266,20.2766,20.6468,26.0422,0,21.5741,34.3794,31.1156,25.9818,31.7912
Bulalacao,253.74,157.67,-,27.1464,16.5152,29.3394,0,34.8335,34.5169,28.0962,28.9524,24.6072
Bulan,961.85,597.66,27.0416,31.1145,26.3445,36.081,0,30.819,28.3231,26.8657,27.2259,29.8703
Buldon,879.44,546.46,-,-,-,-,-,-,-,30.7619,24.6827,24.6209
Buluan,970.38,602.97,-,-,-,-,-,-,-,30.7631,23.3299,26.937
Bulusan,397.47,246.98,9.4827,15.943,19.2964,10.9053,0,30.7229,32.763,29.2851,21.5993,25.2907
Bunawan,901.37,560.08,29.2038,29.7428,17.3574,33.7965,0,35.187,36.1755,29.9858,24.624,27.2762
Burauen,584.28,363.06,26.3055,16.8505,17.3715,37.8459,0,36.2108,36.6865,33.0472,31.6699,31.4917
Burdeos,110.12,68.42,-,-,18.9559,22.5714,0,31.4508,33.0764,28.1162,23.4846,22.384
Burgos (IA),284.86,177,-,25.6876,19.5171,30.3662,0,33.2067,36.1666,30.0686,29.6362,28.0725
Burgos (IN),76.1,47.28,-,21.0581,26.886,23.4463,0,35.9577,39.3997,37.4696,31.0078,34.8459
Burgos (IS),305.97,190.12,-,22.8319,23.2767,32.0417,0,35.4568,36.3974,31.0479,27.5933,25.4858
Burgos (LU),221.07,137.37,-,-,17.168,30.9117,0,34.7076,37.9908,34.3207,30.0201,33.4734
Burgos (PS),201.92,125.47,-,-,13.4323,34.6456,0,34.5327,35.2207,32.4125,30.8112,27.9135
Burgos (SN),103.53,64.33,-,26.5008,20.2442,28.7146,0,31.6199,35.0912,32.5155,25.397,28.7854
Buruanga,320.15,198.93,-,18.4998,13.5206,30.2319,0,35.2373,38.1127,34,31.0812,32.5158
Bustos,41.53,25.81,-,15.569,21.1036,26.2975,0,32.0726,37.2632,32.7777,29.4287,31.2931
Busuanga,294.7,183.12,-,21.7622,22.7208,8.9987,0,9.4409,34.1272,34.2309,29.3131,28.0397
Butig,839.76,521.8,-,-,-,-,-,-,-,25.7981,22.1092,33.2222
Butuan,799.02,496.49,40.3376,40.8934,31.4314,41.5272,40.0971,35.4212,37.7028,32.168,34.2015,38.3162
Buug,795.31,494.18,22.3482,28.8158,20.8297,20.1499,0,31.0697,36.8735,35.5295,37.9624,36.4749
Caba,216.35,134.43,-,-,14.8021,32.4543,0,37.9391,38.1463,33.0756,28.3828,31.9088
Cabadbaran,783.71,486.97,31.7318,34.9357,31.7221,38.0254,39.385,36.7347,37.4582,31.1493,32.901,32.2137
Cabagan,327.34,203.4,22.8225,33.8361,21.0729,35.3939,0,37.9581,37.095,33.1203,32.3784,36.026
Cabanglasan,864,536.86,-,23.815,26.838,35.8147,0,38.7315,39.0536,34.2711,32.5541,25.1879
Cabarroguis,223.98,139.17,-,28.2518,31.8672,38.6958,0,40.2872,43.5039,36.4337,34.2166,32.3322
Cabatuan (IA),272.59,169.38,-,39.56,33.8515,38.68,0,42.3749,42.0927,34.361,27.133,28.1519
Cabatuan (IO),444.11,275.96,-,31.8452,22.4765,36.1472,0,38.8083,38.5616,34.31,33.7373,35.3035
Cabiao,75.19,46.72,19.6198,17.8474,19.8399,37.0517,0,37.3225,36.4342,31.7728,33.2985,31.9781
Cabucgayan,521.12,323.81,-,-,16.469,31.6625,0,30.0014,40.534,34.705,28.5575,29.4081
Cabugao,361.45,224.6,12.7803,27.1565,28.1433,34.9662,0,36.1825,36.5825,33.3519,29.0784,30.3644
Cabusao,249.51,155.04,-,-,18.5994,31.4692,0,30.9577,32.3923,27.1997,22.5692,24.9763
Cadiz,476.8,296.27,20.1554,29.9416,28.5907,36.2078,42.311,36.2144,38.449,31.8328,31.9288,35.7619
Cagayan De Oro,789.64,490.66,49.3634,46.715,40.3503,45.9609,53.5443,46.3798,47.2754,45.7649,46.4242,48.612
Cagayancillo,554.21,344.37,-,-,-,-,-,1.7901,20.2602,23.1716,25.6082,25.306
Cagdianao,727.14,451.83,-,32.067,26.6999,37.1691,0,34.2576,36.6021,32.0601,31.6773,29.809
Cagwait,856.09,531.95,-,31.8297,29.6612,37.412,0,36.957,38.7183,35.1266,26.5377,31.2156
Caibiran,514.33,319.59,-,-,22.7072,28.5272,0,17.7319,36.7772,34.2078,27.9433,24.9456
Cainta,15.73,9.78,29.5026,38.1424,45.0291,54.7205,0,54.1871,55.034,50.3806,39.7123,47.2492
Cajidiocan,307.92,191.33,16.5561,22.0656,16.9299,28.9723,0,35.673,32.4132,28.6765,25.8195,21.5279
Calabanga,259.67,161.35,9.7554,12.9995,17.2379,32.3741,0,35.2505,35.0352,29.0988,25.4922,29.9644
Calaca,74.81,46.48,22.2618,28.5156,23.1765,39.9396,0,40.5993,39.7754,33.7042,26.8733,28.8746
Calamba (LA),47.13,29.29,38.915,42.4451,41.4065,45.9001,49.056,54.097,55.0799,42.5956,41.1794,46.4959
Calamba (MC),731.33,454.43,-,34.0242,35.9428,41.981,0,41.1631,41.7646,38.5753,36.1213,34.0981
Calanasan,408.44,253.79,24.4224,23.1468,20.4962,17.3187,0,30.1253,31.345,27.2476,28.1399,22.5797
Calanogas,831.45,516.64,-,-,-,-,-,-,-,32.2116,27.4263,31.1029
Calapan,131.89,81.95,34.1457,41.027,33.255,45.9191,47.3903,46,47.446,43.9619,45.9207,47.9056
Calape,609.3,378.6,-,22.8235,32.2015,38.0641,0,39.8134,40.0117,34.2951,31.8016,30.5389
Calasiao,171.82,106.76,28.8089,34.7771,31.4178,40.4847,0,37.5288,39.9526,36.8674,32.5356,34.0041
Calatagan,91.14,56.63,-,19.4348,17.4806,30.0872,0,33.232,34.1425,27.8893,26.4334,29.7264
Calatrava (NO),520.93,323.69,-,22.3283,23.6299,22.0468,0,33.8752,30.4532,27.1163,20.7165,21.7818
Calatrava (RN),249.38,154.96,9.1025,26.3096,21.7955,31.5602,0,21.1988,19.1647,32.6036,30.2372,31.486
Calauag,157.55,97.9,30.4665,30.7678,24.4032,31.6788,0,31.3569,34.0507,28.8311,27.1873,32.7871
Calauan,60.73,37.74,-,23.4173,23.5287,35.5927,0,33.6031,33.8131,29.4475,28.0215,32.7022
Calayan,523.66,325.39,-,-,10.2939,19.8234,0,25.986,27.6725,27.6959,19.7557,23.6191
Calbayog,480.95,298.85,25.419,22.983,32.1825,39.3091,38.9558,36.291,37.9059,33.2904,37.0724,33.7764
Calbiga,547.37,340.12,-,10.9793,23.5454,36.4378,0,34.8156,37.6948,30.4624,29.2282,27.3947
Calinog,420.25,261.13,24.193,26.806,22.2642,32.6241,0,38.8307,36.2324,32.7055,29.0257,32.1894
Calintaan,220.77,137.18,16.8605,23.4155,18.7488,31.8357,0,31.7424,30.5454,28.8861,28.5077,28.8515
Calubian,510.96,317.49,-,-,25.8441,31.2052,0,33.7004,34.0528,29.2011,26.6924,24.7053
Calumpit,42.9,26.65,23.4405,31.4016,25.5834,26.3813,0,28.1508,31.709,25.3517,26.8908,30.6045
Caluya,308.01,191.39,12.4662,12.9995,6.1493,2.6257,0,5.3552,6.4937,26.4598,22.5342,21.1527
Camalaniugan,416.22,258.63,-,31.4244,30.5293,38.8543,0,40.4951,39.1611,34.3456,35.6397,33.1005
Camalig,328.75,204.28,15.4794,20.9972,24.4674,20.8274,0,33.6733,34.3759,28.9839,29.6099,29.0849
Camaligan,258.91,160.88,28.3312,30.8086,26.3652,33.3877,0,31.7977,33.2544,30.386,28.7593,32.7184
Camiling,136.82,85.01,-,17.125,23.3038,31.7127,0,32.8721,34.6299,32.0251,31.3382,32.2283
Can-Avid,563,349.83,-,-,19.2315,27.6597,0,32.8863,36.2626,35.3918,37.18,36.2176
Canaman,258.63,160.71,-,-,-,32.802,0,33.511,31.9574,31.3187,23.4322,30.3019
Candaba,58.84,36.56,-,28.7755,25.0872,31.5034,0,36.6603,35.7998,31.6007,29.8561,30.7273
Candelaria (QN),88.02,54.7,34.3494,34.3045,32.7516,41.0053,0,40.6137,41.6854,36.6546,33.41,39.2601
Candelaria (ZA),160.8,99.92,-,-,22.9363,34.0418,0,37.8449,36.9475,32.4329,27.0841,24.9327
Candijay,653.5,406.07,-,14.93,23.1096,35.6673,0,38.9516,38.7515,32.1331,30.798,27.0081
Candon,295.6,183.68,33.4511,38.4989,32.2929,40.4903,41.5901,38.5334,39.365,35.7769,36.3643,37.369
Candoni,558.59,347.09,-,-,-,24.5978,0,35.0245,31.4454,28.2984,26.4908,22.9837
Canlaon,526.24,326.99,19.4342,20.9456,21.4937,33.4397,36.3543,31.4687,33.0326,27.7678,27.9157,26.5277
Cantilan,799.53,496.8,29.0039,28.2843,20.4319,30.8284,0,31.6785,35.9463,27.6269,22.9057,23.2594
Caoayan,335.71,208.6,-,34.7863,27.7832,35.7138,0,36.7239,38.2695,35.1144,33.0056,31.0879
Capalonga,165.96,103.12,-,20.557,12.0649,33.9375,0,34.2526,31.3483,26.9668,26.0186,30.3621
Capas,93.78,58.27,33.7628,30.6078,27.7065,27.9622,0,38.8137,40.4068,34.8412,30.9139,26.7893
Capoocan,540.13,335.62,-,0.5941,15.2857,18.9521,0,29.6944,29.6771,26.4845,20.91,21.4929
Capul,421.06,261.64,-,-,-,20.0587,0,15.6728,24.1308,26.075,17.5279,23.0107
Caraga,1011.19,628.32,19.8018,23.3582,13.0907,28.9382,0,33.5207,34.9792,31.5917,26.8829,27.2477
Caramoan,324.2,201.45,10.4042,10.7036,16.8953,31.5479,0,31.1779,28.811,24.5526,21.3725,22.8565
Caramoran,348.42,216.5,-,11.3818,3.677,22.9005,0,28.1011,29.2326,26.6253,28.6533,22.3177
Carasi,403.32,250.61,-,26.0404,25.3031,30.3476,0,31.6909,32.7812,30.1224,24.4975,29.0342
Carcar,576.08,357.96,29.7837,29.2484,23.9574,37.6058,38.9021,34.0638,36.1175,32.5,29.9936,23.7988
Cardona,29.6,18.39,-,33.1209,26.9947,41.0337,0,42.3262,41.04,35.293,38.1665,35.3501
Carigara,543.37,337.64,-,1.38,25.4698,35.7804,0,31.8303,34.4122,31.1854,22.6312,26.9175
Carles,416.88,259.04,-,20.3321,16.6243,17.2929,0,30.5348,34.0832,30.8215,26.1454,25.7953
Carmen (AN),780.41,484.92,-,31.8471,26.6318,36.7211,0,37.3048,37.7094,33.2211,30.9291,29.0169
Carmen (BL),635.36,394.79,-,21.6952,19.7903,32.9511,0,35.2661,36.9512,34.6761,26.4191,25.5867
Carmen (CU),554.42,344.5,-,-,27.2107,28.5339,0,40.7575,38.5319,30.456,23.4787,26.8937
Carmen (DN),955.9,593.97,25.9073,28.2304,23.8136,34.1772,0,37.2919,39.148,36.9603,35.3527,39.0436
Carmen (NC),921.28,572.46,25.5727,30.8669,26.3085,35.2509,0,36.086,38.0519,31.7637,28.6785,31.4837
Carmen (SS),809.83,503.21,-,15.6689,20.1562,24.0731,0,31.0652,37.7195,34.6033,25.3432,31.8227
Carmona,31.18,19.37,41.794,39.5163,33.4494,45.2125,0,45.9732,45.3389,42.6186,38.321,43.7654
Carranglan,153.25,95.23,23.8523,22.9923,18.5657,29.662,0,33.4476,31.9586,29.1495,24.8861,24.3546
Carrascal,792.89,492.68,-,26.7636,26.5718,33.2347,0,30.7672,39.4785,31.5126,24.0607,22.4801
Casiguran (AU),212.07,131.78,-,16.4717,14.9437,30.5288,0,30.4331,30.4829,28.0743,27.6698,31.3055
Casiguran (SO),379.24,235.65,20.4325,19.797,9.2469,25.6703,0,14.0806,32.6046,27.6131,21.6913,21.9568
Castilla,352.72,219.17,-,23.2143,12.9164,29.9584,0,38.0514,38.2656,34.5187,31.2777,31.9488
Castillejos,90.55,56.27,-,-,17.5428,31.5572,0,43.0465,43.5489,37.0488,38.4535,36.781
Cataingan,435.38,270.54,-,8.8046,3.8121,31.0366,0,16.1883,34.6512,32.1371,31.0426,31.3291
Catanauan,182.21,113.22,22.0104,26.1928,21.3909,30.9106,0,25.3181,32.6834,25.8841,28.3957,33.4588
Catarman (CM),724.38,450.11,-,32.3466,28.73,37.8611,0,37.0528,43.1007,42.2189,37.8144,42.4761
Catarman (NS),458.97,285.19,30.4464,18.9693,25.6661,30.8826,0,32.3298,34.0278,29.0544,26.7291,30.9745
Catbalogan,525.79,326.71,26.0074,20.2183,34.0258,39.5846,41.644,36.999,37.1814,30.7832,28.3659,35.3806
Cateel,962.86,598.29,-,19.5317,20.9816,31.5586,0,33.4937,35.9074,30.3395,24.2835,28.825
Catigbian,619.66,385.04,-,25.32,24.7425,34.1385,0,39.108,40.1251,37.0019,34.6024,32.3877
Catmon,541.1,336.23,-,25.4819,24.6096,29.2013,0,37.3078,37.3444,30.288,26.0824,27.4586
Catubig,502.83,312.44,-,-,17.4376,28.5848,0,20.8439,33.1662,26.3539,28.7806,33.412
Cauayan (IA),273.85,170.16,33.7458,38.568,35.8071,39.2841,43.061,40.8003,41.7814,33.0264,36.6663,40.6623
Cauayan (NO),538.61,334.67,28.0285,25.5721,11.5594,6.2699,0,29.7649,31.9739,27.3302,23.6419,22.7008
Cavinti,68.43,42.52,-,26.773,24.6654,37.0493,0,37.3846,37.8705,33.0578,31.1672,29.6835
Cavite,422.21,262.35,23.7425,30.8249,28.5972,37.4772,42.1907,36.0126,38.9868,32.6798,33.1381,33.0578
Cawayan,14.68,9.12,-,7.2023,3.8204,1.9161,0,26.8826,28.2571,25.5988,22.8608,24.0436
Cebu,572.23,355.57,43.6865,51.1894,41.3616,44.8478,49.8679,42.2309,42.2247,40.516,36.6917,41.7344
Cervantes,268.94,167.11,-,31.7973,25.6455,35.5681,0,37.3146,38.4448,33.5561,28.4728,26.3246
Clarin (BL),612.2,380.4,-,24.52,25.0039,35.867,0,36.035,40.5562,36.3122,25.4286,28.7448
Clarin (MC),777.38,483.04,-,4.9826,27.1984,41.3202,0,36.5104,37.7515,28.9938,27.8681,31.1847
Claver,760.03,472.26,31.209,34.7499,29.2898,39.1232,0,37.1713,37.3492,35.4165,31.8355,39.0573
Claveria (CG),446.49,277.43,-,34.1139,30.5782,40.6981,0,39.4201,39.2063,32.8282,27.5919,24.9192
Claveria (MO),790.04,490.91,31.8243,31.0797,25.4879,37.065,0,34.9765,36.5234,32.41,29.7288,33.494
Claveria (MS),311.94,193.83,-,8.1175,3.7619,1.6051,0,25.5087,25.4046,25.8031,14.866,18.5812
Columbio,989.23,614.68,25.3025,27.5319,25.9152,35.0983,0,36.3187,35.9238,30.8251,27.6644,30.2993
Compostela (CU),566.08,351.75,-,21.2337,28.7277,36.3547,0,41.5999,40.84,35.7058,33.7279,27.5895
Compostela (DDO),950.49,590.6,-,-,-,-,-,-,-,-,30.7165,31.0979
Concepcion,743.51,461.99,-,-,-,32.7397,0,27.5264,30.2312,24.9735,26.4162,28.3792
Concepcion (IO),440.93,273.98,-,16.6341,23.2597,35.5142,0,36.9751,45.1303,36.6963,35.5838,30.4758
Concepcion (RN),203.23,126.28,-,-,-,-,0,2.9779,11.2259,25.5666,19.5417,5.9286
Concepcion (TC),88.21,54.81,-,20.475,26.6473,35.7295,0,38.4164,39.2356,32.6439,29.1663,34.3576
Conner,359.3,223.26,-,10.7519,15.6528,30.8104,0,25.1538,26.851,30.3046,23.0743,23.7652
Consolacion,569.07,353.6,30.6854,32.7635,27.89,39.4269,0,40.3676,40.9669,33.5707,28.7259,32.0627
Corcuera,229.05,142.32,-,-,-,-,0,3.1121,11.571,27.8568,24.9829,23.2319
Cordon,238.13,147.97,-,34.7343,27.617,38.6411,0,38.6069,41.1663,33.9095,28.012,26.5162
Cordova,579.9,360.33,-,39.2922,33.613,40.2137,0,42.7105,43.6629,36.9256,34.2276,31.7922
Corella,631.7,392.52,-,20.7816,29.1406,35.6541,0,35.5198,38.1751,36.9422,36.0564,38.1245
Coron,299.29,185.97,-,26.1819,23.4269,10.0277,0,30.9211,27.7832,31.9743,29.309,31.77
Cortes (BL),626.82,389.49,-,19.5462,17.471,35.6742,0,35.7067,29.4838,30.6043,23.6724,27.8502
Cortes (SS),819.25,509.06,-,24.234,23.0254,34.1901,0,30.1061,35.476,30.9901,25.558,24.2802
Cotabato,893.19,555,34.0947,44.9323,45.8279,47.4097,48.4397,44.9921,45.6806,40.2106,38.6698,38.9946
Cuartero,404.46,251.32,-,16.4754,10.3187,33.821,0,38.2724,39.6307,32.4768,28.7163,30.8364
Cuenca,76.39,47.46,-,-,26.2504,36.1121,0,35.0312,37.2414,31.8091,26.7483,25.9644
Culaba,504.7,313.6,-,-,-,35.8092,0,30.3441,35.9838,27.7466,16.6636,21.4491
Culasi,370.02,229.92,19.2999,21.5103,15.2532,21.7707,0,37.5611,41.7846,34.6396,23.0644,28.995
Culion,323.5,201.02,-,19.3939,18.3583,8.8019,0,12.5774,33.3265,31.0708,30.2257,29.9214
Currimao,385.82,239.74,-,-,21.9479,33.813,0,36.1895,36.4199,32.5292,25.2254,27.2414
Cuyapo,137.09,85.19,35.0011,32.6658,25.0903,15.8641,0,36.2869,35.5512,30.8801,30.9339,29.5989
Cuyo,416.97,259.1,-,-,-,-,0,23.0749,22.3235,28.4787,24.4345,23.2488
Daan Bantayan,497.59,309.19,33.2166,40.3206,27.5552,33.8732,0,37.5877,-,33.0076,28.5434,33.3612
Daet,218.9,136.02,43.2391,39.2958,32.9082,35.4158,0,36.0358,36.2115,34.4921,34.6367,34.7883
Dagami,574.06,356.71,-,6.8174,20.6579,32.5657,0,36.4064,31.3329,24.6481,21.3894,19.714
Dagohoy,633.55,393.67,-,17.1115,22.3892,31.7726,0,37.0429,36.7157,32.0567,26.0624,22.6026
Daguioman,319.91,198.79,-,-,-,22.7092,0,28.0422,27.8374,24.7862,22.4357,22.2002
Dagupan,176.4,109.61,33.5443,40.4453,41.2032,46.0787,48.4876,43.5678,44.5945,41.7571,37.3492,33.2626
Dalaguete,603.89,375.24,30.0238,30.0773,26.038,36.9768,0,36.1161,37.3747,33.4551,30.9473,31.196
Damulog,899.36,558.84,-,13.0361,24.0643,35.9755,0,37.6448,38.4912,33.5667,31.4667,28.8781
Danao (BL),625.7,388.79,-,15.6532,20.0536,33.9138,0,36.991,35.2404,30.8929,27.4175,27.275
Danao (CU),560.68,348.39,23.1163,32.8255,31.5669,33.819,39.6307,37.2136,38.7431,33.6092,33.0011,28.978
Dangcagan,890.99,553.64,-,25.6887,24.4237,36.4387,0,37.9017,38.2732,31.7583,27.3183,28.1252
Danglas,351.41,218.36,-,-,-,32.6473,0,34.3781,33.9347,32.1436,29.4283,24.1809
Dao,400.02,248.56,-,-,-,23.4922,0,38.8715,38.4893,31.8906,30.2044,27.267
Dapa,769.55,478.18,-,27.82,18.7259,28.1133,0,34.3393,34.524,31.5208,29.6406,27.7136
Dapitan,710.94,441.76,22.7056,33.1442,29.6078,31.8034,35.9531,30.7132,36.6806,32.2414,29.9142,28.6146
Daraga,338.74,210.48,22.1735,20.58,16.6245,28.1904,0,36.5529,39.0326,33.6825,32.4492,32.1247
Daram,520.35,323.33,-,-,21.0764,34.5521,0,36.6117,37.3163,31.494,26.8113,26.9244
Dasmarinas,28.76,17.87,31.9844,43.4312,39.6181,47.0088,46.4776,51.8164,53.1874,48.9388,44.3941,46.9285
Dasol,195.83,121.68,-,34.6902,29.4049,38.4166,0,36.8827,39.2005,34.5345,36.6574,34.9235
Datu Abdullah Sangki,949.38,589.92,-,-,-,-,-,-,-,35.1617,33.2806,35.3424
Datu Anggal Midtimbang,919.05,571.07,-,-,-,-,-,-,-,30.1854,23.4778,29.5709
Datu Blah Sinsuat,910.93,566.02,-,-,-,-,-,-,-,18.1658,23.0285,28.6663
Datu Hoffer Ampatuan,937.34,582.44,-,-,-,-,-,-,-,25.5251,21.2347,24.7025
Datu Odin Sinsuat,916.16,569.28,-,-,-,-,-,-,-,28.2804,29.3896,34.996
Datu Paglas,966.87,600.78,-,-,-,-,-,-,-,33.3388,30.8292,29.3576
Datu Piang,924.21,574.27,-,-,-,-,-,-,-,25.0895,24.0454,27.5861
Datu Salibo,928.62,577.02,-,-,-,-,-,-,-,27.1928,23.0055,26.3057
Datu Saudi-Ampatuan,930.02,577.89,-,-,-,-,-,-,-,27.1697,28.8329,28.1851
Datu Unsay,932.92,579.69,-,-,-,-,-,-,-,23.8274,26.0739,26.6273
Dauin,649.18,403.38,-,32.4883,24.2358,37.1031,0,36.323,37.6497,29.9404,30.8968,28.6367
Davao,977.46,607.37,47.7168,46.8097,44.3445,59.0376,56.7034,57.9872,60.0393,52.738,51.2908,49.0816
Del Carmen,754.81,469.02,-,29.903,26.501,27.3299,0,33.6697,41.1664,38.7243,33.8201,33.1214
Del Gallego,189.48,117.74,-,-,-,30.3035,0,33.8846,30.3913,28.2004,23.7969,25.5921
Delfin Albano,314.71,195.55,-,32.7941,18.4544,34.3959,0,37.3056,38.8965,31.3559,32.4205,34.72
Diadi,234.89,145.95,-,-,16.0599,32.3474,0,35.1722,35.3983,28.5768,27.7592,28.1857
Diffun,230.71,143.35,-,27.8005,25.9451,37.6364,0,37.381,36.8898,32.8967,29.9273,31.155
Digos,993.52,617.35,32.282,35.0528,28.3757,38.5378,42.6991,39.519,36.672,36.5374,39.867,41.6378
Dilasag,241.04,149.78,-,23.4713,19.5674,12.4266,0,31.5342,33.2585,29.5071,28.6266,26.4946
Dimasalang,409.74,254.6,-,9.3247,3.8303,33.5072,0,16.3261,17.2966,25.3767,24.8557,27.4328
Dimataling,811.56,504.28,-,-,12.0502,31.4706,0,39.1101,40.3687,35.0165,30.2445,25.548
Dimiao,652.77,405.61,-,18.2387,25.7665,32.6334,0,35.2647,36.2528,33.5561,30.2923,28.2283
Dinagat,718.21,446.28,-,26.8945,24.2139,35.6804,0,34.0699,32.4557,34.9819,25.0108,30.502
Dinalungan,202.93,126.09,-,24.7298,17.8039,22.7821,0,33.0907,32.7403,29.5708,31.7938,28.5545
Dinalupihan,63.38,39.38,24.271,35.805,31.2441,35.4853,0,41.0233,40.0261,35.6435,34.558,34.78
Dinapigue,256.37,159.3,14.1071,23.4035,12.5027,28.3254,0,28.8881,30.7968,25.9125,26.2232,29.4736
Dinas,816.74,507.5,-,-,16.808,22.3772,0,32.3876,37.2927,32.3295,27.9111,28.7514
Dingalan,100.11,62.21,-,24.3118,21.6557,34.1154,0,39.6269,40.1166,34.64,34.1733,34.7858
Dingle,437.98,272.15,-,22.236,29.0561,37.3132,0,38.9354,40.6749,33.8194,32.3351,33.3417
Dingras,391.67,243.37,-,-,21.8186,31.1777,0,34.3455,35.367,31.8875,29.4743,33.2745
Dipaculao,168.77,104.87,-,30.3431,25.4171,31.7123,0,38.3614,37.7837,33.7495,33.495,29.2693
Diplahan,796.68,495.03,-,-,7.345,2.7905,0,6.9073,8.932,33.0626,31.2867,26.4616
Dipolog,717.15,445.61,29.3454,37.2418,39.7983,41.0079,44.1121,39.4158,42.4411,38.0155,35.1436,36.2599
Ditsaan-Ramain,819.42,509.16,-,-,-,-,-,-,-,30.3709,24.8001,14.834
Divilacan,337.02,209.41,-,-,17.1081,31.8456,0,29.1943,31.3969,26.6937,24.0754,26.0646
Dolores (AA),340.14,211.35,-,11.5293,21.04,31.2568,0,33.3093,35.6188,34.3998,27.1204,31.5409
Dolores (ES),564.24,350.6,-,-,19.3713,20.6634,0,35.787,37.4278,28.4193,27.7647,28.1376
Dolores (QN),78.83,48.98,-,26.0262,24.8104,34.6154,0,34.3743,38.6719,31.9636,33.1761,32.8201
Don Carlos,883.71,549.11,28.716,29.4224,23.9228,36.8252,0,36.1633,36.0315,31.7272,27.4126,30.4852
Don Marcelino,1069.56,664.59,-,18.3568,10.8738,32.0022,0,35.0463,36.9169,32.3265,29.2811,27.0386
Don Victoriano Chiongbian,756.97,470.36,-,24.3892,17.8395,33.9446,0,33.4689,33.1276,29.4027,22.4694,20.7776
Dona Remedios Trinidad,44.28,27.51,25.3043,23.6713,9.9314,28.2682,0,-,33.8936,29.2802,26.1602,32.0138
Donsol,338.8,210.52,30.9643,28.6015,27.814,10.8196,0,38.5588,32.0223,31.3055,25.5374,25.9759
Duenas,430.05,267.22,-,27.8258,20.3821,34.1712,0,-,38.7953,32.5356,30.99,28.3751
Duero,657.67,408.66,-,23.5636,23.4781,36.2728,0,37.829,38.7377,31.4734,30.64,24.6196
Dulag,596.9,370.9,-,1.0255,20.3988,27.4202,0,35.9638,36.2891,30.1195,29.2978,26.9368
Dumaguete,639.71,397.49,17.9515,32.0072,37.3767,40.7973,46.4441,40.8676,43.077,30.4238,36.3459,31.7379
Dumalag,405.99,252.27,-,-,-,33.9715,0,36.8338,38.9179,33.1857,31.8082,22.1712
Dumalinao,774.49,481.24,-,-,27.6593,32.9102,0,33.6762,37.0056,32.2124,31.23,32.1228
Dumalneg,438.45,272.44,-,-,25.8247,30.2984,0,30.0749,35.367,34.0194,29.8878,30.5818
Dumangas,457.65,284.37,30.5151,29.7558,25.4695,33.5356,0,38.0629,39.2432,35.0031,27.6367,33.1955
Dumanjug,569.68,353.99,-,13.3762,23.4048,36.8027,0,40.8194,37.658,32.2971,27.0377,29.5152
Dumaran,469.79,291.92,-,-,-,-,0,17.45,31.3268,27.7621,25.1802,24.5803
Dumarao,418.22,259.87,22.9253,24.9094,13.2869,35.1218,0,35.249,36.2574,31.9378,24.2029,28.0595
Dumingag,759.95,472.21,-,25.1347,18.3383,24.7383,0,32.5641,35.9741,30.4859,30.339,28.2566
Dupax Del Norte,192.07,119.34,-,-,15.9995,29.1019,0,33.0188,34.5042,32.446,32.2744,30.238
Dupax Del Sur,192.57,119.66,-,23.9915,16.9982,32.4194,0,32.8667,33.9878,26.3912,21.0158,24.8799
E. B. Magalona,465.63,289.33,-,14.0252,13.2463,5.5941,0,32.7174,33.9113,31.2521,29.2761,29.1175
Echague,247.72,153.93,19.0261,33.923,26.7224,38.7861,0,39.1844,36.9177,33.5434,29.0429,28.6308
El Nido,415.69,258.3,18.2463,27.7912,25.8098,36.4697,0,30.4941,35.0827,35.2791,28.2915,31.924
El Salvador,773.16,480.42,35.6835,36.7256,33.0215,36.488,40.8994,35.378,37.0191,33.7278,33.1696,35.4504
Enrile,340.07,211.31,-,25.299,23.5304,33.4793,0,31.4811,37.5044,29.0706,27.5611,28.8429
Enrique Villanueva,657.84,408.76,-,19.1189,20.7627,32.3524,0,33.6421,35.2478,33.8204,27.7723,27.5878
Escalante,498.08,309.49,-,14.933,20.6733,20.2278,37.7778,33.7523,34.8723,26.9127,27.8648,27.5252
Esperanza (AS),831.26,516.52,30.9793,29.0215,21.8917,35.8542,0,35.8699,36.1955,32.145,28.5784,28.0181
Esperanza (MS),459.38,285.44,-,-,14.6963,5.0586,0,6.4155,23.4932,27.6729,16.6737,21.7998
Esperanza (SK),957,594.65,34.4628,32.419,28.2326,37.7685,0,37.9087,37.5516,34.049,28.2656,32.3977
Estancia,420.31,261.17,-,6.1528,19.8099,34.4052,0,34.6954,35.6368,31.7543,28.6194,27.0106
Famy,53.64,33.33,-,-,20.9766,31.8457,0,26.7389,35.4268,31.4738,25.4096,36.0216
